kode_provinsi ;nama_provinsi;kode_kabupaten_kota;nama_kabupaten_kota;kode_kecamatan;nama_kecamatan;data_pokok;tahun_ajaran;status;jenjang_pendidikan;jumlah
15;JAMBI;1505;Kab. Muaro Jambi;150506;Kumpeh Ulu;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;0
15;JAMBI;1505;Kab. Muaro Jambi;150506;Kumpeh Ulu;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;2
15;JAMBI;1505;Kab. Muaro Jambi;150504;Maro Sebo;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
15;JAMBI;1505;Kab. Muaro Jambi;150504;Maro Sebo;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1505;Kab. Muaro Jambi;150504;Maro Sebo;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;2
15;JAMBI;1505;Kab. Muaro Jambi;150504;Maro Sebo;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;2
15;JAMBI;1505;Kab. Muaro Jambi;150504;Maro Sebo;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;1
15;JAMBI;1505;Kab. Muaro Jambi;150504;Maro Sebo;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
15;JAMBI;1505;Kab. Muaro Jambi;150505;Mestong;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
15;JAMBI;1505;Kab. Muaro Jambi;150505;Mestong;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1505;Kab. Muaro Jambi;150505;Mestong;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;3
15;JAMBI;1505;Kab. Muaro Jambi;150505;Mestong;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;4
15;JAMBI;1505;Kab. Muaro Jambi;150505;Mestong;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;1
15;JAMBI;1505;Kab. Muaro Jambi;150505;Mestong;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;3
15;JAMBI;1505;Kab. Muaro Jambi;150502;Sekernan;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;1
15;JAMBI;1505;Kab. Muaro Jambi;150502;Sekernan;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1505;Kab. Muaro Jambi;150502;Sekernan;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;3
15;JAMBI;1505;Kab. Muaro Jambi;150502;Sekernan;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;2
15;JAMBI;1505;Kab. Muaro Jambi;150502;Sekernan;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;1
15;JAMBI;1505;Kab. Muaro Jambi;150502;Sekernan;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;1
15;JAMBI;1505;Kab. Muaro Jambi;150507;Sungai Bahar;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;1
15;JAMBI;1505;Kab. Muaro Jambi;150507;Sungai Bahar;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1505;Kab. Muaro Jambi;150507;Sungai Bahar;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;1
15;JAMBI;1505;Kab. Muaro Jambi;150507;Sungai Bahar;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;2
15;JAMBI;1505;Kab. Muaro Jambi;150507;Sungai Bahar;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;2
15;JAMBI;1505;Kab. Muaro Jambi;150507;Sungai Bahar;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;2
15;JAMBI;1505;Kab. Muaro Jambi;150508;Sungai Gelam;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
15;JAMBI;1505;Kab. Muaro Jambi;150508;Sungai Gelam;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1505;Kab. Muaro Jambi;150508;Sungai Gelam;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;3
15;JAMBI;1505;Kab. Muaro Jambi;150508;Sungai Gelam;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;11
15;JAMBI;1505;Kab. Muaro Jambi;150508;Sungai Gelam;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;1
15;JAMBI;1505;Kab. Muaro Jambi;150508;Sungai Gelam;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;1
15;JAMBI;1505;Kab. Muaro Jambi;150511;Taman Rajo;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
15;JAMBI;1505;Kab. Muaro Jambi;150511;Taman Rajo;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1505;Kab. Muaro Jambi;150511;Taman Rajo;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;0
15;JAMBI;1505;Kab. Muaro Jambi;150511;Taman Rajo;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;0
15;JAMBI;1505;Kab. Muaro Jambi;150511;Taman Rajo;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;1
15;JAMBI;1505;Kab. Muaro Jambi;150511;Taman Rajo;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
15;JAMBI;1503;Kab. Sarolangun;150307;Air Hitam;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
15;JAMBI;1503;Kab. Sarolangun;150307;Air Hitam;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1503;Kab. Sarolangun;150307;Air Hitam;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;1
15;JAMBI;1503;Kab. Sarolangun;150307;Air Hitam;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;1
15;JAMBI;1503;Kab. Sarolangun;150307;Air Hitam;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;2
15;JAMBI;1503;Kab. Sarolangun;150307;Air Hitam;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
15;JAMBI;1503;Kab. Sarolangun;150301;Batang Asai;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
15;JAMBI;1503;Kab. Sarolangun;150301;Batang Asai;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1503;Kab. Sarolangun;150301;Batang Asai;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;1
15;JAMBI;1503;Kab. Sarolangun;150301;Batang Asai;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;1
15;JAMBI;1503;Kab. Sarolangun;150301;Batang Asai;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;2
15;JAMBI;1503;Kab. Sarolangun;150301;Batang Asai;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
15;JAMBI;1503;Kab. Sarolangun;150308;Bathin VIII;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
15;JAMBI;1503;Kab. Sarolangun;150308;Bathin VIII;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1503;Kab. Sarolangun;150308;Bathin VIII;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;1
15;JAMBI;1503;Kab. Sarolangun;150308;Bathin VIII;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;3
15;JAMBI;1503;Kab. Sarolangun;150308;Bathin VIII;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;0
15;JAMBI;1503;Kab. Sarolangun;150308;Bathin VIII;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;1
15;JAMBI;1503;Kab. Sarolangun;150310;Cermin Nan Gedang;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
15;JAMBI;1503;Kab. Sarolangun;150310;Cermin Nan Gedang;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1503;Kab. Sarolangun;150310;Cermin Nan Gedang;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;1
15;JAMBI;1503;Kab. Sarolangun;150310;Cermin Nan Gedang;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;0
15;JAMBI;1503;Kab. Sarolangun;150310;Cermin Nan Gedang;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;1
15;JAMBI;1503;Kab. Sarolangun;150310;Cermin Nan Gedang;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
15;JAMBI;1503;Kab. Sarolangun;150302;Limun;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
15;JAMBI;1503;Kab. Sarolangun;150302;Limun;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1503;Kab. Sarolangun;150302;Limun;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;2
15;JAMBI;1503;Kab. Sarolangun;150302;Limun;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;0
15;JAMBI;1503;Kab. Sarolangun;150302;Limun;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;1
15;JAMBI;1503;Kab. Sarolangun;150302;Limun;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
15;JAMBI;1503;Kab. Sarolangun;150306;Mandiangin;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
15;JAMBI;1503;Kab. Sarolangun;150306;Mandiangin;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1503;Kab. Sarolangun;150306;Mandiangin;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;2
15;JAMBI;1503;Kab. Sarolangun;150306;Mandiangin;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;0
15;JAMBI;1503;Kab. Sarolangun;150306;Mandiangin;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;2
15;JAMBI;1503;Kab. Sarolangun;150306;Mandiangin;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;3
15;JAMBI;1503;Kab. Sarolangun;150304;Pauh;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
15;JAMBI;1503;Kab. Sarolangun;150304;Pauh;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1503;Kab. Sarolangun;150304;Pauh;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;1
15;JAMBI;1503;Kab. Sarolangun;150304;Pauh;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;1
15;JAMBI;1503;Kab. Sarolangun;150304;Pauh;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;1
15;JAMBI;1503;Kab. Sarolangun;150304;Pauh;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;2
15;JAMBI;1503;Kab. Sarolangun;150305;Pelawan;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
15;JAMBI;1503;Kab. Sarolangun;150305;Pelawan;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1503;Kab. Sarolangun;150305;Pelawan;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;2
15;JAMBI;1503;Kab. Sarolangun;150305;Pelawan;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;3
15;JAMBI;1503;Kab. Sarolangun;150305;Pelawan;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;1
15;JAMBI;1503;Kab. Sarolangun;150305;Pelawan;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;2
15;JAMBI;1503;Kab. Sarolangun;150303;Sarolangun;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;1
15;JAMBI;1503;Kab. Sarolangun;150303;Sarolangun;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1503;Kab. Sarolangun;150303;Sarolangun;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;2
15;JAMBI;1503;Kab. Sarolangun;150303;Sarolangun;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;1
15;JAMBI;1503;Kab. Sarolangun;150303;Sarolangun;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;3
15;JAMBI;1503;Kab. Sarolangun;150303;Sarolangun;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
15;JAMBI;1503;Kab. Sarolangun;150309;Singkut;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
15;JAMBI;1503;Kab. Sarolangun;150309;Singkut;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1503;Kab. Sarolangun;150309;Singkut;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;1
15;JAMBI;1503;Kab. Sarolangun;150309;Singkut;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;4
15;JAMBI;1503;Kab. Sarolangun;150309;Singkut;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;1
15;JAMBI;1503;Kab. Sarolangun;150309;Singkut;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;3
15;JAMBI;1506;Kab. Tanjab Barat;150607;Batang Asam;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
15;JAMBI;1506;Kab. Tanjab Barat;150607;Batang Asam;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1506;Kab. Tanjab Barat;150607;Batang Asam;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;1
15;JAMBI;1506;Kab. Tanjab Barat;150607;Batang Asam;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;2
15;JAMBI;1506;Kab. Tanjab Barat;150607;Batang Asam;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;1
15;JAMBI;1506;Kab. Tanjab Barat;150607;Batang Asam;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
15;JAMBI;1506;Kab. Tanjab Barat;150604;Betara;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
15;JAMBI;1506;Kab. Tanjab Barat;150604;Betara;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1506;Kab. Tanjab Barat;150604;Betara;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;1
15;JAMBI;1506;Kab. Tanjab Barat;150604;Betara;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;5
15;JAMBI;1506;Kab. Tanjab Barat;150604;Betara;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;1
15;JAMBI;1506;Kab. Tanjab Barat;150604;Betara;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;1
15;JAMBI;1506;Kab. Tanjab Barat;150611;Bram Itam;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
15;JAMBI;1506;Kab. Tanjab Barat;150611;Bram Itam;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1506;Kab. Tanjab Barat;150611;Bram Itam;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;0
15;JAMBI;1506;Kab. Tanjab Barat;150611;Bram Itam;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;3
15;JAMBI;1506;Kab. Tanjab Barat;150611;Bram Itam;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;0
15;JAMBI;1506;Kab. Tanjab Barat;150611;Bram Itam;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
15;JAMBI;1506;Kab. Tanjab Barat;150612;Kuala Betara;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
15;JAMBI;1506;Kab. Tanjab Barat;150612;Kuala Betara;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1506;Kab. Tanjab Barat;150612;Kuala Betara;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;1
15;JAMBI;1506;Kab. Tanjab Barat;150612;Kuala Betara;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;2
15;JAMBI;1506;Kab. Tanjab Barat;150612;Kuala Betara;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;0
15;JAMBI;1506;Kab. Tanjab Barat;150612;Kuala Betara;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
15;JAMBI;1506;Kab. Tanjab Barat;150605;Merlung;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;1
15;JAMBI;1506;Kab. Tanjab Barat;150605;Merlung;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1506;Kab. Tanjab Barat;150605;Merlung;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;2
15;JAMBI;1506;Kab. Tanjab Barat;150605;Merlung;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;0
15;JAMBI;1506;Kab. Tanjab Barat;150605;Merlung;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;1
15;JAMBI;1506;Kab. Tanjab Barat;150605;Merlung;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
15;JAMBI;1506;Kab. Tanjab Barat;150609;Muara Papalik;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
15;JAMBI;1506;Kab. Tanjab Barat;150609;Muara Papalik;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1506;Kab. Tanjab Barat;150609;Muara Papalik;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;1
15;JAMBI;1506;Kab. Tanjab Barat;150609;Muara Papalik;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;1
15;JAMBI;1506;Kab. Tanjab Barat;150609;Muara Papalik;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;0
15;JAMBI;1506;Kab. Tanjab Barat;150609;Muara Papalik;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
15;JAMBI;1506;Kab. Tanjab Barat;150603;Pengabuan;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
15;JAMBI;1506;Kab. Tanjab Barat;150603;Pengabuan;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1506;Kab. Tanjab Barat;150603;Pengabuan;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;2
15;JAMBI;1506;Kab. Tanjab Barat;150603;Pengabuan;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;5
15;JAMBI;1506;Kab. Tanjab Barat;150603;Pengabuan;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;1
15;JAMBI;1506;Kab. Tanjab Barat;150603;Pengabuan;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
15;JAMBI;1506;Kab. Tanjab Barat;150608;Renah Mendaluh;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
15;JAMBI;1506;Kab. Tanjab Barat;150608;Renah Mendaluh;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1506;Kab. Tanjab Barat;150608;Renah Mendaluh;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;2
15;JAMBI;1506;Kab. Tanjab Barat;150608;Renah Mendaluh;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;2
15;JAMBI;1506;Kab. Tanjab Barat;150608;Renah Mendaluh;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;1
15;JAMBI;1506;Kab. Tanjab Barat;150608;Renah Mendaluh;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
15;JAMBI;1506;Kab. Tanjab Barat;150610;Seberang Kota;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
15;JAMBI;1506;Kab. Tanjab Barat;150610;Seberang Kota;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1506;Kab. Tanjab Barat;150610;Seberang Kota;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;0
15;JAMBI;1506;Kab. Tanjab Barat;150610;Seberang Kota;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;4
15;JAMBI;1506;Kab. Tanjab Barat;150610;Seberang Kota;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;1
15;JAMBI;1506;Kab. Tanjab Barat;150610;Seberang Kota;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
15;JAMBI;1506;Kab. Tanjab Barat;150613;Senyerang;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
15;JAMBI;1506;Kab. Tanjab Barat;150613;Senyerang;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1506;Kab. Tanjab Barat;150613;Senyerang;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;2
15;JAMBI;1506;Kab. Tanjab Barat;150613;Senyerang;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;6
15;JAMBI;1506;Kab. Tanjab Barat;150613;Senyerang;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;0
15;JAMBI;1506;Kab. Tanjab Barat;150613;Senyerang;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
15;JAMBI;1506;Kab. Tanjab Barat;150606;Tebing Tinggi;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
15;JAMBI;1506;Kab. Tanjab Barat;150606;Tebing Tinggi;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1506;Kab. Tanjab Barat;150606;Tebing Tinggi;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;2
15;JAMBI;1506;Kab. Tanjab Barat;150606;Tebing Tinggi;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;3
15;JAMBI;1506;Kab. Tanjab Barat;150606;Tebing Tinggi;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;1
15;JAMBI;1506;Kab. Tanjab Barat;150606;Tebing Tinggi;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
15;JAMBI;1506;Kab. Tanjab Barat;150602;Tungkal Ilir;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;1
15;JAMBI;1506;Kab. Tanjab Barat;150602;Tungkal Ilir;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1506;Kab. Tanjab Barat;150602;Tungkal Ilir;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;5
15;JAMBI;1506;Kab. Tanjab Barat;150602;Tungkal Ilir;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;5
15;JAMBI;1506;Kab. Tanjab Barat;150602;Tungkal Ilir;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;2
15;JAMBI;1506;Kab. Tanjab Barat;150602;Tungkal Ilir;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;1
15;JAMBI;1506;Kab. Tanjab Barat;150601;Tungkal Ulu;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
15;JAMBI;1506;Kab. Tanjab Barat;150601;Tungkal Ulu;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1506;Kab. Tanjab Barat;150601;Tungkal Ulu;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;1
15;JAMBI;1506;Kab. Tanjab Barat;150601;Tungkal Ulu;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;1
15;JAMBI;1506;Kab. Tanjab Barat;150601;Tungkal Ulu;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;1
15;JAMBI;1506;Kab. Tanjab Barat;150601;Tungkal Ulu;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
15;JAMBI;1507;Kab. Tanjab Timur;150711;Berbak;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
15;JAMBI;1507;Kab. Tanjab Timur;150711;Berbak;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1507;Kab. Tanjab Timur;150711;Berbak;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;0
15;JAMBI;1507;Kab. Tanjab Timur;150711;Berbak;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;3
15;JAMBI;1507;Kab. Tanjab Timur;150711;Berbak;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;1
15;JAMBI;1507;Kab. Tanjab Timur;150711;Berbak;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
15;JAMBI;1507;Kab. Tanjab Timur;150706;Dendang;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
15;JAMBI;1507;Kab. Tanjab Timur;150706;Dendang;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1507;Kab. Tanjab Timur;150706;Dendang;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;1
15;JAMBI;1507;Kab. Tanjab Timur;150706;Dendang;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;2
15;JAMBI;1507;Kab. Tanjab Timur;150706;Dendang;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;1
15;JAMBI;1507;Kab. Tanjab Timur;150706;Dendang;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
15;JAMBI;1507;Kab. Tanjab Timur;150710;Geragai;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
15;JAMBI;1507;Kab. Tanjab Timur;150710;Geragai;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1507;Kab. Tanjab Timur;150710;Geragai;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;2
15;JAMBI;1507;Kab. Tanjab Timur;150710;Geragai;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;3
15;JAMBI;1507;Kab. Tanjab Timur;150710;Geragai;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;0
15;JAMBI;1507;Kab. Tanjab Timur;150710;Geragai;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
15;JAMBI;1507;Kab. Tanjab Timur;150708;Kuala Jambi;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
15;JAMBI;1507;Kab. Tanjab Timur;150708;Kuala Jambi;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1507;Kab. Tanjab Timur;150708;Kuala Jambi;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;1
15;JAMBI;1507;Kab. Tanjab Timur;150708;Kuala Jambi;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;4
15;JAMBI;1507;Kab. Tanjab Timur;150708;Kuala Jambi;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;0
15;JAMBI;1507;Kab. Tanjab Timur;150708;Kuala Jambi;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
15;JAMBI;1507;Kab. Tanjab Timur;150703;Mendahara;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
15;JAMBI;1507;Kab. Tanjab Timur;150703;Mendahara;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1507;Kab. Tanjab Timur;150703;Mendahara;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;1
15;JAMBI;1507;Kab. Tanjab Timur;150703;Mendahara;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;4
15;JAMBI;1507;Kab. Tanjab Timur;150703;Mendahara;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;0
