NO;kode_provinsi;nama_provinsi;kode_kabupaten_kota;kode_kecamatan;kategori;data;satuan;semester;jumlah_penduduk;tahun
81;15;JAMBI;1502;150203;JUMLAH PENDUDUK;LAKI-LAKI;JIWA;1;5462;2022
82;15;JAMBI;1502;150203;JUMLAH PENDUDUK;PEREMPUAN;JIWA;1;5174;2022
83;15;JAMBI;1502;150203;JUMLAH PENDUDUK;LAKI-LAKI;JIWA;2;5575;2022
84;15;JAMBI;1502;150203;JUMLAH PENDUDUK;PEREMPUAN;JIWA;2;5271;2022
85;15;JAMBI;1502;150204;JUMLAH PENDUDUK;LAKI-LAKI;JIWA;1;5547;2022
86;15;JAMBI;1502;150204;JUMLAH PENDUDUK;PEREMPUAN;JIWA;1;5594;2022
87;15;JAMBI;1502;150204;JUMLAH PENDUDUK;LAKI-LAKI;JIWA;2;5649;2022
88;15;JAMBI;1502;150204;JUMLAH PENDUDUK;PEREMPUAN;JIWA;2;5684;2022
89;15;JAMBI;1502;150205;JUMLAH PENDUDUK;LAKI-LAKI;JIWA;1;15498;2022
90;15;JAMBI;1502;150205;JUMLAH PENDUDUK;PEREMPUAN;JIWA;1;15349;2022
91;15;JAMBI;1502;150205;JUMLAH PENDUDUK;LAKI-LAKI;JIWA;2;15863;2022
92;15;JAMBI;1502;150205;JUMLAH PENDUDUK;PEREMPUAN;JIWA;2;15707;2022
93;15;JAMBI;1502;150206;JUMLAH PENDUDUK;LAKI-LAKI;JIWA;1;17965;2022
94;15;JAMBI;1502;150206;JUMLAH PENDUDUK;PEREMPUAN;JIWA;1;17179;2022
95;15;JAMBI;1502;150206;JUMLAH PENDUDUK;LAKI-LAKI;JIWA;2;18182;2022
96;15;JAMBI;1502;150206;JUMLAH PENDUDUK;PEREMPUAN;JIWA;2;17378;2022
97;15;JAMBI;1502;150207;JUMLAH PENDUDUK;LAKI-LAKI;JIWA;1;4216;2022
98;15;JAMBI;1502;150207;JUMLAH PENDUDUK;PEREMPUAN;JIWA;1;4294;2022
99;15;JAMBI;1502;150207;JUMLAH PENDUDUK;LAKI-LAKI;JIWA;2;4373;2022
100;15;JAMBI;1502;150207;JUMLAH PENDUDUK;PEREMPUAN;JIWA;2;4435;2022
101;15;JAMBI;1502;150208;JUMLAH PENDUDUK;LAKI-LAKI;JIWA;1;15385;2022
102;15;JAMBI;1502;150208;JUMLAH PENDUDUK;PEREMPUAN;JIWA;1;14718;2022
103;15;JAMBI;1502;150208;JUMLAH PENDUDUK;LAKI-LAKI;JIWA;2;15526;2022
104;15;JAMBI;1502;150208;JUMLAH PENDUDUK;PEREMPUAN;JIWA;2;14859;2022
105;15;JAMBI;1502;150209;JUMLAH PENDUDUK;LAKI-LAKI;JIWA;1;8202;2022
106;15;JAMBI;1502;150209;JUMLAH PENDUDUK;PEREMPUAN;JIWA;1;7717;2022
107;15;JAMBI;1502;150209;JUMLAH PENDUDUK;LAKI-LAKI;JIWA;2;8481;2022
108;15;JAMBI;1502;150209;JUMLAH PENDUDUK;PEREMPUAN;JIWA;2;7969;2022
109;15;JAMBI;1502;150210;JUMLAH PENDUDUK;LAKI-LAKI;JIWA;1;5819;2022
110;15;JAMBI;1502;150210;JUMLAH PENDUDUK;PEREMPUAN;JIWA;1;5583;2022
111;15;JAMBI;1502;150210;JUMLAH PENDUDUK;LAKI-LAKI;JIWA;2;5865;2022
112;15;JAMBI;1502;150210;JUMLAH PENDUDUK;PEREMPUAN;JIWA;2;5635;2022
113;15;JAMBI;1502;150211;JUMLAH PENDUDUK;LAKI-LAKI;JIWA;1;9628;2022
114;15;JAMBI;1502;150211;JUMLAH PENDUDUK;PEREMPUAN;JIWA;1;9361;2022
115;15;JAMBI;1502;150211;JUMLAH PENDUDUK;LAKI-LAKI;JIWA;2;9855;2022
