NO;kode_provinsi;kode_kabupaten_kota;komoditi;jumlah_produktivitas;satuan;tahun
45;15;1506;JERUK;289,56;KUINTAL/HEKTAR;2022
46;15;1506;MANGGIS;289,56;KUINTAL/HEKTAR;2022
47;15;1506;NANAS;2.137,64;KUINTAL/HEKTAR;2022
48;15;1506;PISANG;408,13;KUINTAL/HEKTAR;2022
49;15;1507;ALPUKAT;105,47;KUINTAL/HEKTAR;2022
50;15;1507;DUKU;176,80;KUINTAL/HEKTAR;2022
51;15;1507;DURIAN;256,55;KUINTAL/HEKTAR;2022
52;15;1507;JENGKOL;72,52;KUINTAL/HEKTAR;2022
53;15;1507;JERUK;1.274,52;KUINTAL/HEKTAR;2022
54;15;1507;MANGGIS;1.274,52;KUINTAL/HEKTAR;2022
55;15;1507;NANAS;2.890,58;KUINTAL/HEKTAR;2022
56;15;1507;PISANG;856,94;KUINTAL/HEKTAR;2022
57;15;1508;ALPUKAT;521,75;KUINTAL/HEKTAR;2022
58;15;1508;DUKU;178,29;KUINTAL/HEKTAR;2022
59;15;1508;DURIAN;224,45;KUINTAL/HEKTAR;2022
60;15;1508;JENGKOL;57,94;KUINTAL/HEKTAR;2022
61;15;1508;JERUK;222,99;KUINTAL/HEKTAR;2022
62;15;1508;MANGGIS;222,99;KUINTAL/HEKTAR;2022
63;15;1508;NANAS;3.931,07;KUINTAL/HEKTAR;2022
64;15;1508;PISANG;591,90;KUINTAL/HEKTAR;2022
65;15;1509;ALPUKAT;254,08;KUINTAL/HEKTAR;2022
66;15;1509;DUKU;140,66;KUINTAL/HEKTAR;2022
67;15;1509;DURIAN;196,64;KUINTAL/HEKTAR;2022
68;15;1509;JENGKOL;218,92;KUINTAL/HEKTAR;2022
69;15;1509;JERUK;1.159,00;KUINTAL/HEKTAR;2022
70;15;1509;MANGGIS;1.159,00;KUINTAL/HEKTAR;2022
71;15;1509;NANAS;3.944,61;KUINTAL/HEKTAR;2022
72;15;1509;PISANG;1.393,45;KUINTAL/HEKTAR;2022
73;15;1571;ALPUKAT;160,33;KUINTAL/HEKTAR;2022
74;15;1571;DUKU;254,55;KUINTAL/HEKTAR;2022
75;15;1571;DURIAN;252,90;KUINTAL/HEKTAR;2022
76;15;1571;JENGKOL;87,60;KUINTAL/HEKTAR;2022
77;15;1571;JERUK;256,00;KUINTAL/HEKTAR;2022
78;15;1571;MANGGIS;256,00;KUINTAL/HEKTAR;2022
79;15;1571;NANAS;2.469,14;KUINTAL/HEKTAR;2022
80;15;1571;PISANG;287,16;KUINTAL/HEKTAR;2022
81;15;1572;ALPUKAT;127,67;KUINTAL/HEKTAR;2022
82;15;1572;DUKU;311,64;KUINTAL/HEKTAR;2022
83;15;1572;DURIAN;643,07;KUINTAL/HEKTAR;2022
84;15;1572;JENGKOL;40,00;KUINTAL/HEKTAR;2022
85;15;1572;JERUK;1.076,30;KUINTAL/HEKTAR;2022
86;15;1572;MANGGIS;1.076,30;KUINTAL/HEKTAR;2022
87;15;1572;NANAS;2.068,97;KUINTAL/HEKTAR;2022
88;15;1572;PISANG;954,49;KUINTAL/HEKTAR;2022
89;15;1501;ALPUKAT;586,78;KUINTAL/HEKTAR;2023
90;15;1501;DUKU;427,91;KUINTAL/HEKTAR;2023
91;15;1501;DURIAN;500,77;KUINTAL/HEKTAR;2023
92;15;1501;JENGKOL;346,69;KUINTAL/HEKTAR;2023
93;15;1501;JERUK;1.010,93;KUINTAL/HEKTAR;2023
94;15;1501;MANGGIS;465,41;KUINTAL/HEKTAR;2023
95;15;1501;NANAS;3.900,00;KUINTAL/HEKTAR;2023
96;15;1501;PISANG;1.149,89;KUINTAL/HEKTAR;2023
97;15;1502;ALPUKAT;182,84;KUINTAL/HEKTAR;2023
98;15;1502;DUKU;75,81;KUINTAL/HEKTAR;2023
99;15;1502;DURIAN;80,65;KUINTAL/HEKTAR;2023
100;15;1502;JENGKOL;95,03;KUINTAL/HEKTAR;2023
101;15;1502;JERUK;408,49;KUINTAL/HEKTAR;2023
102;15;1502;MANGGIS;97,55;KUINTAL/HEKTAR;2023
103;15;1502;NANAS;576,25;KUINTAL/HEKTAR;2023
104;15;1502;PISANG;482,89;KUINTAL/HEKTAR;2023
105;15;1503;ALPUKAT;51,71;KUINTAL/HEKTAR;2023
106;15;1503;DUKU;19,86;KUINTAL/HEKTAR;2023
107;15;1503;DURIAN;336,82;KUINTAL/HEKTAR;2023
108;15;1503;JENGKOL;109,40;KUINTAL/HEKTAR;2023
109;15;1503;JERUK;405,26;KUINTAL/HEKTAR;2023
110;15;1503;MANGGIS;44,71;KUINTAL/HEKTAR;2023
111;15;1503;NANAS;4.225,31;KUINTAL/HEKTAR;2023
112;15;1503;PISANG;377,05;KUINTAL/HEKTAR;2023
113;15;1504;ALPUKAT;48,41;KUINTAL/HEKTAR;2023
114;15;1504;DUKU;31,84;KUINTAL/HEKTAR;2023
115;15;1504;DURIAN;104,53;KUINTAL/HEKTAR;2023
116;15;1504;JENGKOL;130,29;KUINTAL/HEKTAR;2023
117;15;1504;JERUK;604,39;KUINTAL/HEKTAR;2023
118;15;1504;MANGGIS;127,80;KUINTAL/HEKTAR;2023
119;15;1504;NANAS;2.658,43;KUINTAL/HEKTAR;2023
120;15;1504;PISANG;1.093,58;KUINTAL/HEKTAR;2023
121;15;1505;ALPUKAT;254,78;KUINTAL/HEKTAR;2023
122;15;1505;DUKU;84,70;KUINTAL/HEKTAR;2023
123;15;1505;DURIAN;74,08;KUINTAL/HEKTAR;2023
124;15;1505;JENGKOL;197,82;KUINTAL/HEKTAR;2023
125;15;1505;JERUK;799,68;KUINTAL/HEKTAR;2023
126;15;1505;MANGGIS;48,83;KUINTAL/HEKTAR;2023
127;15;1505;NANAS;4.282,77;KUINTAL/HEKTAR;2023
128;15;1505;PISANG;481,05;KUINTAL/HEKTAR;2023
129;15;1506;ALPUKAT;870,59;KUINTAL/HEKTAR;2023
130;15;1506;DUKU;43,66;KUINTAL/HEKTAR;2023
131;15;1506;DURIAN;78,51;KUINTAL/HEKTAR;2023
132;15;1506;JENGKOL;106,52;KUINTAL/HEKTAR;2023
133;15;1506;JERUK;424,08;KUINTAL/HEKTAR;2023
134;15;1506;MANGGIS;258,35;KUINTAL/HEKTAR;2023
135;15;1506;NANAS;768,42;KUINTAL/HEKTAR;2023
136;15;1506;PISANG;1.038,25;KUINTAL/HEKTAR;2023
137;15;1507;ALPUKAT;87,56;KUINTAL/HEKTAR;2023
138;15;1507;DUKU;157,16;KUINTAL/HEKTAR;2023
139;15;1507;DURIAN;317,06;KUINTAL/HEKTAR;2023
140;15;1507;JENGKOL;90,73;KUINTAL/HEKTAR;2023
141;15;1507;JERUK;358,33;KUINTAL/HEKTAR;2023
142;15;1507;MANGGIS;43,60;KUINTAL/HEKTAR;2023
143;15;1507;NANAS;1.225,31;KUINTAL/HEKTAR;2023
144;15;1507;PISANG;377,66;KUINTAL/HEKTAR;2023
145;15;1508;ALPUKAT;99,43;KUINTAL/HEKTAR;2023
146;15;1508;DUKU;41,14;KUINTAL/HEKTAR;2023
147;15;1508;DURIAN;130,50;KUINTAL/HEKTAR;2023
148;15;1508;JENGKOL;56,54;KUINTAL/HEKTAR;2023
149;15;1508;JERUK;101,58;KUINTAL/HEKTAR;2023
150;15;1508;MANGGIS;196,64;KUINTAL/HEKTAR;2023
151;15;1508;NANAS;3.995,68;KUINTAL/HEKTAR;2023
152;15;1508;PISANG;428,63;KUINTAL/HEKTAR;2023
153;15;1509;ALPUKAT;221,69;KUINTAL/HEKTAR;2023
154;15;1509;DUKU;163,28;KUINTAL/HEKTAR;2023
155;15;1509;DURIAN;165,37;KUINTAL/HEKTAR;2023
156;15;1509;JENGKOL;194,20;KUINTAL/HEKTAR;2023
157;15;1509;JERUK;1.061,78;KUINTAL/HEKTAR;2023
158;15;1509;MANGGIS;156,39;KUINTAL/HEKTAR;2023
159;15;1509;NANAS;3.694,15;KUINTAL/HEKTAR;2023
160;15;1509;PISANG;1.307,77;KUINTAL/HEKTAR;2023
161;15;1571;ALPUKAT;130,92;KUINTAL/HEKTAR;2023
162;15;1571;DUKU;115,79;KUINTAL/HEKTAR;2023
163;15;1571;DURIAN;68,28;KUINTAL/HEKTAR;2023
164;15;1571;JENGKOL;189,74;KUINTAL/HEKTAR;2023
165;15;1571;JERUK;247,37;KUINTAL/HEKTAR;2023
166;15;1571;MANGGIS;409,52;KUINTAL/HEKTAR;2023
167;15;1571;NANAS;2.523,81;KUINTAL/HEKTAR;2023
168;15;1571;PISANG;351,46;KUINTAL/HEKTAR;2023
169;15;1572;ALPUKAT;146,67;KUINTAL/HEKTAR;2023
170;15;1572;DUKU;291,19;KUINTAL/HEKTAR;2023
171;15;1572;DURIAN;630,51;KUINTAL/HEKTAR;2023
172;15;1572;JENGKOL;151,32;KUINTAL/HEKTAR;2023
173;15;1572;JERUK;1.200,74;KUINTAL/HEKTAR;2023
174;15;1572;MANGGIS;207,47;KUINTAL/HEKTAR;2023
175;15;1572;NANAS;2.068,97;KUINTAL/HEKTAR;2023
176;15;1572;PISANG;864,67;KUINTAL/HEKTAR;2023
