id;kode_provinsi;nama_provinsi;kode_kabupaten_kota;nama_kabupaten_kota;kode_kecamatan;nama_kecamatan;tanggal_kejadian;keterangan;satuan;jumlah_kejadian; jumlah_kerugian ; tahun ;;
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150605;MERLUNG;11/03/2025;LUKA;JIWA;0;0;0;;
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150605;MERLUNG;11/03/2025;MENDERITA;JIWA;5;5;0;;
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150605;MERLUNG;11/03/2025;MENGUNGSI;JIWA;0;0;0;;
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150605;MERLUNG;11/03/2025;RUMAH RB;UNIT;0;0;0;;
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150605;MERLUNG;11/03/2025;RUMAH RS;UNIT;0;0;0;;
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150605;MERLUNG;11/03/2025;RUMAH RR;UNIT;0;0;0;;
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150605;MERLUNG;11/03/2025;RUMAH TERENDAM;UNIT;0;0;0;;
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150605;MERLUNG;11/03/2025;SARANA PENDIDIKAN;UNIT;0;0;0;;
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150605;MERLUNG;11/03/2025;SARANA IBADAH;UNIT;0;0;0;;
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150605;MERLUNG;11/03/2025;SARANA KESEHATAN;UNIT;0;0;0;;
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150605;MERLUNG;11/03/2025;PERKANTORAN;UNIT;0;0;0;;
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150605;MERLUNG;11/03/2025;BANGUNAN LAIN;UNIT;0;0;0;;
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150605;MERLUNG;11/03/2025;JEMBATAN;UNIT;0;0;0;;
;15;JAMBI;1504;TANJUNG JABUNG TIMUR;150605;MERLUNG;11/03/2025;JALAN;KM;0;0;0;;
;15;JAMBI;1504;TANJUNG JABUNG TIMUR;150605;MERLUNG;11/03/2025;SAWAH;HA;0;0;0;;
;15;JAMBI;1504;TANJUNG JABUNG TIMUR;150605;MERLUNG;11/03/2025;KEBUN/HUTAN;HA;0;0;0;;
;15;JAMBI;1504;TANJUNG JABUNG TIMUR;150605;MERLUNG;11/03/2025;KOLAM;HA;0;0;0;;
;15;JAMBI;1504;TANJUNG JABUNG TIMUR;150605;MERLUNG;11/03/2025;IRIGASI;HA;0;0;0;;
;15;JAMBI;1504;BATANGHARI;150407;BAJUBANG;29/03/2025;MENINGGAL;JIWA;0;0;0;;
;15;JAMBI;1504;BATANGHARI;150407;BAJUBANG;29/03/2025;HILANG;JIWA;0;0;0;;
;15;JAMBI;1504;BATANGHARI;150407;BAJUBANG;29/03/2025;LUKA;JIWA;0;0;0;;
;15;JAMBI;1504;BATANGHARI;150407;BAJUBANG;29/03/2025;MENDERITA;JIWA;0;0;0;;
;15;JAMBI;1504;BATANGHARI;150407;BAJUBANG;29/03/2025;MENGUNGSI;JIWA;9;9;0;;
;15;JAMBI;1504;BATANGHARI;150407;BAJUBANG;29/03/2025;RUMAH RB;UNIT;2;2;0;;
;15;JAMBI;1504;BATANGHARI;150407;BAJUBANG;29/03/2025;RUMAH RS;UNIT;0;0;0;;
;15;JAMBI;1504;BATANGHARI;150407;BAJUBANG;29/03/2025;RUMAH RR;UNIT;1;1;0;;
;15;JAMBI;1504;BATANGHARI;150407;BAJUBANG;29/03/2025;RUMAH TERENDAM;UNIT;0;0;0;;
;15;JAMBI;1504;BATANGHARI;150407;BAJUBANG;29/03/2025;SARANA PENDIDIKAN;UNIT;0;0;0;;
;15;JAMBI;1504;BATANGHARI;150407;BAJUBANG;29/03/2025;SARANA IBADAH;UNIT;0;0;0;;
;15;JAMBI;1504;BATANGHARI;150407;BAJUBANG;29/03/2025;SARANA KESEHATAN;UNIT;0;0;0;;
;15;JAMBI;1504;BATANGHARI;150407;BAJUBANG;29/03/2025;PERKANTORAN;UNIT;0;0;0;;
;15;JAMBI;1504;BATANGHARI;150407;BAJUBANG;29/03/2025;BANGUNAN LAIN;UNIT;0;0;0;;
;15;JAMBI;1504;BATANGHARI;150407;BAJUBANG;29/03/2025;JEMBATAN;UNIT;0;0;0;;
;15;JAMBI;1504;BATANGHARI;150407;BAJUBANG;29/03/2025;JALAN;KM;0;0;0;;
;15;JAMBI;1504;BATANGHARI;150407;BAJUBANG;29/03/2025;SAWAH;HA;0;0;0;;
;15;JAMBI;1504;BATANGHARI;150407;BAJUBANG;29/03/2025;KEBUN/HUTAN;HA;0;0;0;;
;15;JAMBI;1504;BATANGHARI;150407;BAJUBANG;29/03/2025;KOLAM;HA;0;0;0;;
;15;JAMBI;1504;BATANGHARI;150407;BAJUBANG;29/03/2025;IRIGASI;HA;0;0;0;;
