no;kode_provinsi;provinsi;kode_kabupaten_kota;kode_kecamatan;nama_daya_tarik_wisata;jenis_daya_tarik_wisata
382;15;JAMBI;1571;157101;Makam Taman Raja-Raja Makam Sultan Mahmud Mahidin;Sejarah/Religi
383;15;JAMBI;1571;157104;Kelenteng Hok Tek;Sejarah/Religi
384;15;JAMBI;1571;157101;Makam Temenggung Merah Mato;Sejarah/Religi
385;15;JAMBI;1571;157101;Makam Putri Ayu;Sejarah/Religi
386;15;JAMBI;1571;157105;Madrasah Dan Pesantren Al-Jauharen Kelurahan Tanjung Johor;Sejarah/Religi
387;15;JAMBI;1571;157105;Madrasah Nurul Iman;Sejarah/Religi
388;15;JAMBI;1571;157105;Pondok Pesantren Sa'adatuddaren ;Sejarah/Religi
389;15;JAMBI;1571;157106;Pondok  Al As'ad;Sejarah/Religi
390;15;JAMBI;1571;157106;Langgar Putih;Sejarah/Religi
391;15;JAMBI;1571;150610;Kawasan Cagar Budaya  Seberang;Sejarah/Religi
392;15;JAMBI;1571;157101;Wisata Pulau Kembang ;Alam
393;15;JAMBI;1571;157105;Gentala Arasy;Buatan
394;15;JAMBI;1571;157102;Ex Arena MTQ;Buatan
395;15;JAMBI;1502;150204;Gading Bertuah;Alam
396;15;JAMBI;1502;150204;Goa Tiangko (Goa Bujang dan Goa Senggirng);Alam
397;15;JAMBI;1502;150201;Grao Solar, Grao Nguak Grao Kunyit, & Grao Sakti;Alam
398;15;JAMBI;1502;150209;Gunung Sumbing;Alam
399;15;JAMBI;1502;150202;Air Terjun Sungai Piul;Alam
400;15;JAMBI;1502;150206;Batu Bersurat Prasati Karang Berahi;Alam
401;15;JAMBI;1502;150204;Goa Senggayau;Alam
402;15;JAMBI;1502;150205;Dam Betuk;Alam
403;15;JAMBI;1502;150201;Danau Kumbang;Alam
404;15;JAMBI;1502;150204;Air Terjun Telun Perentak;Alam
405;15;JAMBI;1502;150223;Air Terjun Telalang Jaya/Air Terjun 7 Bidadari;Alam
406;15;JAMBI;1502;150216;Air Terjun Muara Karing;Alam
407;15;JAMBI;1502;150210;Air Terjun Kolam Jodoh;Alam
408;15;JAMBI;1502;150216;Geopark Merangin;Alam
409;15;JAMBI;1502;150202;Arboretum Rio Alif;Alam
410;15;JAMBI;1502;150210;Teluk Wang Sakti;Alam
411;15;JAMBI;1502;150218;Telaga Biru;Alam
412;15;JAMBI;1502;150201;Air Terjun Dukun Bertuah;Alam
413;15;JAMBI;1502;150202;Wisata Pulau Karam Kungkai;Alam
414;15;JAMBI;1502;150209;Air Terjun Serintik Hujan Paneh;Alam
415;15;JAMBI;1502;150204;Air Terjun 7 Bertingkat;Alam
416;15;JAMBI;1502;150201;Air Terjun Empenau;Alam
417;15;JAMBI;1502;150201;Air Terjun Aek Hitam;Alam
418;15;JAMBI;1502;150201;Air Terjun Belula;Alam
419;15;JAMBI;1502;150209;Air Terjun Datuk Mudo;Alam
420;15;JAMBI;1502;150216;Arung Jeram Geopark Merangin;Alam
421;15;JAMBI;1502;150203;Air Terjun Puti Daber;Alam
422;15;JAMBI;1502;150202;Telun Tung Tilaen;Alam
423;15;JAMBI;1502;150201;Hesti’s Garden;Buatan
424;15;JAMBI;1502;150202;Taman Pemuda;Buatan 
425;15;JAMBI;1502;150202;Taman Wisata Bukit Impian;Buatan
426;15;JAMBI;1502;150202;Family Abadi Waterboom;Buatan
427;15;JAMBI;1502;150213;Kolam Renang;Buatan
428;15;JAMBI;1502;150202;Taman Bunga Green Kandis;Buatan
429;15;JAMBI;1502;150202;Taman Batu Dusun Mudo;Buatan
430;15;JAMBI;1502;150202;Taman Tanjung Menanti;Buatan 
431;15;JAMBI;1502;150212;Lubuk Pelayang;Buatan
432;15;JAMBI;1502;150202;Jam Gento;Sejarah/Budaya
433;15;JAMBI;1502;150205;Perumahan Kuno Rantau Panjang;Sejarah/Budaya
434;15;JAMBI;1502;150209;Danau Mabuk;Alam
435;15;JAMBI;1502;150201;Air Panas Graow ;Alam
436;15;JAMBI;1502;150201;Hutan Adat Desa Rantau Kermas;Alam
437;15;JAMBI;1502;150201;Goa Tirau;Alam
438;15;JAMBI;1502;150209;Air Terjun Parang Jatuh;Alam
439;15;JAMBI;1502;150209;Air Terjun Lang Pisang;Alam
440;15;JAMBI;1502;150209;Air Terjun Penghabisan Ikan;Alam
441;15;JAMBI;1502;150209;Air Terjun Telun Goa Kambing;Alam
442;15;JAMBI;1502;150209;Air Terjun Pengimbangan;Alam
443;15;JAMBI;1502;150209;Air Terjun Sungai Tiling;Alam
444;15;JAMBI;1502;150209;Air Terjun Muaro Sungai Meling;Alam
445;15;JAMBI;1502;150209;Air Terjun Muaro Sungai Alai;Alam
446;15;JAMBI;1502;150209;Napal Layao;Alam
447;15;JAMBI;1502;150209;Air Terjun Telun Mukus;Alam
448;15;JAMBI;1502;150209;Kungkai Paradise;Alam
449;15;JAMBI;1502;150209;Air terjun Penyuwang gagah Pangi Rabut;Alam
450;15;JAMBI;1502;150209;Goa Kambing Hutan;Alam
451;15;JAMBI;1502;150209;Bukit Sedingin;Alam
452;15;JAMBI;1502;150209;Bukit Tongkat Bapuncak Tigo;Alam
453;15;JAMBI;1502;150209;Air Terjun Acuan Batu;Alam
454;15;JAMBI;1502;150209;Air Terjun Labuhan Paku;Alam
455;15;JAMBI;1502;150209;Air Terjun Nilo Sungsang;Alam
456;15;JAMBI;1502;150218;Air Terjun Dan Goa Lubuk Angit ;Alam
457;15;JAMBI;1502;150218;Air Terjun Lematang;Alam
458;15;JAMBI;1502;150218;Bukit Batu;Alam
459;15;JAMBI;1502;150218;Hutan Adat Desa Tanjung Alam;Alam
460;15;JAMBI;1502;150216;Hutan Adat Guguk ;Alam
461;15;JAMBI;1502;150216;Air Terjun Talang ngah;Alam
462;15;JAMBI;1502;150216;Air Terjun Nengnong;Alam
463;15;JAMBI;1502;150210;Air Terjun Simpang Manggis;Alam
464;15;JAMBI;1502;150210;Air Terjun Sejinjing;Alam
465;15;JAMBI;1502;150202;Air Terjun Sikuang Kuning;Alam
466;15;JAMBI;1502;150205;Air Terjun Sungai Pasir ;Alam 
467;15;JAMBI;1502;150205;Air Terjun Cecai Siwai;Alam
468;15;JAMBI;1502;150206;Danau Temalam;Alam
469;15;JAMBI;1502;150207;Air Terjun Bukit Selebu;Alam
470;15;JAMBI;1502;150207;Hutan Adat Bukit Selebu;Alam
471;15;JAMBI;1502;150207;Puncak Ngarau;Alam
472;15;JAMBI;1502;150203;Bukit Benteng;Alam
473;15;JAMBI;1502;150203;Bukit Gajah;Alam
474;15;JAMBI;1502;150224;Air Terjun Telun 14;Alam
475;15;JAMBI;1502;150224;Goa Bujang;Alam
476;15;JAMBI;1502;150224;Goa Petekun ;Alam
477;15;JAMBI;1502;150201;Rumah Tuo Jangkat;Buatan
478;15;JAMBI;1502;150201;Batu Larung Talang Jambu Abang;Alam
479;15;JAMBI;1502;150201;Batu Larung Talang Alo;Alam
480;15;JAMBI;1502;150201;Bukit Batu Larung;Alam
481;15;JAMBI;1502;150209;Batu Larung Pratin Tuo;Alam
482;15;JAMBI;1502;150209;Religi Batu Ampar;Alam
483;15;JAMBI;1502;150209;Batu Larung Tanjung Putih;Alam
484;15;JAMBI;1502;150209;Batu Larung Rimbo Tembang;Alam
485;15;JAMBI;1502;150209;Batu Larung Renah Luas;Alam
486;15;JAMBI;1502;150209;Batu Larung Sungai Nilo;Alam
487;15;JAMBI;1502;150218;BatuBersusun/Kekar Kolom;Alam
488;15;JAMBI;1502;150201;Batu  Larung Talang Alo;Alam
489;15;JAMBI;1502;150218;Batu Larung Gedang I;Alam
490;15;JAMBI;1502;150218;Batu Larung Gedang II;Alam
491;15;JAMBI;1502;150107;Batu Larung Pematang Pauh;Alam
492;15;JAMBI;1502;150209;Batu Larung Pematang Punti;Alam
493;15;JAMBI;1502;150206;Batu Bertulis;Alam
494;15;JAMBI;1502;150205;Rumah Tuo Tabir (jantan);Buatan
495;15;JAMBI;1502;150205;Rumah Tuo Tabir (betino);Buatan
496;15;JAMBI;1502;150219;Perkampungan Anak Dalam;Alam
497;15;JAMBI;1502;150213;Water Boom Tanjung Lamin ;Buatan
498;15;JAMBI;1502;150206;Embung Pinang Merah ;Alam
499;15;JAMBI;1502;150202;Taman Bunga Trans Garden C2;Buatan
500;15;JAMBI;1502;150202;Taman Indah Lestari ;Buatan
501;15;JAMBI;1502;150221;Water Boom Sumber Agung ;Buatan
502;15;JAMBI;1502;150202;Taman Batu Sungkai ;Buatan
503;15;JAMBI;1502;150208;Water Boom Muara Delang ;Buatan
504;15;JAMBI;1502;150205;Embung Desa Sungai Sahut;Alam
505;15;JAMBI;1502;150216;Taman Talang Tirta Asri;Buatan
506;15;JAMBI;1502;150206;Taman Agro Wisata Buah ;Buatan
507;15;JAMBI;1502;150206;Raja A4;Alam
508;15;JAMBI;1502;150212;Bukit Pelayang;Alam
509;15;JAMBI;1502;150213;Waterboom Family Abadi;Buatan
510;15;JAMBI;1502;150202;Taman Impian;Buatan
511;15;JAMBI;1502;150218;Taman Edukasi  Tanjung Benuang ;Buatan
512;15;JAMBI;1502;150216; Zona Inti Georpark;Buatan
513;15;JAMBI;1502;150204;Goa Singering;Alam
514;15;JAMBI;1502;150201;Objek Wisata Pulau Tengah Water Tour;Buatan
515;15;JAMBI;1502;150210;Embung Rejosari;Alam
516;15;JAMBI;1502;150216;Muara Karing;Alam
517;15;JAMBI;1502;150116;Surti Terawang Lidah ;Alam
518;15;JAMBI;1502;150204;Bukit Tirau;Alam
519;15;JAMBI;1502;150209;Pulau Batu;Alam
520;15;JAMBI;1505;150501;Simpur;Buatan
521;15;JAMBI;1505;150501;Sungai Napal;Alam
522;15;JAMBI;1505;150501;Hutan Pinus;Alam
523;15;JAMBI;1505;150505;Lubuk Kapar;Alam
524;15;JAMBI;1505;150506;Taman ACI;Buatan
525;15;JAMBI;1505;150508;Penangkaran Buaya;Buatan
526;15;JAMBI;1505;150508;Bumi Perkemahan;Buatan
527;15;JAMBI;1505;150508;Jambi Paradise;Buatan
528;15;JAMBI;1505;150507;Taman Mugi Rahayu;Buatan
529;15;JAMBI;1505;150501;Lubuk Penyengat;Buatan
530;15;JAMBI;1505;150504;Wisata Kanal Tuo;Buatan
531;15;JAMBI;1505;150501;Waterpark Citra Raya City;Buatan
532;15;JAMBI;1505;150505;Al Fursan Stables;Buatan
533;15;JAMBI;1505;150508;Taman Oasis;Buatan
534;15;JAMBI;1505;150502;Wisata Pematang Pula;Buatan
535;15;JAMBI;1505;150506;Makam Putri Selaras Pinang Masak;Sejarah
536;15;JAMBI;1505;150504;Komplek Percandian Muaro Jambi;Sejarah
537;15;JAMBI;1505;150502;Danau Tangkas;Alam
538;15;JAMBI;1505;150505;Alam Sebapo;Alam
