id;kode_provinsi;nama_provinsi;kode_kabupaten_kota;kode_kecamatan;tanggal_kejadian;kondisi_korban;satuan;jumlah_kejadian; jumlah_kerugian 
58;15;JAMBI;1508;150809;02/01/2022;LUKA RINGAN;JIWA;0; Rp- 
59;15;JAMBI;1508;150809;02/01/2022;KEPALA KELUARGA;JIWA;120; Rp- 
60;15;JAMBI;1508;150809;02/01/2022;JIWA;JIWA;483; Rp- 
61;15;JAMBI;1508;150809;02/01/2022;MENINGGAL DUNIA;JIWA;0; Rp- 
62;15;JAMBI;1508;150809;02/01/2022;LUKA BERAT;JIWA;0; Rp- 
63;15;JAMBI;1508;150809;02/01/2022;LUKA RINGAN;JIWA;0; Rp- 
64;15;JAMBI;1508;150809;02/01/2022;KEPALA KELUARGA;JIWA;45; Rp- 
65;15;JAMBI;1508;150809;02/01/2022;JIWA;JIWA;87; Rp- 
66;15;JAMBI;1508;150809;02/01/2022;MENINGGAL DUNIA;JIWA;0; Rp- 
67;15;JAMBI;1508;150809;02/01/2022;LUKA BERAT;JIWA;0; Rp- 
68;15;JAMBI;1508;150809;02/01/2022;LUKA RINGAN;JIWA;0; Rp- 
69;15;JAMBI;1508;150809;02/01/2022;KEPALA KELUARGA;JIWA;103; Rp- 
70;15;JAMBI;1508;150809;02/01/2022;JIWA;JIWA;410; Rp- 
71;15;JAMBI;1508;150809;02/01/2022;MENINGGAL DUNIA;JIWA;0; Rp- 
72;15;JAMBI;1508;150809;02/01/2022;LUKA BERAT;JIWA;0; Rp- 
73;15;JAMBI;1508;150809;02/01/2022;LUKA RINGAN;JIWA;0; Rp- 
74;15;JAMBI;1508;150809;02/01/2022;KEPALA KELUARGA;JIWA;8; Rp- 
75;15;JAMBI;1508;150809;02/01/2022;JIWA;JIWA;38; Rp- 
76;15;JAMBI;1508;150809;02/01/2022;MENINGGAL DUNIA;JIWA;0; Rp- 
77;15;JAMBI;1508;150809;02/01/2022;LUKA BERAT;JIWA;0; Rp- 
78;15;JAMBI;1508;150809;02/01/2022;LUKA RINGAN;JIWA;0; Rp- 
79;15;JAMBI;1508;150809;02/01/2022;KEPALA KELUARGA;JIWA;6; Rp- 
80;15;JAMBI;1508;150809;02/01/2022;JIWA;JIWA;27; Rp- 
81;15;JAMBI;1508;150808;02/01/2022;MENINGGAL DUNIA;JIWA;0; Rp- 
82;15;JAMBI;1508;150808;02/01/2022;LUKA BERAT;JIWA;0; Rp- 
83;15;JAMBI;1508;150808;02/01/2022;LUKA RINGAN;JIWA;0; Rp- 
84;15;JAMBI;1508;150808;02/01/2022;KEPALA KELUARGA;JIWA;400; Rp- 
85;15;JAMBI;1508;150808;02/01/2022;JIWA;JIWA;1372; Rp- 
86;15;JAMBI;1508;150808;02/01/2022;MENINGGAL DUNIA;JIWA;0; Rp- 
87;15;JAMBI;1508;150808;02/01/2022;LUKA BERAT;JIWA;0; Rp- 
88;15;JAMBI;1508;150808;02/01/2022;LUKA RINGAN;JIWA;0; Rp- 
89;15;JAMBI;1508;150808;02/01/2022;KEPALA KELUARGA;JIWA;400; Rp- 
90;15;JAMBI;1508;150808;02/01/2022;JIWA;JIWA;1372; Rp- 
91;15;JAMBI;1508;150812;02/01/2022;MENINGGAL DUNIA;JIWA;0; Rp- 
92;15;JAMBI;1508;150812;02/01/2022;LUKA BERAT;JIWA;0; Rp- 
93;15;JAMBI;1508;150812;02/01/2022;LUKA RINGAN;JIWA;0; Rp- 
94;15;JAMBI;1508;150812;02/01/2022;KEPALA KELUARGA;JIWA;577; Rp- 
95;15;JAMBI;1508;150812;02/01/2022;JIWA;JIWA;2597; Rp- 
96;15;JAMBI;1508;150812;02/01/2022;MENINGGAL DUNIA;JIWA;0; Rp- 
97;15;JAMBI;1508;150812;02/01/2022;LUKA BERAT;JIWA;0; Rp- 
98;15;JAMBI;1508;150812;02/01/2022;LUKA RINGAN;JIWA;0; Rp- 
99;15;JAMBI;1508;150812;02/01/2022;KEPALA KELUARGA;JIWA;41; Rp- 
100;15;JAMBI;1508;150812;02/01/2022;JIWA;JIWA;185; Rp- 
101;15;JAMBI;1508;150803;02/01/2022;MENINGGAL DUNIA;JIWA;0; Rp- 
102;15;JAMBI;1508;150803;02/01/2022;LUKA BERAT;JIWA;0; Rp- 
103;15;JAMBI;1508;150803;02/01/2022;LUKA RINGAN;JIWA;0; Rp- 
104;15;JAMBI;1508;150803;02/01/2022;KEPALA KELUARGA;JIWA;1050; Rp- 
105;15;JAMBI;1508;150803;02/01/2022;JIWA;JIWA;4762; Rp- 
106;15;JAMBI;1508;150803;02/01/2022;MENINGGAL DUNIA;JIWA;0; Rp- 
107;15;JAMBI;1508;150803;02/01/2022;LUKA BERAT;JIWA;0; Rp- 
108;15;JAMBI;1508;150803;02/01/2022;LUKA RINGAN;JIWA;0; Rp- 
109;15;JAMBI;1508;150803;02/01/2022;KEPALA KELUARGA;JIWA;424; Rp- 
110;15;JAMBI;1508;150803;02/01/2022;JIWA;JIWA;1908; Rp- 
111;15;JAMBI;1508;150803;02/01/2022;MENINGGAL DUNIA;JIWA;0; Rp- 
112;15;JAMBI;1508;150803;02/01/2022;LUKA BERAT;JIWA;0; Rp- 
113;15;JAMBI;1508;150803;02/01/2022;LUKA RINGAN;JIWA;0; Rp- 
114;15;JAMBI;1508;150803;02/01/2022;KEPALA KELUARGA;JIWA;286; Rp- 
115;15;JAMBI;1508;150803;02/01/2022;JIWA;JIWA;1287; Rp- 
116;15;JAMBI;1508;150803;02/01/2022;MENINGGAL DUNIA;JIWA;0; Rp- 
117;15;JAMBI;1508;150803;02/01/2022;LUKA BERAT;JIWA;0; Rp- 
118;15;JAMBI;1508;150803;02/01/2022;LUKA RINGAN;JIWA;0; Rp- 
119;15;JAMBI;1508;150803;02/01/2022;KEPALA KELUARGA;JIWA;187; Rp- 
120;15;JAMBI;1508;150803;02/01/2022;JIWA;JIWA;842; Rp- 
121;15;JAMBI;1508;150811;02/01/2022;MENINGGAL DUNIA;JIWA;0; Rp- 
122;15;JAMBI;1508;150811;02/01/2022;LUKA BERAT;JIWA;0; Rp- 
123;15;JAMBI;1508;150811;02/01/2022;LUKA RINGAN;JIWA;0; Rp- 
124;15;JAMBI;1508;150811;02/01/2022;KEPALA KELUARGA;JIWA;580; Rp- 
125;15;JAMBI;1508;150811;02/01/2022;JIWA;JIWA;2515; Rp- 
126;15;JAMBI;1508;150811;02/01/2022;MENINGGAL DUNIA;JIWA;0; Rp- 
127;15;JAMBI;1508;150811;02/01/2022;LUKA BERAT;JIWA;0; Rp- 
128;15;JAMBI;1508;150811;02/01/2022;LUKA RINGAN;JIWA;0; Rp- 
129;15;JAMBI;1508;150811;02/01/2022;KEPALA KELUARGA;JIWA;657; Rp- 
130;15;JAMBI;1508;150811;02/01/2022;JIWA;JIWA;2021; Rp- 
131;15;JAMBI;1508;150811;02/01/2022;MENINGGAL DUNIA;JIWA;0; Rp- 
132;15;JAMBI;1508;150811;02/01/2022;LUKA BERAT;JIWA;0; Rp- 
133;15;JAMBI;1508;150811;02/01/2022;LUKA RINGAN;JIWA;0; Rp- 
134;15;JAMBI;1508;150811;02/01/2022;KEPALA KELUARGA;JIWA;507; Rp- 
135;15;JAMBI;1508;150811;02/01/2022;JIWA;JIWA;2598; Rp- 
136;15;JAMBI;1508;150811;02/01/2022;MENINGGAL DUNIA;JIWA;0; Rp- 
137;15;JAMBI;1508;150811;02/01/2022;LUKA BERAT;JIWA;0; Rp- 
138;15;JAMBI;1508;150811;02/01/2022;LUKA RINGAN;JIWA;0; Rp- 
139;15;JAMBI;1508;150811;02/01/2022;KEPALA KELUARGA;JIWA;254; Rp- 
140;15;JAMBI;1508;150811;02/01/2022;JIWA;JIWA;988; Rp- 
141;15;JAMBI;1508;150805;02/01/2022;MENINGGAL DUNIA;JIWA;0; Rp- 
142;15;JAMBI;1508;150805;02/01/2022;LUKA BERAT;JIWA;0; Rp- 
143;15;JAMBI;1508;150805;02/01/2022;LUKA RINGAN;JIWA;0; Rp- 
144;15;JAMBI;1508;150805;02/01/2022;KEPALA KELUARGA;JIWA;180; Rp- 
145;15;JAMBI;1508;150805;02/01/2022;JIWA;JIWA;810; Rp- 
146;15;JAMBI;1508;150805;02/01/2022;MENINGGAL DUNIA;JIWA;0; Rp- 
147;15;JAMBI;1508;150805;02/01/2022;LUKA BERAT;JIWA;0; Rp- 
148;15;JAMBI;1508;150805;02/01/2022;LUKA RINGAN;JIWA;0; Rp- 
149;15;JAMBI;1508;150805;02/01/2022;KEPALA KELUARGA;JIWA;50; Rp- 
150;15;JAMBI;1508;150805;02/01/2022;JIWA;JIWA;225; Rp- 
151;15;JAMBI;1508;150805;02/01/2022;MENINGGAL DUNIA;JIWA;0; Rp- 
152;15;JAMBI;1508;150805;02/01/2022;LUKA BERAT;JIWA;0; Rp- 
153;15;JAMBI;1508;150805;02/01/2022;LUKA RINGAN;JIWA;0; Rp- 
154;15;JAMBI;1508;150805;02/01/2022;KEPALA KELUARGA;JIWA;165; Rp- 
155;15;JAMBI;1508;150805;02/01/2022;JIWA;JIWA;743; Rp- 
156;15;JAMBI;1508;150805;02/01/2022;MENINGGAL DUNIA;JIWA;0; Rp- 
157;15;JAMBI;1508;150805;02/01/2022;LUKA BERAT;JIWA;0; Rp- 
158;15;JAMBI;1508;150805;02/01/2022;LUKA RINGAN;JIWA;0; Rp- 
159;15;JAMBI;1508;150805;02/01/2022;KEPALA KELUARGA;JIWA;73; Rp- 
160;15;JAMBI;1508;150805;02/01/2022;JIWA;JIWA;329; Rp- 
161;15;JAMBI;1508;150805;02/01/2022;MENINGGAL DUNIA;JIWA;0; Rp- 
162;15;JAMBI;1508;150805;02/01/2022;LUKA BERAT;JIWA;0; Rp- 
163;15;JAMBI;1508;150805;02/01/2022;LUKA RINGAN;JIWA;0; Rp- 
164;15;JAMBI;1508;150805;02/01/2022;KEPALA KELUARGA;JIWA;35; Rp- 
165;15;JAMBI;1508;150805;02/01/2022;JIWA;JIWA;158; Rp- 
166;15;JAMBI;1508;150805;02/01/2022;MENINGGAL DUNIA;JIWA;0; Rp- 
167;15;JAMBI;1508;150805;02/01/2022;LUKA BERAT;JIWA;0; Rp- 
168;15;JAMBI;1508;150805;02/01/2022;LUKA RINGAN;JIWA;0; Rp- 
169;15;JAMBI;1508;150805;02/01/2022;KEPALA KELUARGA;JIWA;11; Rp- 
170;15;JAMBI;1508;150805;02/01/2022;JIWA;JIWA;50; Rp- 
171;15;JAMBI;1508;150805;02/01/2022;MENINGGAL DUNIA;JIWA;0; Rp- 
172;15;JAMBI;1508;150805;02/01/2022;LUKA BERAT;JIWA;0; Rp- 
173;15;JAMBI;1508;150805;02/01/2022;LUKA RINGAN;JIWA;0; Rp- 
174;15;JAMBI;1508;150805;02/01/2022;KEPALA KELUARGA;JIWA;97; Rp- 
175;15;JAMBI;1508;150805;02/01/2022;JIWA;JIWA;437; Rp- 
176;15;JAMBI;1508;150804;02/01/2022;MENINGGAL DUNIA;JIWA;0; Rp- 
177;15;JAMBI;1508;150804;02/01/2022;LUKA BERAT;JIWA;0; Rp- 
178;15;JAMBI;1508;150804;02/01/2022;LUKA RINGAN;JIWA;0; Rp- 
179;15;JAMBI;1508;150804;02/01/2022;KEPALA KELUARGA;JIWA;35; Rp- 
180;15;JAMBI;1508;150804;02/01/2022;JIWA;JIWA;127; Rp- 
181;15;JAMBI;1508;150804;02/01/2022;MENINGGAL DUNIA;JIWA;0; Rp- 
182;15;JAMBI;1508;150804;02/01/2022;LUKA BERAT;JIWA;0; Rp- 
183;15;JAMBI;1508;150804;02/01/2022;LUKA RINGAN;JIWA;0; Rp- 
184;15;JAMBI;1508;150804;02/01/2022;KEPALA KELUARGA;JIWA;10; Rp- 
185;15;JAMBI;1508;150804;02/01/2022;JIWA;JIWA;32; Rp- 
186;15;JAMBI;1508;150804;02/01/2022;MENINGGAL DUNIA;JIWA;0; Rp- 
187;15;JAMBI;1508;150804;02/01/2022;LUKA BERAT;JIWA;0; Rp- 
188;15;JAMBI;1508;150804;02/01/2022;LUKA RINGAN;JIWA;0; Rp- 
189;15;JAMBI;1508;150804;02/01/2022;KEPALA KELUARGA;JIWA;7; Rp- 
190;15;JAMBI;1508;150804;02/01/2022;JIWA;JIWA;19; Rp- 
191;15;JAMBI;1508;150816;02/01/2022;MENINGGAL DUNIA;JIWA;0; Rp- 
192;15;JAMBI;1508;150816;02/01/2022;LUKA BERAT;JIWA;0; Rp- 
193;15;JAMBI;1508;150816;02/01/2022;LUKA RINGAN;JIWA;0; Rp- 
194;15;JAMBI;1508;150816;02/01/2022;KEPALA KELUARGA;JIWA;22; Rp- 
195;15;JAMBI;1508;150816;02/01/2022;JIWA;JIWA;99; Rp- 
196;15;JAMBI;1508;150801;02/01/2022;MENINGGAL DUNIA;JIWA;0; Rp- 
197;15;JAMBI;1508;150801;02/01/2022;LUKA BERAT;JIWA;0; Rp- 
198;15;JAMBI;1508;150801;02/01/2022;LUKA RINGAN;JIWA;0; Rp- 
199;15;JAMBI;1508;150801;02/01/2022;KEPALA KELUARGA;JIWA;80; Rp- 
200;15;JAMBI;1508;150801;02/01/2022;JIWA;JIWA;360; Rp- 
201;15;JAMBI;1508;150814;05/01/2022;MENINGGAL DUNIA;JIWA;0; Rp- 
202;15;JAMBI;1508;150814;05/01/2022;LUKA BERAT;JIWA;0; Rp- 
203;15;JAMBI;1508;150814;05/01/2022;LUKA RINGAN;JIWA;0; Rp- 
204;15;JAMBI;1508;150814;05/01/2022;KEPALA KELUARGA;JIWA;0; Rp- 
205;15;JAMBI;1508;150814;05/01/2022;JIWA;JIWA;0; Rp- 
206;15;JAMBI;1508;150814;05/01/2022;MENINGGAL DUNIA;JIWA;0; Rp- 
207;15;JAMBI;1508;150814;05/01/2022;LUKA BERAT;JIWA;0; Rp- 
208;15;JAMBI;1508;150814;05/01/2022;LUKA RINGAN;JIWA;0; Rp- 
209;15;JAMBI;1508;150814;05/01/2022;KEPALA KELUARGA;JIWA;0; Rp- 
210;15;JAMBI;1508;150814;05/01/2022;JIWA;JIWA;0; Rp- 
211;15;JAMBI;1502;150202;17/01/2022;MENINGGAL DUNIA;JIWA;0;Rp600.000.000
212;15;JAMBI;1502;150202;17/01/2022;LUKA BERAT;JIWA;2;Rp600.000.000
213;15;JAMBI;1502;150202;17/01/2022;LUKA RINGAN;JIWA;3;Rp600.000.000
214;15;JAMBI;1502;150202;17/01/2022;KEPALA KELUARGA;JIWA;0;Rp600.000.000
215;15;JAMBI;1502;150202;17/01/2022;JIWA;JIWA;5;Rp600.000.000
216;15;JAMBI;1502;150202;22/01/2022;MENINGGAL DUNIA;JIWA;0;Rp20.000.000
217;15;JAMBI;1502;150202;22/01/2022;LUKA BERAT;JIWA;0;Rp20.000.000
218;15;JAMBI;1502;150202;22/01/2022;LUKA RINGAN;JIWA;0;Rp20.000.000
219;15;JAMBI;1502;150202;22/01/2022;KEPALA KELUARGA;JIWA;0;Rp20.000.000
220;15;JAMBI;1502;150202;22/01/2022;JIWA;JIWA;0;Rp20.000.000
221;15;JAMBI;1506;150607;29/01/2022;MENINGGAL DUNIA;JIWA;0;Rp50.000
222;15;JAMBI;1506;150607;29/01/2022;LUKA BERAT;JIWA;0;Rp50.000
223;15;JAMBI;1506;150607;29/01/2022;LUKA RINGAN;JIWA;0;Rp50.000
224;15;JAMBI;1506;150607;29/01/2022;KEPALA KELUARGA;JIWA;1;Rp50.000
225;15;JAMBI;1506;150607;29/01/2022;JIWA;JIWA;2;Rp50.000
226;15;JAMBI;1506;150602;31/01/2022;MENINGGAL DUNIA;JIWA;0;Rp1.000.000
227;15;JAMBI;1506;150602;31/01/2022;LUKA BERAT;JIWA;0;Rp1.000.000
228;15;JAMBI;1506;150602;31/01/2022;LUKA RINGAN;JIWA;8;Rp1.000.000
229;15;JAMBI;1506;150602;31/01/2022;KEPALA KELUARGA;JIWA;20;Rp1.000.000
230;15;JAMBI;1506;150602;31/01/2022;JIWA;JIWA;58;Rp1.000.000
231;15;JAMBI;1507;150703;19/01/2022;MENINGGAL DUNIA;JIWA;0; Rp- 
232;15;JAMBI;1507;150703;19/01/2022;LUKA BERAT;JIWA;0; Rp- 
233;15;JAMBI;1507;150703;19/01/2022;LUKA RINGAN;JIWA;0; Rp- 
234;15;JAMBI;1507;150703;19/01/2022;KEPALA KELUARGA;JIWA;30; Rp- 
235;15;JAMBI;1507;150703;19/01/2022;JIWA;JIWA;10; Rp- 
236;15;JAMBI;1501;150101;07/01/2022;MENINGGAL DUNIA;JIWA;0;Rp15.000.000
237;15;JAMBI;1501;150101;07/01/2022;LUKA BERAT;JIWA;0;Rp15.000.000
238;15;JAMBI;1501;150101;07/01/2022;LUKA RINGAN;JIWA;0;Rp15.000.000
239;15;JAMBI;1501;150101;07/01/2022;KEPALA KELUARGA;JIWA;1;Rp15.000.000
240;15;JAMBI;1501;150101;07/01/2022;JIWA;JIWA;2;Rp15.000.000
241;15;JAMBI;1501;150106;16/01/2022;MENINGGAL DUNIA;JIWA;0;Rp3.000.000
242;15;JAMBI;1501;150106;16/01/2022;LUKA BERAT;JIWA;0;Rp3.000.000
243;15;JAMBI;1501;150106;16/01/2022;LUKA RINGAN;JIWA;0;Rp3.000.000
244;15;JAMBI;1501;150106;16/01/2022;KEPALA KELUARGA;JIWA;3;Rp3.000.000
245;15;JAMBI;1501;150106;16/01/2022;JIWA;JIWA;10;Rp3.000.000
246;15;JAMBI;1501;150116;23/01/2022;MENINGGAL DUNIA;JIWA;0;Rp8.000.000
247;15;JAMBI;1501;150116;23/01/2022;LUKA BERAT;JIWA;0;Rp8.000.000
248;15;JAMBI;1501;150116;23/01/2022;LUKA RINGAN;JIWA;0;Rp8.000.000
249;15;JAMBI;1501;150116;23/01/2022;KEPALA KELUARGA;JIWA;2;Rp8.000.000
250;15;JAMBI;1501;150116;23/01/2022;JIWA;JIWA;8;Rp8.000.000
251;15;JAMBI;1504;150403;17/01/2022;MENINGGAL DUNIA;JIWA;0;Rp50.000.000
252;15;JAMBI;1504;150403;17/01/2022;LUKA BERAT;JIWA;0;Rp50.000.000
253;15;JAMBI;1504;150403;17/01/2022;LUKA RINGAN;JIWA;0;Rp50.000.000
254;15;JAMBI;1504;150403;17/01/2022;KEPALA KELUARGA;JIWA;1;Rp50.000.000
255;15;JAMBI;1504;150403;17/01/2022;JIWA;JIWA;1;Rp50.000.000
256;15;JAMBI;1504;150402;24/01/2022;MENINGGAL DUNIA;JIWA;0;Rp50.000.000
257;15;JAMBI;1504;150402;24/01/2022;LUKA BERAT;JIWA;0;Rp50.000.000
258;15;JAMBI;1504;150402;24/01/2022;LUKA RINGAN;JIWA;0;Rp50.000.000
259;15;JAMBI;1504;150402;24/01/2022;KEPALA KELUARGA;JIWA;2;Rp50.000.000
260;15;JAMBI;1504;150402;24/01/2022;JIWA;JIWA;7;Rp50.000.000
261;15;JAMBI;1504;150405;24/01/2022;MENINGGAL DUNIA;JIWA;0;Rp20.000.000
262;15;JAMBI;1504;150405;24/01/2022;LUKA BERAT;JIWA;0;Rp20.000.000
263;15;JAMBI;1504;150405;24/01/2022;LUKA RINGAN;JIWA;0;Rp20.000.000
264;15;JAMBI;1504;150405;24/01/2022;KEPALA KELUARGA;JIWA;1;Rp20.000.000
265;15;JAMBI;1504;150405;24/01/2022;JIWA;JIWA;5;Rp20.000.000
266;15;JAMBI;1505;150501;15/01/2022;MENINGGAL DUNIA;JIWA;0; Rp- 
267;15;JAMBI;1505;150501;15/01/2022;LUKA BERAT;JIWA;0; Rp- 
268;15;JAMBI;1505;150501;15/01/2022;LUKA RINGAN;JIWA;0; Rp- 
269;15;JAMBI;1505;150501;15/01/2022;KEPALA KELUARGA;JIWA;1; Rp- 
270;15;JAMBI;1505;150501;15/01/2022;JIWA;JIWA;3; Rp- 
271;15;JAMBI;1501;150118;01/02/2022;MENINGGAL DUNIA;JIWA;0;Rp7.500.000
272;15;JAMBI;1501;150118;01/02/2022;LUKA BERAT;JIWA;0;Rp7.500.000
273;15;JAMBI;1501;150118;01/02/2022;LUKA RINGAN;JIWA;0;Rp7.500.000
274;15;JAMBI;1501;150118;01/02/2022;KEPALA KELUARGA;JIWA;3;Rp7.500.000
275;15;JAMBI;1501;150118;01/02/2022;JIWA;JIWA;10;Rp7.500.000
276;15;JAMBI;1501;150115;01/02/2022;MENINGGAL DUNIA;JIWA;0;Rp3.000.000
277;15;JAMBI;1501;150115;01/02/2022;LUKA BERAT;JIWA;0;Rp3.000.000
278;15;JAMBI;1501;150115;01/02/2022;LUKA RINGAN;JIWA;0;Rp3.000.000
279;15;JAMBI;1501;150115;01/02/2022;KEPALA KELUARGA;JIWA;3;Rp3.000.000
280;15;JAMBI;1501;150115;01/02/2022;JIWA;JIWA;8;Rp3.000.000
281;15;JAMBI;1572;157201;11/02/2022;MENINGGAL DUNIA;JIWA;0;Rp25.000.000
282;15;JAMBI;1572;157201;11/02/2022;LUKA BERAT;JIWA;0;Rp25.000.000
283;15;JAMBI;1572;157201;11/02/2022;LUKA RINGAN;JIWA;0;Rp25.000.000
284;15;JAMBI;1572;157201;11/02/2022;KEPALA KELUARGA;JIWA;0;Rp25.000.000
285;15;JAMBI;1572;157201;11/02/2022;JIWA;JIWA;0;Rp25.000.000
286;15;JAMBI;1501;150118;13/02/2022;MENINGGAL DUNIA;JIWA;0;Rp50.000.000
287;15;JAMBI;1501;150118;13/02/2022;LUKA BERAT;JIWA;0;Rp50.000.000
288;15;JAMBI;1501;150118;13/02/2022;LUKA RINGAN;JIWA;0;Rp50.000.000
289;15;JAMBI;1501;150118;13/02/2022;KEPALA KELUARGA;JIWA;0;Rp50.000.000
290;15;JAMBI;1501;150118;13/02/2022;JIWA;JIWA;0;Rp50.000.000
291;15;JAMBI;1508;150810;14/02/2022;MENINGGAL DUNIA;JIWA;0; Rp- 
292;15;JAMBI;1508;150810;14/02/2022;LUKA BERAT;JIWA;0; Rp- 
293;15;JAMBI;1508;150810;14/02/2022;LUKA RINGAN;JIWA;0; Rp- 
294;15;JAMBI;1508;150810;14/02/2022;KEPALA KELUARGA;JIWA;8; Rp- 
295;15;JAMBI;1508;150810;14/02/2022;JIWA;JIWA;24; Rp- 
296;15;JAMBI;1501;150111;15/02/2022;MENINGGAL DUNIA;JIWA;0;Rp75.000.000
297;15;JAMBI;1501;150111;15/02/2022;LUKA BERAT;JIWA;0;Rp75.000.000
