id;kode_provinsi;nama_provinsi;kode_kabupaten_kota;kode_kecamatan;kode_kelurahan_desa;koperasi;tanggal badan hukum;aktif;bentuk koperasi;jenis koperasi;kelompok koperasi;sektor usaha;klasifikasi;kesehatan;anggota pria;anggota wanita;tahun_industri_usaha;bulan
3414;15;JAMBI;1571;157101;1571011001;KOPERASI KPPDK KANIM;6/6/1983;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Angkatan Darat;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JUNI
3415;15;JAMBI;1571;157101;1507112005;KOPERASI SIMPAN PINJAM BUMI SEJAHTERA;9/9/2000;FALSE;Primer Kabupaten/Kota;Simpan Pinjam;Kop. Simpan Pinjam;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;JUNI
3416;15;JAMBI;1571;157101;1571011010;KOPERASI SERBA USAHA KARYA MAJU JAMBI;4/4/2002;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Serba Usaha;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JUNI
3417;15;JAMBI;1571;157101;1571011004;KOPERASI MANUNGGAL;8/8/1998;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;JUNI
3418;15;JAMBI;1571;157101;1571101001;KOPERASI MANUNGGAL KARSA;2/2/1998;FALSE;Primer Kabupaten/Kota;Konsumen;Kopkar;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JUNI
3419;15;JAMBI;1571;157101;1571011004;KOPERASI MEKAR TANI;5/5/1986;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;JUNI
3420;15;JAMBI;1571;157101;1571101004;KOPERASI SERBA USAHA MELATI BHAKTI;12/14/1984;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Serba Usaha;JASA LAINNYA;-;-;0;0;-;JUNI
3421;15;JAMBI;1571;157101;1571101005;KOPERASI MITRA DHARMA UTAMA;4/4/1996;FALSE;Primer Kabupaten/Kota;Pemasaran;Kop. Pasar;PENYEDIAAN AKOMODASI DAN MAKAN MINUM;-;-;0;0;-;JUNI
3422;15;JAMBI;1571;157101;1571011001;KOPERASI NELTA PRIMA;7/7/1997;FALSE;Primer Kabupaten/Kota;Konsumen;Kopkar;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JUNI
3423;15;JAMBI;1571;157101;0;KOPERASI PUSKOPAS KOTA JAMBI;5/5/1999;FALSE;Primer Kabupaten/Kota;Pemasaran;Kop. Pasar;PENYEDIAAN AKOMODASI DAN MAKAN MINUM;-;-;0;0;-;JUNI
3424;15;JAMBI;1571;157101;1571011004;KOPERASI PUTRI PINANG MASAK;6/6/1992;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;JUNI
3425;15;JAMBI;1571;157101;1571011004;KOPERASI RIMOA HUTANIMAS;11/11/1997;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Angkatan Darat;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JUNI
3426;15;JAMBI;1571;157101;1571101001;KOPERASI RIPKA SEJAHTERA;2/2/1999;FALSE;Primer Kabupaten/Kota;Jasa;Kop. Angkutan Laut;TRANSPORTASI DAN PERGUDANGAN;-;-;0;0;-;JUNI
3427;15;JAMBI;1571;157101;1571011004;KOPERASI RSUP;5/5/1992;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA LAINNYA;-;-;0;0;-;JUNI
3428;15;JAMBI;1571;157101;1571011004;KOPERASI RUMPUN TANI;9/9/1973;FALSE;Primer Kabupaten/Kota;Produsen;Kop. Pertanian;JASA LAINNYA;-;-;0;0;-;JUNI
3429;15;JAMBI;1571;157101;1571011002;KOPERASI SEHAT SEJAHTERA SPK;2/2/1984;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA LAINNYA;-;-;0;0;-;JUNI
3430;15;JAMBI;1571;157101;1571101005;KOPERASI SEJAHTERA;8/8/1991;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA LAINNYA;-;-;0;0;-;JUNI
3431;15;JAMBI;1571;157101;1571011011;KOPERASI KARYAWAN SLB JAMBI;4/21/1997;FALSE;Primer Kabupaten/Kota;Konsumen;Kopkar;JASA LAINNYA;-;-;0;0;-;JUNI
3432;15;JAMBI;1571;157101;1571031008;KOPERASI SLTPN;7/7/1988;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA LAINNYA;-;-;0;0;-;JUNI
3433;15;JAMBI;1571;157101;1571101004;KOPERASI STIE;8/8/1998;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Serba Usaha;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JUNI
3434;15;JAMBI;1571;157101;1571101001;KOPERASI SUNGAI PUTRI;4/4/1991;FALSE;Primer Kabupaten/Kota;Konsumen;Kopkar;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JUNI
3435;15;JAMBI;1571;157101;1571011004;KOPERASI TANGGO SUKSES;3/3/2000;FALSE;Primer Kabupaten/Kota;Jasa;Kop. Angkutan Darat;TRANSPORTASI DAN PERGUDANGAN;-;-;0;0;-;JUNI
3436;15;JAMBI;1571;157101;1571011004;KOPERASI TELANAI;6/6/1989;FALSE;Primer Kabupaten/Kota;Konsumen;Kopkar;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JUNI
3437;15;JAMBI;1571;157101;1571011004;KOPERASI TELANAI JAYA;5/5/1991;FALSE;Primer Kabupaten/Kota;Jasa;Kop. Angkutan Darat;TRANSPORTASI DAN PERGUDANGAN;-;-;0;0;-;JUNI
3438;15;JAMBI;1571;157101;1571101005;KOPERASI TIRTA MAYANG;5/5/1996;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA LAINNYA;-;-;0;0;-;JUNI
3439;15;JAMBI;1571;157101;1571011004;KOPERASI TRI DAYA;1/1/1985;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Serba Usaha;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JUNI
3440;15;JAMBI;1571;157101;1571011004;KOPERASI TRI DHARMA UNJA;8/8/1985;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;JUNI
3441;15;JAMBI;1571;157101;1571011004;KOPERASI TRI KARYA ANGGARAN;4/4/1981;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA LAINNYA;-;-;0;0;-;JUNI
3442;15;JAMBI;1571;157101;1571101001;KOPERASI UNBARI;6/6/1999;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Serba Usaha;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JUNI
3443;15;JAMBI;1571;157101;1571011004;KOPERASI UNJA;2/2/1986;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Serba Usaha;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JUNI
3444;15;JAMBI;1571;157101;1571011001;KOPERASI UPH;10/10/1997;FALSE;Primer Kabupaten/Kota;Konsumen;Kopkar;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JUNI
3445;15;JAMBI;1571;157101;1571011001;KOPERASI WAHANA BHAKTI;10/10/1986;FALSE;Primer Kabupaten/Kota;Produsen;Kopinkra;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JUNI
3446;15;JAMBI;1571;157101;1571011004;KOPERASI PEGAWAI NEGERI BALITBANGDA JAMBI;8/1/1999;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA LAINNYA;-;-;0;0;-;JUNI
3447;15;JAMBI;1571;157101;1571071002;KOPERASI BAITUL MAAL WATTAMWIL BMT AL-ISHLAH;10/10/1999;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Serba Usaha;PENYEDIAAN AKOMODASI DAN MAKAN MINUM;-;-;0;0;-;JUNI
3448;15;JAMBI;1571;157101;1571011001;KOPERASI BINA CIPTA MANDIRI PETERNAKAN SAPI LOKAL;11/11/2007;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;JUNI
3449;15;JAMBI;1571;157101;1571101004;KOPERASI GURU NUSANTARA;7/7/1996;FALSE;Primer Kabupaten/Kota;Konsumen;Kopkar;JASA LAINNYA;-;-;0;0;-;JUNI
3450;15;JAMBI;1571;157101;1571011004;KOPERASI KOPEBI ANGSO DUO JAMBI;9/9/1996;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Serba Usaha;PENYEDIAAN AKOMODASI DAN MAKAN MINUM;-;-;0;0;-;JUNI
3451;15;JAMBI;1571;157101;1571011004;KOPERASI PEGAWAI NEGERI REPUBLIK INDONESIA ADIYAKSA;9/19/1973;TRUE;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA LAINNYA;-;-;0;0;-;JUNI
3452;15;JAMBI;1571;157101;1571011001;KOPERASI PEGAWAI NEGERI REPUBLIK INDONESIA BINA KARYA TERNAK;8/17/1945;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA LAINNYA;-;-;0;0;-;JUNI
3453;15;JAMBI;1571;157101;1571011004;KOPERASI PEGAWAI NEGERI KANTOR WILAYAH BADAN PERTANAHAN NASIONAL;10/19/1994;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA LAINNYA;-;-;0;0;-;JUNI
3454;15;JAMBI;1571;157101;1571011011;KOPERASI PEGAWAI NEGERI REPUBLIK INDONESIA CITRI;4/4/1990;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA LAINNYA;-;-;0;0;-;JUNI
3455;15;JAMBI;1571;157101;1571011001;KOPERASI PEGAWAI NEGERI REPUBLIK INDONESIA IAIN STS JAMBI;11/11/1995;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA LAINNYA;-;-;0;0;-;JUNI
3456;15;JAMBI;1571;157101;1571101004;KOPERASI KELUARGA SD NEGERI 52 IV;2/6/2001;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA LAINNYA;-;-;0;0;-;JUNI
3457;15;JAMBI;1571;157101;1571011004;KOPERASI PEGAWAI NEGERI REPUBLIK INDONESIA RIMBUN JAYA;1/1/2001;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA LAINNYA;-;-;0;0;-;JUNI
3458;15;JAMBI;1571;157101;1571101004;KOPERASI SIMPAN PINJAM PANCA KARYA;8/17/1945;FALSE;Primer Kabupaten/Kota;Simpan Pinjam;Kop. Simpan Pinjam;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;JUNI
3459;15;JAMBI;1571;157101;1571011004;KOPERASI MUKTI TAMA;8/17/1945;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA LAINNYA;-;-;0;0;-;JUNI
3460;15;JAMBI;1571;157101;1571011004;KOPERASI PEGAWAI NEGERI RSU RADEN MUTTAHER;4/4/2000;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA LAINNYA;-;-;0;0;-;JUNI
3461;15;JAMBI;1571;157101;1571011004;KOPERASI PEGAWAI NEGERI SEHATI SATU;2/22/1984;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA LAINNYA;-;-;0;0;-;JUNI
3462;15;JAMBI;1571;157101;1571011001;KOPERASI KERAJINAN RAKYAT KEMBANG JOYO;7/7/1998;FALSE;Primer Kabupaten/Kota;Konsumen;Kopinkra;PENYEDIAAN AKOMODASI DAN MAKAN MINUM;-;-;0;0;-;JUNI
3463;15;JAMBI;1571;157101;1571011004;KOPERASI PEGAWAI NEGERI SERBA PRIMA;5/24/2000;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA LAINNYA;-;-;0;0;-;JUNI
3464;15;JAMBI;1571;157101;1571011002;KOPERASI PEGAWAI NEGERI REPUBLIK INDONESIA MELATI HUSADA;2/27/1999;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;JUNI
3465;15;JAMBI;1571;157101;1571011004;KOPERASI PERSATUAN PENSIUNAN RRI JAMBI;1/11/2010;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;JUNI
3466;15;JAMBI;1571;157101;1571011002;KOPERASI DELIMA;10/20/2010;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;JUNI
3467;15;JAMBI;1571;157101;1571101005;KOPERASI PERMATA BANGSA KARANG TARUNA;12/8/2009;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;JUNI
3468;15;JAMBI;1571;157101;1571011011;KOPERASI CAHAYA MAKMUR;6/26/2009;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;JUNI
3469;15;JAMBI;1571;157101;1571011001;KOPERASI MITRA USAH;10/20/2009;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;JUNI
3470;15;JAMBI;1571;157101;1571101003;KOPERASI MEKAR LESTARI;12/4/2009;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;JUNI
3471;15;JAMBI;1571;157101;1571011011;KOPERASI ANUGRAH;1/17/2008;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;JUNI
3472;15;JAMBI;1571;157101;1571011001;KOPERASI PENGEMBANGAN WIRAUSAHA MUDA;12/13/2005;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;JUNI
3473;15;JAMBI;1571;157101;1571101003;KOPERASI PERSATUAN RUMAH MAKAN MINANG;10/19/2005;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;JUNI
3474;15;JAMBI;1571;157101;1571101003;KOPERASI INSTALATIR LISTRIK INDONESIA KOTA JAMBI;12/21/2004;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;JUNI
3475;15;JAMBI;1571;157101;1571101004;KOPERASI HAMPARAN;10/6/2003;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;JUNI
3476;15;JAMBI;1571;157101;1571011004;KOPERASI SERI TANJUNG;10/22/2003;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;JUNI
3477;15;JAMBI;1571;157101;1504062009;KOPERASI HIMPUNAN PUTRA PUTRI JAMBI KOTA SEBERANG;7/1/2003;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;JUNI
3478;15;JAMBI;1571;157101;1571011011;KOPERASI ASOKA;6/27/2003;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;JUNI
3479;15;JAMBI;1571;157101;1571071002;KOPERASI SIALA SAMPAGUL;4/16/2003;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;JUNI
3480;15;JAMBI;1571;157101;1571071002;KOPERASI BINA SEJAHTERA;3/16/2003;TRUE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;JUNI
3481;15;JAMBI;1571;157101;1571071002;KOPERASI HARAPAN BINTANG;9/24/2002;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;JUNI
3482;15;JAMBI;1571;157101;1571011004;KOPERASI MAWAR;6/12/2002;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;JUNI
3483;15;JAMBI;1571;157101;1571071002;KOPERASI DEKAR;4/8/2002;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;JUNI
3484;15;JAMBI;1571;157101;1571011010;KOPERASI TUNAS MANDIRI;6/19/2001;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;JUNI
3485;15;JAMBI;1571;157101;1571101001;KOPERASI BERSAMA UNIVERSITAS BATANGHARI;5/10/2001;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;JUNI
3486;15;JAMBI;1571;157101;1571101004;KOPERASI IKAT;2/14/2001;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;JUNI
3487;15;JAMBI;1571;157101;1571011010;KOPERASI CERDAS;9/18/2000;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;JUNI
3488;15;JAMBI;1571;157101;1571101005;KOPERASI WANITA SAKINAH KOTA JAMBI;6/23/2010;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Wanita;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;JUNI
3489;15;JAMBI;1571;157101;1571101004;KOPERASI KOTSANTRI MAHAN AL-ZAITUN;2/11/2002;FALSE;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;JUNI
3490;15;JAMBI;1571;157101;1571101005;KOPERASI HANOMAN JAYA JAMAAH MASJID NURUL ISLAM;12/12/1998;FALSE;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;JUNI
3491;15;JAMBI;1571;157101;1571101001;KOPERASI WANITA PUTRI AYU;11/10/2010;TRUE;Primer Kabupaten/Kota;Konsumen;Kop. Wanita;JASA KEUANGAN DAN ASURANSI;-;-;0;48;2023;JUNI
3492;15;JAMBI;1571;157101;1571101001;KOPERASI KARYAWAN PT TELKOM;5/25/1990;TRUE;Primer Kabupaten/Kota;Jasa;Kop. Telkom;JASA KEUANGAN DAN ASURANSI;-;-;41;54;-;JUNI
3493;15;JAMBI;1571;157101;1571101001;KOPERASI KORKABAT SMP ADHYAKSA I PUTRI;4/4/1996;TRUE;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA LAINNYA;-;-;8;15;-;JUNI
3494;15;JAMBI;1571;157101;1571101001;KOPERASI KARYAWAN ENERGI JAMBI;7/29/1991;TRUE;Primer Kabupaten/Kota;Jasa;Kopkar;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;JUNI
3495;15;JAMBI;1571;157101;1571101001;KOPERASI RIDHO DAN NIKMAT;8/20/2015;TRUE;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;JUNI
3496;15;JAMBI;1571;157101;1571101001;KOPERASI JASA KARYAWAN TELKOM JAMBI;4/18/2023;TRUE;Primer Kabupaten/Kota;Jasa;Kop. Lainnya;JASA SISTEM KOMUNIKASI DATA;-;-;0;0;-;JUNI
3497;15;JAMBI;1571;157101;1571101001;KOPKAR YPLP PGRI;6/20/1997;FALSE;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;JUNI
3498;15;JAMBI;1571;157101;1571101001;KOPERASI SMKK SMKN 4 JAMBI;4/4/1987;TRUE;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA LAINNYA;-;-;0;0;-;JUNI
3499;15;JAMBI;1571;157101;1571101001;KOPERASI SMAN 1 KOTA JAMBI;11/8/1971;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;JUNI
3500;15;JAMBI;1571;157101;1571101001;KOPERASI PEGAWAI NEGERI MUSEUM SIGINJEI;10/20/2004;TRUE;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA KEUANGAN DAN ASURANSI;-;-;23;29;2021;JUNI
3501;15;JAMBI;1571;157101;1571101001;KPN BINA SEJAHTERA ANGGARAN;5/7/1988;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA LAINNYA;-;-;0;0;-;JUNI
3502;15;JAMBI;1571;157101;1571101001;KOPERASI PEGAWAI NEGERI BPG JAMBI;12/1/1979;TRUE;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA KEUANGAN DAN ASURANSI;-;-;28;34;2021;JUNI
3503;15;JAMBI;1571;157101;1571101001;KOPERASI PEGAWAI NEGERI SMA NEGERI 1 JAMBI;11/1/1977;TRUE;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA KEUANGAN DAN ASURANSI;-;-;18;30;2023;JUNI
3504;15;JAMBI;1571;157101;1571101001;KOPERASI SIMPAN PINJAM JAMBI SEMBILAN LURAH;10/10/1998;TRUE;Primer Kabupaten/Kota;Simpan Pinjam;Kop. Simpan Pinjam;KOPERASI SIMPAN PINJAM PRIMER (KSP PRIMER);-;-;82;40;2023;JUNI
3505;15;JAMBI;1571;157101;1571101001;KOPERASI BUNDO KANDUANG;6/6/2011;TRUE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;JUNI
3506;15;JAMBI;1571;157101;1571011004;KOPERASI JASA INKUBATOR MINA BISNIS MAYANG MANGURAI;3/3/2017;TRUE;Primer Kabupaten/Kota;Jasa;Kop. Serba Usaha;JASA KEUANGAN DAN ASURANSI;-;-;3;15;2022;JUNI
3507;15;JAMBI;1571;157101;1571011004;KOPERASI TUNAS INDAG MANDIRI;6/6/1998;TRUE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;30;26;-;JUNI
3508;15;JAMBI;1571;157101;1571011004;KPN RSUD RADEN MATTAHER;4/4/2000;TRUE;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA LAINNYA;-;-;0;0;-;JUNI
3509;15;JAMBI;1571;157101;1571011004;KOPERASI KOPPERI;7/21/1970;TRUE;Primer Kabupaten/Kota;Konsumen;Kop. Kepolisian;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JUNI
3510;15;JAMBI;1571;157101;1571011004;KOPERASI PEGAWAI NEGERI REPUBLIK INDONESIA KANWIL DEPAG PROVINSI JAMBI;6/3/1974;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA KEUANGAN DAN ASURANSI;-;-;69;41;-;JUNI
3511;15;JAMBI;1571;157101;1571011004;KOPERASI KPPDK PENGADILAN NEGERI;7/27/1993;TRUE;Primer Kabupaten/Kota;Konsumen;Kop. Serba Usaha;JASA LAINNYA;-;-;35;35;-;JUNI
3512;15;JAMBI;1571;157101;1571011004;KPN KANTOR GUBERNUR;2/1/1974;TRUE;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA KEUANGAN DAN ASURANSI;-;-;210;365;2022;JUNI
3513;15;JAMBI;1571;157101;1571011004;KOPERASI PEGAWAI NEGERI RIMBUN JAYA;9/22/1991;TRUE;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA KEUANGAN DAN ASURANSI;-;-;80;171;2023;JUNI
3514;15;JAMBI;1571;157101;1571011004;KOPERASI PEGAWAI NEGERI SIGMA BPS PROVINSI JAMBI;9/26/1973;TRUE;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA KEUANGAN DAN ASURANSI;-;-;100;133;-;JUNI
3515;15;JAMBI;1571;157101;1571011004;KPN KANWIL KEMENTERIAN AGAMA PROVINSI JAMBI;6/3/1974;TRUE;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA KEUANGAN DAN ASURANSI;-;-;48;60;2023;JUNI
3516;15;JAMBI;1571;157101;1571011004;KOPERASI PEGAWAI NEGERI REPUBLIK INDONESIA BAPPEDA PROV JAMBI;5/5/2002;TRUE;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA LAINNYA;-;-;0;0;-;JUNI
3517;15;JAMBI;1571;157101;1571011004;KOPERASI PEGAWAI NEGERI SWAKERTA;4/19/1995;TRUE;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA KEUANGAN DAN ASURANSI;-;-;83;72;2023;JUNI
3518;15;JAMBI;1571;157101;1571011004;KPN KANTOR CAMAT TELANAIPURA;5/30/1991;FALSE;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;JUNI
3519;15;JAMBI;1571;157101;1571011004;KPN FAJAR;9/24/1974;FALSE;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;JUNI
3520;15;JAMBI;1571;157101;1571011004;KPN TUT WURI HANDAYANI;12/31/1981;FALSE;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;JUNI
3521;15;JAMBI;1571;157101;1571011004;KPN INSP IPEDA PBB;7/14/1987;FALSE;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;JUNI
3522;15;JAMBI;1571;157101;1571011004;KOPERASI ANGSO DUA (BI);6/14/1996;TRUE;Primer Kabupaten/Kota;Konsumen;Kopkar;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JUNI
3523;15;JAMBI;1571;157101;1571011001;KOPERASI WANITA KENANGA INDAH;9/23/2011;TRUE;Primer Kabupaten/Kota;Simpan Pinjam;Kop. Wanita;JASA KEUANGAN DAN ASURANSI;-;-;1;40;2023;JUNI
3524;15;JAMBI;1571;157101;1571011001;KOPERASI PEGAWAI REPUBLIK INDONESIA AKSARA JAMBI;3/14/2011;TRUE;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA KEUANGAN DAN ASURANSI;-;-;20;26;2023;JUNI
3525;15;JAMBI;1571;157101;1571011001;KPN SMP NEGERI 17 KOTA JAMBI;2/16/2001;TRUE;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;JASA LAINNYA;-;-;23;53;-;JUNI
3526;15;JAMBI;1571;157101;1571011001;KOPERASI BMT MUSLIMAH MASYITHAH;4/11/2002;TRUE;Primer Kabupaten/Kota;Simpan Pinjam;Kop. Simpan Pinjam dan Pembiayaan Syariah;JASA KEUANGAN DAN ASURANSI;-;-;46;88;2023;JUNI
3527;15;JAMBI;1571;157101;1571011001;KOPERASI IAIN;2/2/1974;TRUE;Primer Kabupaten/Kota;Simpan Pinjam;Kop. Simpan Pinjam;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;JUNI
