NO;kode_provinsi;nama_provinsi;kode_kabupaten_kota;nama_kabupaten_kota;kode_kecamatan;nama_kecamatan;jumlah_keluarga_risiko_stunting;peringkat_kesejahteraan_1;peringkat_kesejahteraan_2;peringkat_kesejahteraan_3;peringkat_kesejahteraan_4;peringkat_kesejahteraan_>4;peringkat_kesejahteraan_belum_diketahui
;15;JAMBI;1504;BATANGHARI;150404;BATIN XXIV;2.938;504;588;605;406;835;0
;15;JAMBI;1504;BATANGHARI;150408;MARO SEBO ILIR;1.312;137;253;278;205;435;4
;15;JAMBI;1504;BATANGHARI;150406;MARO SEBO ULU;4.297;1.165;965;781;454;925;7
;15;JAMBI;1504;BATANGHARI;150401;MERSAM;2.554;328;514;547;368;797;0
;15;JAMBI;1504;BATANGHARI;150403;MUARA BULIAN;5.565;676;916;993;720;2.246;14
;15;JAMBI;1504;BATANGHARI;150402;MUARA TEMBESI;3.263;554;697;617;428;955;12
;15;JAMBI;1504;BATANGHARI;150405;PEMAYUNG;3.266;742;765;648;400;705;6
;15;JAMBI;1505;MUARO JAMBI;150510;BAHAR SELATAN;1.771;208;359;263;227;713;1
;15;JAMBI;1505;MUARO JAMBI;150509;BAHAR UTARA;1.342;101;254;188;243;552;4
;15;JAMBI;1505;MUARO JAMBI;150501;JAMBI LUAR KOTA;6.308;484;1.050;824;914;3.024;12
;15;JAMBI;1505;MUARO JAMBI;150503;KUMPEH;3.485;243;571;387;432;1.841;11
;15;JAMBI;1505;MUARO JAMBI;150506;KUMPEH ULU;5.827;303;893;803;990;2.838;0
;15;JAMBI;1505;MUARO JAMBI;150504;MARO SEBO;2.659;321;556;400;385;996;1
;15;JAMBI;1505;MUARO JAMBI;150505;MESTONG;4.388;512;848;638;752;1.632;6
;15;JAMBI;1505;MUARO JAMBI;150502;SEKERNAN;4.274;489;816;562;626;1.761;20
;15;JAMBI;1505;MUARO JAMBI;150507;SUNGAI BAHAR;2.246;102;378;310;398;1.052;6
;15;JAMBI;1505;MUARO JAMBI;150508;SUNGAI GELAM;6.565;318;888;805;990;3.543;21
;15;JAMBI;1505;MUARO JAMBI;150511;TAMAN RAJO;1.646;181;314;212;277;649;13
;15;JAMBI;1506;TANJUNG JABUNG BARAT;150607;BATANG ASAM;3.595;378;463;556;650;1.545;3
;15;JAMBI;1506;TANJUNG JABUNG BARAT;150604;BETARA;3.838;523;835;701;740;1.039;0
;15;JAMBI;1506;TANJUNG JABUNG BARAT;150611;BRAM ITAM;2.778;596;672;537;457;503;13
;15;JAMBI;1506;TANJUNG JABUNG BARAT;150612;KUALA BETARA;2.454;518;559;523;474;340;40
;15;JAMBI;1506;TANJUNG JABUNG BARAT;150605;MERLUNG;1.480;108;144;189;253;786;0
;15;JAMBI;1506;TANJUNG JABUNG BARAT;150609;MUARA PAPALIK;1.060;44;115;171;189;541;0
;15;JAMBI;1506;TANJUNG JABUNG BARAT;150603;PENGABUAN;4.365;1.075;1.126;933;673;558;0
;15;JAMBI;1506;TANJUNG JABUNG BARAT;150608;RENAH MENDALUH;1.545;156;230;273;280;598;8
;15;JAMBI;1506;TANJUNG JABUNG BARAT;150610;SEBERANG KOTA;1.496;377;396;328;192;183;20
;15;JAMBI;1506;TANJUNG JABUNG BARAT;150613;SENYERANG;4.427;955;1.275;1.071;655;433;38
;15;JAMBI;1506;TANJUNG JABUNG BARAT;150606;TEBING TINGGI;3.467;265;451;515;617;1.616;3
;15;JAMBI;1506;TANJUNG JABUNG BARAT;150602;TUNGKAL ILIR;6.418;1.085;1.019;998;897;2.228;191
;15;JAMBI;1506;TANJUNG JABUNG BARAT;150601;TUNGKAL ULU;1.372;120;171;245;220;616;0
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150711;BERBAK;1.370;240;151;194;202;583;0
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150706;DENDANG;1.943;364;211;276;275;816;1
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150710;GERAGAI;2.927;316;291;373;414;1.521;12
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150708;KUALA JAMBI;2.285;467;323;326;402;757;10
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150703;MENDAHARA;4.345;891;717;872;831;1.034;0
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150709;MENDAHARA ULU;2.281;717;375;325;328;536;0
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150707;MUARA SABAK BARAT;2.343;254;196;251;312;1.330;0
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150701;MUARA SABAK TIMUR;4.014;441;418;472;647;2.036;0
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150702;NIPAH PANJANG;3.978;743;594;676;689;1.276;0
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150704;RANTAU RASAU;3.171;527;426;524;552;1.141;1
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150705;S A D U;1.776;264;193;225;301;793;0
;15;JAMBI;1508;BUNGO;150815;BATHIN II PELAYANG;936;148;166;204;147;271;0
;15;JAMBI;1508;BUNGO;150811;BATHIN III;2.352;236;312;380;353;1.063;8
;15;JAMBI;1508;BUNGO;150814;BATHIN III ULU;1.451;359;302;263;177;350;0
;15;JAMBI;1508;BUNGO;150810;BATIN II BABEKO;1.384;110;239;270;206;556;3
;15;JAMBI;1508;BUNGO;150812;BUNGO DANI;2.154;119;184;234;273;1.344;0
;15;JAMBI;1508;BUNGO;150804;JUJUHAN;1.846;173;296;377;324;675;1
;15;JAMBI;1508;BUNGO;150816;JUJUHAN ILIR;1.023;87;135;200;208;392;1
;15;JAMBI;1508;BUNGO;150807;LIMBUR LUBUK MENGKUANG;1.516;218;231;296;201;570;0
;15;JAMBI;1508;BUNGO;150808;MUKO-MUKO BATHIN VII;1.919;345;331;341;239;659;4
;15;JAMBI;1508;BUNGO;150803;PASAR MUARO BUNGO;1.672;156;149;220;220;926;1
;15;JAMBI;1508;BUNGO;150806;PELEPAT;3.001;437;490;539;362;1.173;0
;15;JAMBI;1508;BUNGO;150809;PELEPAT ILIR;4.491;294;498;784;799;2.111;5
;15;JAMBI;1508;BUNGO;150802;RANTAU PANDAN;1.374;232;214;230;211;481;6
;15;JAMBI;1508;BUNGO;150813;RIMBO TENGAH;1.351;36;74;104;150;986;1
;15;JAMBI;1508;BUNGO;150805;TANAH SEPENGGAL;2.687;483;472;471;368;889;4
;15;JAMBI;1508;BUNGO;150817;TANAH SEPENGGAL LINTAS;2.414;613;440;358;283;719;1
;15;JAMBI;1508;BUNGO;150801;TANAH TUMBUH;1.692;233;332;366;290;463;8
;15;JAMBI;1509;TEBO;150912;MUARA TABIR;2.160;249;425;310;296;869;11
;15;JAMBI;1509;TEBO;150904;RIMBO BUJANG;5.495;462;1.028;712;719;2.573;1
;15;JAMBI;1509;TEBO;150908;RIMBO ILIR;1.955;134;295;269;242;1.015;0
;15;JAMBI;1509;TEBO;150907;RIMBO ULU;3.689;417;813;561;488;1.406;4
;15;JAMBI;1509;TEBO;150910;SERAI SERUMPUN;1.338;218;329;170;153;465;3
;15;JAMBI;1509;TEBO;150905;SUMAY;2.353;267;576;344;286;880;0
;15;JAMBI;1509;TEBO;150902;TEBO ILIR;3.367;276;647;532;438;1.474;0
;15;JAMBI;1509;TEBO;150901;TEBO TENGAH;2.871;468;599;347;290;1.167;0
;15;JAMBI;1509;TEBO;150903;TEBO ULU;3.886;624;744;442;368;1.706;2
;15;JAMBI;1509;TEBO;150909;TENGAH ILIR;2.693;277;583;356;374;1.102;1
;15;JAMBI;1509;TEBO;150906;VII KOTO;2.208;280;537;313;274;803;1
;15;JAMBI;1509;TEBO;150911;VII KOTO ILIR;2.053;399;471;294;234;648;7
;15;JAMBI;1571;KOTA JAMBI;157109;ALAM BARAJO;8.368;667;625;777;775;5.524;0
;15;JAMBI;1571;KOTA JAMBI;157110;DANAU SIPIN;2.852;763;471;373;301;942;2
;15;JAMBI;1571;KOTA JAMBI;157106;DANAU TELUK;986;235;234;187;111;218;1
;15;JAMBI;1571;KOTA JAMBI;157102;JAMBI SELATAN;3.218;451;378;413;373;1.549;54
;15;JAMBI;1571;KOTA JAMBI;157103;JAMBI TIMUR;4.472;1.037;680;662;540;1.553;0
;15;JAMBI;1571;KOTA JAMBI;157108;JELUTUNG;3.840;689;532;503;470;1.642;4
;15;JAMBI;1571;KOTA JAMBI;157107;KOTA BARU;4.533;458;491;567;597;2.420;0
;15;JAMBI;1571;KOTA JAMBI;157111;PAAL MERAH;6.856;760;777;850;923;3.546;0
;15;JAMBI;1571;KOTA JAMBI;157104;PASAR JAMBI;535;143;91;77;52;170;2
;15;JAMBI;1571;KOTA JAMBI;157105;PELAYANGAN;1.141;391;270;179;92;209;0
;15;JAMBI;1571;KOTA JAMBI;157101;TELANAIPURA;2.643;322;305;311;298;1.377;30
;15;JAMBI;1572;KOTA SUNGAI PENUH;157203;HAMPARAN RAWANG;1.295;98;168;287;242;492;8
;15;JAMBI;1572;KOTA SUNGAI PENUH;157207;KOTO BARU;801;69;99;173;171;289;0
;15;JAMBI;1572;KOTA SUNGAI PENUH;157205;KUMUN DEBAI;738;117;107;72;96;344;2
;15;JAMBI;1572;KOTA SUNGAI PENUH;157202;PESISIR BUKIT;1.145;105;151;207;205;477;0
;15;JAMBI;1572;KOTA SUNGAI PENUH;157206;PONDOK TINGGI;1.591;36;63;111;215;1.164;2
;15;JAMBI;1572;KOTA SUNGAI PENUH;157208;SUNGAI BUNGKAL;866;11;28;60;136;630;1
;15;JAMBI;1572;KOTA SUNGAI PENUH;157201;SUNGAI PENUH;736;24;44;82;94;492;0
;15;JAMBI;1572;KOTA SUNGAI PENUH;157204;TANAH KAMPUNG;748;10;38;81;130;482;7
