no;kode_provinsi;nama_provinsi;kode_kabupaten_kota;kode_kecamatan;tanggal_kejadian;kondisi_korban;satuan;jumlah_kejadian; jumlah_kerugian ;tahun
205;15;JAMBI;1509;150903;01/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
206;15;JAMBI;1509;150903;01/01/2024;MENDERITA;JIWA;0; Rp-   ;2024
207;15;JAMBI;1509;150903;01/01/2024;MENGUNGSI;JIWA;1280; Rp-   ;2024
208;15;JAMBI;1509;150903;01/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
209;15;JAMBI;1509;150903;01/01/2024;MENDERITA;JIWA;0; Rp-   ;2024
210;15;JAMBI;1509;150903;01/01/2024;MENGUNGSI;JIWA;3937; Rp-   ;2024
211;15;JAMBI;1509;150903;01/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
212;15;JAMBI;1509;150903;01/01/2024;MENDERITA;JIWA;0; Rp-   ;2024
213;15;JAMBI;1509;150903;01/01/2024;MENGUNGSI;JIWA;685; Rp-   ;2024
214;15;JAMBI;1509;150903;01/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
215;15;JAMBI;1509;150903;01/01/2024;MENDERITA;JIWA;0; Rp-   ;2024
216;15;JAMBI;1509;150903;01/01/2024;MENGUNGSI;JIWA;1379; Rp-   ;2024
217;15;JAMBI;1509;150903;01/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
218;15;JAMBI;1509;150903;01/01/2024;MENDERITA;JIWA;0; Rp-   ;2024
219;15;JAMBI;1509;150903;01/01/2024;MENGUNGSI;JIWA;78; Rp-   ;2024
220;15;JAMBI;1509;150903;01/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
221;15;JAMBI;1509;150903;01/01/2024;MENDERITA;JIWA;0; Rp-   ;2024
222;15;JAMBI;1509;150903;01/01/2024;MENGUNGSI;JIWA;38; Rp-   ;2024
223;15;JAMBI;1509;150903;01/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
224;15;JAMBI;1509;150903;01/01/2024;MENDERITA;JIWA;0; Rp-   ;2024
225;15;JAMBI;1509;150903;01/01/2024;MENGUNGSI;JIWA;514; Rp-   ;2024
226;15;JAMBI;1509;150903;01/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
227;15;JAMBI;1509;150903;01/01/2024;MENDERITA;JIWA;0; Rp-   ;2024
228;15;JAMBI;1509;150903;01/01/2024;MENGUNGSI;JIWA;50; Rp-   ;2024
229;15;JAMBI;1509;150903;01/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
230;15;JAMBI;1509;150903;01/01/2024;MENDERITA;JIWA;0; Rp-   ;2024
231;15;JAMBI;1509;150903;01/01/2024;MENGUNGSI;JIWA;238; Rp-   ;2024
232;15;JAMBI;1509;150903;01/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
233;15;JAMBI;1509;150903;01/01/2024;MENDERITA;JIWA;0; Rp-   ;2024
234;15;JAMBI;1509;150903;01/01/2024;MENGUNGSI;JIWA;0; Rp-   ;2024
235;15;JAMBI;1509;150910;01/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
236;15;JAMBI;1509;150910;01/01/2024;MENDERITA;JIWA;0; Rp-   ;2024
237;15;JAMBI;1509;150910;01/01/2024;MENGUNGSI;JIWA;469; Rp-   ;2024
238;15;JAMBI;1509;150910;01/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
239;15;JAMBI;1509;150910;01/01/2024;MENDERITA;JIWA;0; Rp-   ;2024
240;15;JAMBI;1509;150910;01/01/2024;MENGUNGSI;JIWA;532; Rp-   ;2024
241;15;JAMBI;1509;150910;01/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
242;15;JAMBI;1509;150910;01/01/2024;MENDERITA;JIWA;0; Rp-   ;2024
243;15;JAMBI;1509;150910;01/01/2024;MENGUNGSI;JIWA;47; Rp-   ;2024
244;15;JAMBI;1509;150910;01/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
245;15;JAMBI;1509;150910;01/01/2024;MENDERITA;JIWA;0; Rp-   ;2024
246;15;JAMBI;1509;150910;01/01/2024;MENGUNGSI;JIWA;172; Rp-   ;2024
247;15;JAMBI;1509;150905;01/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
248;15;JAMBI;1509;150905;01/01/2024;MENDERITA;JIWA;0; Rp-   ;2024
249;15;JAMBI;1509;150905;01/01/2024;MENGUNGSI;JIWA;188; Rp-   ;2024
250;15;JAMBI;1509;150905;01/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
251;15;JAMBI;1509;150905;01/01/2024;MENDERITA;JIWA;0; Rp-   ;2024
252;15;JAMBI;1509;150905;01/01/2024;MENGUNGSI;JIWA;626; Rp-   ;2024
253;15;JAMBI;1509;150905;01/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
254;15;JAMBI;1509;150905;01/01/2024;MENDERITA;JIWA;0; Rp-   ;2024
255;15;JAMBI;1509;150905;01/01/2024;MENGUNGSI;JIWA;368; Rp-   ;2024
256;15;JAMBI;1509;150905;01/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
257;15;JAMBI;1509;150905;01/01/2024;MENDERITA;JIWA;0; Rp-   ;2024
258;15;JAMBI;1509;150905;01/01/2024;MENGUNGSI;JIWA;271; Rp-   ;2024
259;15;JAMBI;1509;150905;01/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
260;15;JAMBI;1509;150905;01/01/2024;MENDERITA;JIWA;0; Rp-   ;2024
261;15;JAMBI;1509;150905;01/01/2024;MENGUNGSI;JIWA;1339; Rp-   ;2024
262;15;JAMBI;1509;150905;01/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
263;15;JAMBI;1509;150905;01/01/2024;MENDERITA;JIWA;0; Rp-   ;2024
264;15;JAMBI;1509;150905;01/01/2024;MENGUNGSI;JIWA;1058; Rp-   ;2024
265;15;JAMBI;1509;150905;01/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
266;15;JAMBI;1509;150905;01/01/2024;MENDERITA;JIWA;0; Rp-   ;2024
267;15;JAMBI;1509;150905;01/01/2024;MENGUNGSI;JIWA;358; Rp-   ;2024
268;15;JAMBI;1509;150905;01/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
269;15;JAMBI;1509;150905;01/01/2024;MENDERITA;JIWA;0; Rp-   ;2024
270;15;JAMBI;1509;150905;01/01/2024;MENGUNGSI;JIWA;542; Rp-   ;2024
271;15;JAMBI;1509;150905;01/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
272;15;JAMBI;1509;150905;01/01/2024;MENDERITA;JIWA;0; Rp-   ;2024
273;15;JAMBI;1509;150905;01/01/2024;MENGUNGSI;JIWA;0; Rp-   ;2024
274;15;JAMBI;1509;150909;01/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
275;15;JAMBI;1509;150909;01/01/2024;MENDERITA;JIWA;0; Rp-   ;2024
276;15;JAMBI;1509;150909;01/01/2024;MENGUNGSI;JIWA;452; Rp-   ;2024
277;15;JAMBI;1509;150909;01/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
