NO;kode_provinsi;nama_provinsi;kode_kabupaten_kota;nama_kabupaten_kota;kode_kecamatan;nama_kecamatan;tahun;jumlah_keluarga_risiko_stunting;peringkat_kesejahteraan_1;peringkat_kesejahteraan_2;peringkat_kesejahteraan_3;peringkat_kesejahteraan_4;peringkat_kesejahteraan_>4;peringkat_kesejahteraan_belum_diketahui
1;15;JAMBI;1501;KERINCI;150105;AIR HANGAT;2021;874;65;76;107;105;521;0
2;15;JAMBI;1501;KERINCI;150121;AIR HANGAT BARAT;2021;690;62;99;110;90;329;0
3;15;JAMBI;1501;KERINCI;150111;AIR HANGAT TIMUR;2021;1.889;382;278;263;183;782;1
4;15;JAMBI;1501;KERINCI;150107;BATANG MERANGIN;2021;1.293;204;239;196;147;504;3
5;15;JAMBI;1501;KERINCI;150120;BUKITKERMAN;2021;1.245;252;155;159;134;545;0
6;15;JAMBI;1501;KERINCI;150102;DANAU KERINCI;2021;1.260;168;179;190;146;574;3
7;15;JAMBI;1501;KERINCI;150123;DANAU KERINCI BARAT;2021;1.037;137;140;132;132;496;0
8;15;JAMBI;1501;KERINCI;150117;DEPATI TUJUH;2021;1.259;197;181;183;160;538;0
9;15;JAMBI;1501;KERINCI;150106;GUNUNG KERINCI;2021;1.892;338;281;294;229;750;0
10;15;JAMBI;1501;KERINCI;150101;GUNUNG RAYA;2021;795;170;144;114;61;306;0
11;15;JAMBI;1501;KERINCI;150115;GUNUNG TUJUH;2021;1.610;163;220;286;283;654;4
12;15;JAMBI;1501;KERINCI;150109;KAYU ARO;2021;2.404;275;333;413;342;1.034;7
13;15;JAMBI;1501;KERINCI;150119;KAYU ARO BARAT;2021;1.766;124;213;294;259;873;3
14;15;JAMBI;1501;KERINCI;150108;KELILING DANAU;2021;1.390;103;134;158;163;828;4
15;15;JAMBI;1501;KERINCI;150104;SITINJAU LAUT;2021;792;129;147;115;94;304;3
16;15;JAMBI;1501;KERINCI;150116;SIULAK;2021;2.582;436;361;366;289;1.123;7
17;15;JAMBI;1501;KERINCI;150118;SIULAK MUKAI;2021;1.130;274;201;183;97;374;1
18;15;JAMBI;1501;KERINCI;150122;TANAH COGOK;2021;766;123;92;110;92;349;0
19;15;JAMBI;1502;MERANGIN;150202;BANGKO;2021;3.956;170;495;436;457;2.398;0
20;15;JAMBI;1502;MERANGIN;150210;BANGKO BARAT;2021;1.170;206;363;194;166;238;3
21;15;JAMBI;1502;MERANGIN;150212;BATANG MASUMAI;2021;1.143;148;228;163;143;461;0
22;15;JAMBI;1502;MERANGIN;150201;JANGKAT;2021;1.528;265;439;238;189;397;0
23;15;JAMBI;1502;MERANGIN;150218;JANGKAT TIMUR;2021;1.706;680;497;224;136;169;0
24;15;JAMBI;1502;MERANGIN;150209;LEMBAH MASURAI;2021;2.071;530;620;338;186;397;0
25;15;JAMBI;1502;MERANGIN;150221;MARGO TABIR;2021;1.711;209;366;284;251;601;0
26;15;JAMBI;1502;MERANGIN;150203;MUARA SIAU;2021;1.565;581;447;205;122;210;0
27;15;JAMBI;1502;MERANGIN;150211;NALO TANTAN;2021;2.042;453;512;276;215;586;0
28;15;JAMBI;1502;MERANGIN;150206;PAMENANG;2021;3.517;447;894;701;539;936;0
29;15;JAMBI;1502;MERANGIN;150213;PAMENANG BARAT;2021;2.134;275;459;385;273;742;0
30;15;JAMBI;1502;MERANGIN;150220;PAMENANG SELATAN;2021;1.118;177;301;230;168;242;0
31;15;JAMBI;1502;MERANGIN;150217;PANGKALAN JAMBU;2021;832;87;180;141;132;292;0
32;15;JAMBI;1502;MERANGIN;150219;RENAH PAMENANG;2021;1.412;90;344;316;240;422;0
33;15;JAMBI;1502;MERANGIN;150216;RENAH PEMBARAP;2021;1.585;320;479;253;178;355;0
34;15;JAMBI;1502;MERANGIN;150204;SUNGAI MANAU;2021;1.572;316;418;238;135;465;0
35;15;JAMBI;1502;MERANGIN;150205;TABIR;2021;3.831;986;1.160;613;479;593;0
36;15;JAMBI;1502;MERANGIN;150223;TABIR BARAT;2021;1.728;490;577;256;165;240;0
37;15;JAMBI;1502;MERANGIN;150214;TABIR ILIR;2021;1.281;203;285;179;109;505;0
38;15;JAMBI;1502;MERANGIN;150222;TABIR LINTAS;2021;931;101;246;185;113;286;0
39;15;JAMBI;1502;MERANGIN;150208;TABIR SELATAN;2021;2.796;159;602;594;465;971;5
40;15;JAMBI;1502;MERANGIN;150215;TABIR TIMUR;2021;995;169;297;191;131;207;0
41;15;JAMBI;1502;MERANGIN;150207;TABIR ULU;2021;1.250;449;347;127;85;242;0
42;15;JAMBI;1502;MERANGIN;150224;TIANG PUMPUNG;2021;622;162;210;112;50;88;0
43;15;JAMBI;1503;SAROLANGUN;150307;AIR HITAM;2021;2.700;278;539;490;510;879;4
44;15;JAMBI;1503;SAROLANGUN;150301;BATANG ASAI;2021;2.401;505;488;389;345;674;0
45;15;JAMBI;1503;SAROLANGUN;150308;BATHIN VIII;2021;1.779;81;122;138;206;1.232;0
46;15;JAMBI;1503;SAROLANGUN;150310;CERMIN NAN GEDANG;2021;1.470;320;279;194;174;503;0
47;15;JAMBI;1503;SAROLANGUN;150302;LIMUN;2021;2.361;420;500;350;382;709;0
48;15;JAMBI;1503;SAROLANGUN;150306;MANDIANGIN;2021;4.466;852;829;739;597;1.449;0
49;15;JAMBI;1503;SAROLANGUN;150311;MANDIANGIN TIMUR;2021;0;0;0;0;0;0;0
50;15;JAMBI;1503;SAROLANGUN;150304;PAUH;2021;2.519;559;546;414;317;683;0
51;15;JAMBI;1503;SAROLANGUN;150305;PELAWAN;2021;3.106;648;648;492;436;882;0
52;15;JAMBI;1503;SAROLANGUN;150303;SAROLANGUN;2021;5.131;459;736;682;742;2.509;3
53;15;JAMBI;1503;SAROLANGUN;150309;SINGKUT;2021;3.918;724;787;555;569;1.268;15
54;15;JAMBI;1504;BATANGHARI;150407;BAJUBANG;2021;4.550;436;851;929;690;1.626;18
55;15;JAMBI;1504;BATANGHARI;150404;BATIN XXIV;2021;2.938;504;588;605;406;835;0
56;15;JAMBI;1504;BATANGHARI;150408;MARO SEBO ILIR;2021;1.312;137;253;278;205;435;4
57;15;JAMBI;1504;BATANGHARI;150406;MARO SEBO ULU;2021;4.297;1.165;965;781;454;925;7
58;15;JAMBI;1504;BATANGHARI;150401;MERSAM;2021;2.554;328;514;547;368;797;0
59;15;JAMBI;1504;BATANGHARI;150403;MUARA BULIAN;2021;5.565;676;916;993;720;2.246;14
60;15;JAMBI;1504;BATANGHARI;150402;MUARA TEMBESI;2021;3.263;554;697;617;428;955;12
61;15;JAMBI;1504;BATANGHARI;150405;PEMAYUNG;2021;3.266;742;765;648;400;705;6
62;15;JAMBI;1505;MUARO JAMBI;150510;BAHAR SELATAN;2021;1.771;208;359;263;227;713;1
63;15;JAMBI;1505;MUARO JAMBI;150509;BAHAR UTARA;2021;1.342;101;254;188;243;552;4
64;15;JAMBI;1505;MUARO JAMBI;150501;JAMBI LUAR KOTA;2021;6.308;484;1.050;824;914;3.024;12
65;15;JAMBI;1505;MUARO JAMBI;150503;KUMPEH;2021;3.485;243;571;387;432;1.841;11
66;15;JAMBI;1505;MUARO JAMBI;150506;KUMPEH ULU;2021;5.827;303;893;803;990;2.838;0
67;15;JAMBI;1505;MUARO JAMBI;150504;MARO SEBO;2021;2.659;321;556;400;385;996;1
68;15;JAMBI;1505;MUARO JAMBI;150505;MESTONG;2021;4.388;512;848;638;752;1.632;6
69;15;JAMBI;1505;MUARO JAMBI;150502;SEKERNAN;2021;4.274;489;816;562;626;1.761;20
70;15;JAMBI;1505;MUARO JAMBI;150507;SUNGAI BAHAR;2021;2.246;102;378;310;398;1.052;6
71;15;JAMBI;1505;MUARO JAMBI;150508;SUNGAI GELAM;2021;6.565;318;888;805;990;3.543;21
72;15;JAMBI;1505;MUARO JAMBI;150511;TAMAN RAJO;2021;1.646;181;314;212;277;649;13
73;15;JAMBI;1506;TANJUNG JABUNG BARAT;150607;BATANG ASAM;2021;3.595;378;463;556;650;1.545;3
74;15;JAMBI;1506;TANJUNG JABUNG BARAT;150604;BETARA;2021;3.838;523;835;701;740;1.039;0
75;15;JAMBI;1506;TANJUNG JABUNG BARAT;150611;BRAM ITAM;2021;2.778;596;672;537;457;503;13
76;15;JAMBI;1506;TANJUNG JABUNG BARAT;150612;KUALA BETARA;2021;2.454;518;559;523;474;340;40
77;15;JAMBI;1506;TANJUNG JABUNG BARAT;150605;MERLUNG;2021;1.480;108;144;189;253;786;0
78;15;JAMBI;1506;TANJUNG JABUNG BARAT;150609;MUARA PAPALIK;2021;1.060;44;115;171;189;541;0
79;15;JAMBI;1506;TANJUNG JABUNG BARAT;150603;PENGABUAN;2021;4.365;1.075;1.126;933;673;558;0
80;15;JAMBI;1506;TANJUNG JABUNG BARAT;150608;RENAH MENDALUH;2021;1.545;156;230;273;280;598;8
81;15;JAMBI;1506;TANJUNG JABUNG BARAT;150610;SEBERANG KOTA;2021;1.496;377;396;328;192;183;20
82;15;JAMBI;1506;TANJUNG JABUNG BARAT;150613;SENYERANG;2021;4.427;955;1.275;1.071;655;433;38
83;15;JAMBI;1506;TANJUNG JABUNG BARAT;150606;TEBING TINGGI;2021;3.467;265;451;515;617;1.616;3
84;15;JAMBI;1506;TANJUNG JABUNG BARAT;150602;TUNGKAL ILIR;2021;6.418;1.085;1.019;998;897;2.228;191
85;15;JAMBI;1506;TANJUNG JABUNG BARAT;150601;TUNGKAL ULU;2021;1.372;120;171;245;220;616;0
86;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150711;BERBAK;2021;1.370;240;151;194;202;583;0
87;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150706;DENDANG;2021;1.943;364;211;276;275;816;1
88;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150710;GERAGAI;2021;2.927;316;291;373;414;1.521;12
89;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150708;KUALA JAMBI;2021;2.285;467;323;326;402;757;10
90;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150703;MENDAHARA;2021;4.345;891;717;872;831;1.034;0
91;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150709;MENDAHARA ULU;2021;2.281;717;375;325;328;536;0
92;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150707;MUARA SABAK BARAT;2021;2.343;254;196;251;312;1.330;0
93;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150701;MUARA SABAK TIMUR;2021;4.014;441;418;472;647;2.036;0
94;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150702;NIPAH PANJANG;2021;3.978;743;594;676;689;1.276;0
95;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150704;RANTAU RASAU;2021;3.171;527;426;524;552;1.141;1
96;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150705;S A D U;2021;1.776;264;193;225;301;793;0
97;15;JAMBI;1508;BUNGO;150815;BATHIN II PELAYANG;2021;936;148;166;204;147;271;0
98;15;JAMBI;1508;BUNGO;150811;BATHIN III;2021;2.352;236;312;380;353;1.063;8
99;15;JAMBI;1508;BUNGO;150814;BATHIN III ULU;2021;1.451;359;302;263;177;350;0
100;15;JAMBI;1508;BUNGO;150810;BATIN II BABEKO;2021;1.384;110;239;270;206;556;3
101;15;JAMBI;1508;BUNGO;150812;BUNGO DANI;2021;2.154;119;184;234;273;1.344;0
102;15;JAMBI;1508;BUNGO;150804;JUJUHAN;2021;1.846;173;296;377;324;675;1
103;15;JAMBI;1508;BUNGO;150816;JUJUHAN ILIR;2021;1.023;87;135;200;208;392;1
104;15;JAMBI;1508;BUNGO;150807;LIMBUR LUBUK MENGKUANG;2021;1.516;218;231;296;201;570;0
105;15;JAMBI;1508;BUNGO;150808;MUKO-MUKO BATHIN VII;2021;1.919;345;331;341;239;659;4
106;15;JAMBI;1508;BUNGO;150803;PASAR MUARO BUNGO;2021;1.672;156;149;220;220;926;1
107;15;JAMBI;1508;BUNGO;150806;PELEPAT;2021;3.001;437;490;539;362;1.173;0
108;15;JAMBI;1508;BUNGO;150809;PELEPAT ILIR;2021;4.491;294;498;784;799;2.111;5
109;15;JAMBI;1508;BUNGO;150802;RANTAU PANDAN;2021;1.374;232;214;230;211;481;6
110;15;JAMBI;1508;BUNGO;150813;RIMBO TENGAH;2021;1.351;36;74;104;150;986;1
111;15;JAMBI;1508;BUNGO;150805;TANAH SEPENGGAL;2021;2.687;483;472;471;368;889;4
112;15;JAMBI;1508;BUNGO;150817;TANAH SEPENGGAL LINTAS;2021;2.414;613;440;358;283;719;1
113;15;JAMBI;1508;BUNGO;150801;TANAH TUMBUH;2021;1.692;233;332;366;290;463;8
114;15;JAMBI;1509;TEBO;150912;MUARA TABIR;2021;2.160;249;425;310;296;869;11
115;15;JAMBI;1509;TEBO;150904;RIMBO BUJANG;2021;5.495;462;1.028;712;719;2.573;1
116;15;JAMBI;1509;TEBO;150908;RIMBO ILIR;2021;1.955;134;295;269;242;1.015;0
117;15;JAMBI;1509;TEBO;150907;RIMBO ULU;2021;3.689;417;813;561;488;1.406;4
118;15;JAMBI;1509;TEBO;150910;SERAI SERUMPUN;2021;1.338;218;329;170;153;465;3
119;15;JAMBI;1509;TEBO;150905;SUMAY;2021;2.353;267;576;344;286;880;0
120;15;JAMBI;1509;TEBO;150902;TEBO ILIR;2021;3.367;276;647;532;438;1.474;0
121;15;JAMBI;1509;TEBO;150901;TEBO TENGAH;2021;2.871;468;599;347;290;1.167;0
122;15;JAMBI;1509;TEBO;150903;TEBO ULU;2021;3.886;624;744;442;368;1.706;2
123;15;JAMBI;1509;TEBO;150909;TENGAH ILIR;2021;2.693;277;583;356;374;1.102;1
124;15;JAMBI;1509;TEBO;150906;VII KOTO;2021;2.208;280;537;313;274;803;1
125;15;JAMBI;1509;TEBO;150911;VII KOTO ILIR;2021;2.053;399;471;294;234;648;7
126;15;JAMBI;1571;KOTA JAMBI;157109;ALAM BARAJO;2021;8.368;667;625;777;775;5.524;0
127;15;JAMBI;1571;KOTA JAMBI;157110;DANAU SIPIN;2021;2.852;763;471;373;301;942;2
128;15;JAMBI;1571;KOTA JAMBI;157106;DANAU TELUK;2021;986;235;234;187;111;218;1
129;15;JAMBI;1571;KOTA JAMBI;157102;JAMBI SELATAN;2021;3.218;451;378;413;373;1.549;54
130;15;JAMBI;1571;KOTA JAMBI;157103;JAMBI TIMUR;2021;4.472;1.037;680;662;540;1.553;0
131;15;JAMBI;1571;KOTA JAMBI;157108;JELUTUNG;2021;3.840;689;532;503;470;1.642;4
132;15;JAMBI;1571;KOTA JAMBI;157107;KOTA BARU;2021;4.533;458;491;567;597;2.420;0
133;15;JAMBI;1571;KOTA JAMBI;157111;PAAL MERAH;2021;6.856;760;777;850;923;3.546;0
134;15;JAMBI;1571;KOTA JAMBI;157104;PASAR JAMBI;2021;535;143;91;77;52;170;2
135;15;JAMBI;1571;KOTA JAMBI;157105;PELAYANGAN;2021;1.141;391;270;179;92;209;0
136;15;JAMBI;1571;KOTA JAMBI;157101;TELANAIPURA;2021;2.643;322;305;311;298;1.377;30
137;15;JAMBI;1572;KOTA SUNGAI PENUH;157203;HAMPARAN RAWANG;2021;1.295;98;168;287;242;492;8
138;15;JAMBI;1572;KOTA SUNGAI PENUH;157207;KOTO BARU;2021;801;69;99;173;171;289;0
139;15;JAMBI;1572;KOTA SUNGAI PENUH;157205;KUMUN DEBAI;2021;738;117;107;72;96;344;2
140;15;JAMBI;1572;KOTA SUNGAI PENUH;157202;PESISIR BUKIT;2021;1.145;105;151;207;205;477;0
141;15;JAMBI;1572;KOTA SUNGAI PENUH;157206;PONDOK TINGGI;2021;1.591;36;63;111;215;1.164;2
142;15;JAMBI;1572;KOTA SUNGAI PENUH;157208;SUNGAI BUNGKAL;2021;866;11;28;60;136;630;1
143;15;JAMBI;1572;KOTA SUNGAI PENUH;157201;SUNGAI PENUH;2021;736;24;44;82;94;492;0
144;15;JAMBI;1572;KOTA SUNGAI PENUH;157204;TANAH KAMPUNG;2021;748;10;38;81;130;482;7
;15;JAMBI;1501;KERINCI;150105;AIR HANGAT;2022;303;28;25;36;30;184;0
;15;JAMBI;1501;KERINCI;150121;AIR HANGAT BARAT;2022;180;17;25;25;21;92;0
;15;JAMBI;1501;KERINCI;150111;AIR HANGAT TIMUR;2022;1671;411;265;232;162;601;0
;15;JAMBI;1501;KERINCI;150107;BATANG MERANGIN;2022;766;80;81;71;61;473;0
;15;JAMBI;1501;KERINCI;150120;BUKITKERMAN;2022;668;176;94;77;55;266;0
;15;JAMBI;1501;KERINCI;150102;DANAU KERINCI;2022;536;90;64;74;52;256;0
;15;JAMBI;1501;KERINCI;150123;DANAU KERINCI BARAT;2022;566;65;77;82;67;275;0
;15;JAMBI;1501;KERINCI;150117;DEPATI TUJUH;2022;514;92;69;53;51;249;0
;15;JAMBI;1501;KERINCI;150106;GUNUNG KERINCI;2022;1.504;302;231;223;177;571;0
;15;JAMBI;1501;KERINCI;150101;GUNUNG RAYA;2022;374;81;59;46;21;167;0
;15;JAMBI;1501;KERINCI;150115;GUNUNG TUJUH;2022;733;96;104;112;114;307;0
;15;JAMBI;1501;KERINCI;150109;KAYU ARO;2022;1.417;204;194;220;169;630;0
;15;JAMBI;1501;KERINCI;150119;KAYU ARO BARAT;2022;726;48;86;112;99;381;0
;15;JAMBI;1501;KERINCI;150108;KELILING DANAU;2022;1.069;78;86;112;114;679;0
;15;JAMBI;1501;KERINCI;150104;SITINJAU LAUT;2022;522;83;96;79;50;214;0
;15;JAMBI;1501;KERINCI;150116;SIULAK;2022;1.569;306;237;218;165;643;0
;15;JAMBI;1501;KERINCI;150118;SIULAK MUKAI;2022;880;274;168;153;59;226;0
;15;JAMBI;1501;KERINCI;150122;TANAH COGOK;2022;538;80;60;72;56;270;0
;15;JAMBI;1502;MERANGIN;150202;BANGKO;2022;1.851;70;196;191;170;1.224;0
;15;JAMBI;1502;MERANGIN;150210;BANGKO BARAT;2022;803;136;244;108;92;223;0
;15;JAMBI;1502;MERANGIN;150212;BATANG MASUMAI;2022;586;73;98;62;59;294;0
;15;JAMBI;1502;MERANGIN;150201;JANGKAT;2022;1.135;229;341;168;136;261;0
;15;JAMBI;1502;MERANGIN;150218;JANGKAT TIMUR;2022;1.408;603;421;170;107;107;0
;15;JAMBI;1502;MERANGIN;150209;LEMBAH MASURAI;2022;1.670;428;462;256;152;372;0
;15;JAMBI;1502;MERANGIN;150221;MARGO TABIR;2022;994;196;250;159;129;260;0
;15;JAMBI;1502;MERANGIN;150203;MUARA SIAU;2022;998;389;288;125;62;134;0
;15;JAMBI;1502;MERANGIN;150211;NALO TANTAN;2022;1.283;392;350;151;121;269;0
;15;JAMBI;1502;MERANGIN;150206;PAMENANG;2022;2.078;247;407;342;269;813;0
;15;JAMBI;1502;MERANGIN;150213;PAMENANG BARAT;2022;1.118;181;243;171;137;386;0
;15;JAMBI;1502;MERANGIN;150220;PAMENANG SELATAN;2022;525;117;129;90;66;123;0
;15;JAMBI;1502;MERANGIN;150217;PANGKALAN JAMBU;2022;368;27;48;51;47;195;0
;15;JAMBI;1502;MERANGIN;150219;RENAH PAMENANG;2022;406;18;82;73;52;181;0
;15;JAMBI;1502;MERANGIN;150216;RENAH PEMBARAP;2022;766;214;210;114;69;159;0
;15;JAMBI;1502;MERANGIN;150204;SUNGAI MANAU;2022;1.136;282;303;161;103;287;0
;15;JAMBI;1502;MERANGIN;150205;TABIR;2022;2.787;672;673;357;283;802;0
;15;JAMBI;1502;MERANGIN;150223;TABIR BARAT;2022;1.416;376;474;187;141;238;0
;15;JAMBI;1502;MERANGIN;150214;TABIR ILIR;2022;825;190;209;112;54;260;0
;15;JAMBI;1502;MERANGIN;150222;TABIR LINTAS;2022;539;78;146;103;52;160;0
;15;JAMBI;1502;MERANGIN;150208;TABIR SELATAN;2022;1.204;73;199;202;177;553;0
;15;JAMBI;1502;MERANGIN;150215;TABIR TIMUR;2022;649;109;192;97;69;182;0
;15;JAMBI;1502;MERANGIN;150207;TABIR ULU;2022;911;419;254;73;46;119;0
;15;JAMBI;1502;MERANGIN;150224;TIANG PUMPUNG;2022;343;120;113;50;18;42;0
;15;JAMBI;1503;SAROLANGUN;150307;AIR HITAM;2022;1.438;157;252;244;231;554;0
;15;JAMBI;1503;SAROLANGUN;150301;BATANG ASAI;2022;2.793;513;479;368;328;1.105;0
;15;JAMBI;1503;SAROLANGUN;150308;BATHIN VIII;2022;1.254;69;81;82;107;915;0
;15;JAMBI;1503;SAROLANGUN;150310;CERMIN NAN GEDANG;2022;766;221;159;95;84;207;0
;15;JAMBI;1503;SAROLANGUN;150302;LIMUN;2022;1.714;363;385;245;265;456;0
