id;kode_provinsi;nama_provinsi;kode_kabupaten_kota;kode_kecamatan;jumlah_puting_beliung;tahun
936;15;JAMBI;;;;
937;15;JAMBI;;;;
938;15;JAMBI;;;;
939;15;JAMBI;;;;
940;15;JAMBI;;;;
941;15;JAMBI;;;;
942;15;JAMBI;;;;
943;15;JAMBI;;;;
944;15;JAMBI;;;;
945;15;JAMBI;;;;
946;15;JAMBI;;;;
947;15;JAMBI;;;;
948;15;JAMBI;;;;
949;15;JAMBI;;;;
950;15;JAMBI;;;;
951;15;JAMBI;;;;
952;15;JAMBI;;;;
953;15;JAMBI;;;;
954;15;JAMBI;;;;
955;15;JAMBI;;;;
956;15;JAMBI;;;;
957;15;JAMBI;;;;
958;15;JAMBI;;;;
959;15;JAMBI;;;;
960;15;JAMBI;;;;
961;15;JAMBI;;;;
962;15;JAMBI;;;;
963;15;JAMBI;;;;
964;15;JAMBI;;;;
965;15;JAMBI;;;;
966;15;JAMBI;;;;
967;15;JAMBI;;;;
968;15;JAMBI;;;;
969;15;JAMBI;;;;
970;15;JAMBI;;;;
971;15;JAMBI;;;;
972;15;JAMBI;;;;
973;15;JAMBI;;;;
974;15;JAMBI;;;;
975;15;JAMBI;;;;
976;15;JAMBI;;;;
977;15;JAMBI;;;;
978;15;JAMBI;;;;
979;15;JAMBI;;;;
980;15;JAMBI;;;;
981;15;JAMBI;;;;
982;15;JAMBI;;;;
983;15;JAMBI;;;;
984;15;JAMBI;;;;
985;15;JAMBI;;;;
986;15;JAMBI;;;;
987;15;JAMBI;;;;
988;15;JAMBI;;;;
989;15;JAMBI;;;;
990;15;JAMBI;;;;
991;15;JAMBI;;;;
992;15;JAMBI;;;;
993;15;JAMBI;;;;
994;15;JAMBI;;;;
995;15;JAMBI;;;;
996;15;JAMBI;;;;
997;15;JAMBI;;;;
998;15;JAMBI;;;;
999;15;JAMBI;;;;
1000;15;JAMBI;;;;
1001;15;JAMBI;;;;
1002;15;JAMBI;;;;
1003;15;JAMBI;;;;
1004;15;JAMBI;;;;
1005;15;JAMBI;;;;
1006;15;JAMBI;;;;
1007;15;JAMBI;;;;
1008;15;JAMBI;;;;
1009;15;JAMBI;;;;
1010;15;JAMBI;;;;
1011;15;JAMBI;;;;
1012;15;JAMBI;;;;
1013;15;JAMBI;;;;
1014;15;JAMBI;;;;
1015;15;JAMBI;;;;
1016;15;JAMBI;;;;
1017;15;JAMBI;;;;
1018;15;JAMBI;;;;
1019;15;JAMBI;;;;
1020;15;JAMBI;;;;
1021;15;JAMBI;;;;
1022;15;JAMBI;;;;
1023;15;JAMBI;;;;
1024;15;JAMBI;;;;
1025;15;JAMBI;;;;
1026;15;JAMBI;;;;
1027;15;JAMBI;;;;
1028;15;JAMBI;;;;
1029;15;JAMBI;;;;
1030;15;JAMBI;;;;
1031;15;JAMBI;;;;
1032;15;JAMBI;;;;
1033;15;JAMBI;;;;
1034;15;JAMBI;;;;
1035;15;JAMBI;;;;
1036;15;JAMBI;;;;
1037;15;JAMBI;;;;
1038;15;JAMBI;;;;
1039;15;JAMBI;;;;
1040;15;JAMBI;;;;
1041;15;JAMBI;;;;
1042;15;JAMBI;;;;
1043;15;JAMBI;;;;
1044;15;JAMBI;;;;
1045;15;JAMBI;;;;
1046;15;JAMBI;;;;
1047;15;JAMBI;;;;
1048;15;JAMBI;;;;
1049;15;JAMBI;;;;
1050;15;JAMBI;;;;
1051;15;JAMBI;;;;
1052;15;JAMBI;;;;
1053;15;JAMBI;;;;
1054;15;JAMBI;;;;
1055;15;JAMBI;;;;
1056;15;JAMBI;;;;
1057;15;JAMBI;;;;
1058;15;JAMBI;;;;
1059;15;JAMBI;;;;
1060;15;JAMBI;;;;
1061;15;JAMBI;;;;
1062;15;JAMBI;;;;
1063;15;JAMBI;;;;
1064;15;JAMBI;;;;
1065;15;JAMBI;;;;
1066;15;JAMBI;;;;
1067;15;JAMBI;;;;
1068;15;JAMBI;;;;
1069;15;JAMBI;;;;
1070;15;JAMBI;;;;
1071;15;JAMBI;;;;
1072;15;JAMBI;;;;
1073;15;JAMBI;;;;
1074;15;JAMBI;;;;
1075;15;JAMBI;;;;
1076;15;JAMBI;;;;
1077;15;JAMBI;;;;
1078;15;JAMBI;;;;
1079;15;JAMBI;;;;
1080;15;JAMBI;;;;
1081;15;JAMBI;;;;
1082;15;JAMBI;;;;
1083;15;JAMBI;;;;
1084;15;JAMBI;;;;
1085;15;JAMBI;;;;
1086;15;JAMBI;;;;
1087;15;JAMBI;;;;
1088;15;JAMBI;;;;
1089;15;JAMBI;;;;
1090;15;JAMBI;;;;
1091;15;JAMBI;;;;
1092;15;JAMBI;;;;
1093;15;JAMBI;;;;
1094;15;JAMBI;;;;
1095;15;JAMBI;;;;
1096;15;JAMBI;;;;
1097;15;JAMBI;;;;
1098;15;JAMBI;;;;
1099;15;JAMBI;;;;
1100;15;JAMBI;;;;
1101;15;JAMBI;;;;
1102;15;JAMBI;;;;
1103;15;JAMBI;;;;
1104;15;JAMBI;;;;
1105;15;JAMBI;;;;
1106;15;JAMBI;;;;
1107;15;JAMBI;;;;
1108;15;JAMBI;;;;
1109;15;JAMBI;;;;
1110;15;JAMBI;;;;
1111;15;JAMBI;;;;
1112;15;JAMBI;;;;
1113;15;JAMBI;;;;
1114;15;JAMBI;;;;
1115;15;JAMBI;;;;
1116;15;JAMBI;;;;
1117;15;JAMBI;;;;
1118;15;JAMBI;;;;
1119;15;JAMBI;;;;
1120;15;JAMBI;;;;
1121;15;JAMBI;;;;
1122;15;JAMBI;;;;
1123;15;JAMBI;;;;
1124;15;JAMBI;;;;
1125;15;JAMBI;;;;
1126;15;JAMBI;;;;
1127;15;JAMBI;;;;
1128;15;JAMBI;;;;
1129;15;JAMBI;;;;
1130;15;JAMBI;;;;
1131;15;JAMBI;;;;
1132;15;JAMBI;;;;
1133;15;JAMBI;;;;
1134;15;JAMBI;;;;
1135;15;JAMBI;;;;
1136;15;JAMBI;;;;
1137;15;JAMBI;;;;
1138;15;JAMBI;;;;
1139;15;JAMBI;;;;
1140;15;JAMBI;;;;
1141;15;JAMBI;;;;
1142;15;JAMBI;;;;
1143;15;JAMBI;;;;
1144;15;JAMBI;;;;
1145;15;JAMBI;;;;
1146;15;JAMBI;;;;
1147;15;JAMBI;;;;
1148;15;JAMBI;;;;
1149;15;JAMBI;;;;
1150;15;JAMBI;;;;
1151;15;JAMBI;;;;
1152;15;JAMBI;;;;
1153;15;JAMBI;;;;
1154;15;JAMBI;;;;
1155;15;JAMBI;;;;
1156;15;JAMBI;;;;
1157;15;JAMBI;;;;
1158;15;JAMBI;;;;
1159;15;JAMBI;;;;
1160;15;JAMBI;;;;
1161;15;JAMBI;;;;
1162;15;JAMBI;;;;
1163;15;JAMBI;;;;
1164;15;JAMBI;;;;
1165;15;JAMBI;;;;
1166;15;JAMBI;;;;
1167;15;JAMBI;;;;
1168;15;JAMBI;;;;
1169;15;JAMBI;;;;
1170;15;JAMBI;;;;
1171;15;JAMBI;;;;
1172;15;JAMBI;;;;
1173;15;JAMBI;;;;
1174;15;JAMBI;;;;
1175;15;JAMBI;;;;
1176;15;JAMBI;;;;
1177;15;JAMBI;;;;
1178;15;JAMBI;;;;
1179;15;JAMBI;;;;
1180;15;JAMBI;;;;
1181;15;JAMBI;;;;
1182;15;JAMBI;;;;
1183;15;JAMBI;;;;
1184;15;JAMBI;;;;
1185;15;JAMBI;;;;
1186;15;JAMBI;;;;
1187;15;JAMBI;;;;
1188;15;JAMBI;;;;
1189;15;JAMBI;;;;
1190;15;JAMBI;;;;
1191;15;JAMBI;;;;
1192;15;JAMBI;;;;
1193;15;JAMBI;;;;
1194;15;JAMBI;;;;
1195;15;JAMBI;;;;
1196;15;JAMBI;;;;
1197;15;JAMBI;;;;
1198;15;JAMBI;;;;
1199;15;JAMBI;;;;
1200;15;JAMBI;;;;
1201;15;JAMBI;;;;
1202;15;JAMBI;;;;
1203;15;JAMBI;;;;
1204;15;JAMBI;;;;
1205;15;JAMBI;;;;
1206;15;JAMBI;;;;
1207;15;JAMBI;;;;
1208;15;JAMBI;;;;
1209;15;JAMBI;;;;
1210;15;JAMBI;;;;
1211;15;JAMBI;;;;
1212;15;JAMBI;;;;
1213;15;JAMBI;;;;
1214;15;JAMBI;;;;
1215;15;JAMBI;;;;
1216;15;JAMBI;;;;
1217;15;JAMBI;;;;
1218;15;JAMBI;;;;
1219;15;JAMBI;;;;
1220;15;JAMBI;;;;
1221;15;JAMBI;;;;
1222;15;JAMBI;;;;
1223;15;JAMBI;;;;
1224;15;JAMBI;;;;
1225;15;JAMBI;;;;
1226;15;JAMBI;;;;
1227;15;JAMBI;;;;
1228;15;JAMBI;;;;
1229;15;JAMBI;;;;
1230;15;JAMBI;;;;
1231;15;JAMBI;;;;
1232;15;JAMBI;;;;
1233;15;JAMBI;;;;
1234;15;JAMBI;;;;
1235;15;JAMBI;;;;
1236;15;JAMBI;;;;
1237;15;JAMBI;;;;
1238;15;JAMBI;;;;
1239;15;JAMBI;;;;
1240;15;JAMBI;;;;
1241;15;JAMBI;;;;
1242;15;JAMBI;;;;
1243;15;JAMBI;;;;
1244;15;JAMBI;;;;
1245;15;JAMBI;;;;
1246;15;JAMBI;;;;
1247;15;JAMBI;;;;
1248;15;JAMBI;;;;
1249;15;JAMBI;;;;
1250;15;JAMBI;;;;
1251;15;JAMBI;;;;
1252;15;JAMBI;;;;
1253;15;JAMBI;;;;
1254;15;JAMBI;;;;
1255;15;JAMBI;;;;
1256;15;JAMBI;;;;
1257;15;JAMBI;;;;
1258;15;JAMBI;;;;
1259;15;JAMBI;;;;
1260;15;JAMBI;;;;
1261;15;JAMBI;;;;
1262;15;JAMBI;;;;
1263;15;JAMBI;;;;
1264;15;JAMBI;;;;
1265;15;JAMBI;;;;
1266;15;JAMBI;;;;
1267;15;JAMBI;;;;
1268;15;JAMBI;;;;
1269;15;JAMBI;;;;
1270;15;JAMBI;;;;
1271;15;JAMBI;;;;
1272;15;JAMBI;;;;
1273;15;JAMBI;;;;
1274;15;JAMBI;;;;
1275;15;JAMBI;;;;
1276;15;JAMBI;;;;
1277;15;JAMBI;;;;
1278;15;JAMBI;;;;
1279;15;JAMBI;;;;
1280;15;JAMBI;;;;
1281;15;JAMBI;;;;
1282;15;JAMBI;;;;
1283;15;JAMBI;;;;
1284;15;JAMBI;;;;
1285;15;JAMBI;;;;
1286;15;JAMBI;;;;
1287;15;JAMBI;;;;
1288;15;JAMBI;;;;
1289;15;JAMBI;;;;
1290;15;JAMBI;;;;
1291;15;JAMBI;;;;
1292;15;JAMBI;;;;
1293;15;JAMBI;;;;
1294;15;JAMBI;;;;
1295;15;JAMBI;;;;
1296;15;JAMBI;;;;
1297;15;JAMBI;;;;
1298;15;JAMBI;;;;
1299;15;JAMBI;;;;
1300;15;JAMBI;;;;
1301;15;JAMBI;;;;
1302;15;JAMBI;;;;
1303;15;JAMBI;;;;
1304;15;JAMBI;;;;
1305;15;JAMBI;;;;
1306;15;JAMBI;;;;
1307;15;JAMBI;;;;
1308;15;JAMBI;;;;
1309;15;JAMBI;;;;
1310;15;JAMBI;;;;
1311;15;JAMBI;;;;
1312;15;JAMBI;;;;
1313;15;JAMBI;;;;
1314;15;JAMBI;;;;
1315;15;JAMBI;;;;
1316;15;JAMBI;;;;
1317;15;JAMBI;;;;
1318;15;JAMBI;;;;
1319;15;JAMBI;;;;
1320;15;JAMBI;;;;
1321;15;JAMBI;;;;
1322;15;JAMBI;;;;
1323;15;JAMBI;;;;
1324;15;JAMBI;;;;
1325;15;JAMBI;;;;
1326;15;JAMBI;;;;
1327;15;JAMBI;;;;
1328;15;JAMBI;;;;
1329;15;JAMBI;;;;
1330;15;JAMBI;;;;
1331;15;JAMBI;;;;
1332;15;JAMBI;;;;
1333;15;JAMBI;;;;
1334;15;JAMBI;;;;
1335;15;JAMBI;;;;
1336;15;JAMBI;;;;
1337;15;JAMBI;;;;
1338;15;JAMBI;;;;
1339;15;JAMBI;;;;
1340;15;JAMBI;;;;
1341;15;JAMBI;;;;
1342;15;JAMBI;;;;
1343;15;JAMBI;;;;
1344;15;JAMBI;;;;
1345;15;JAMBI;;;;
1346;15;JAMBI;;;;
1347;15;JAMBI;;;;
1348;15;JAMBI;;;;
1349;15;JAMBI;;;;
1350;15;JAMBI;;;;
1351;15;JAMBI;;;;
1352;15;JAMBI;;;;
1353;15;JAMBI;;;;
1354;15;JAMBI;;;;
1355;15;JAMBI;;;;
1356;15;JAMBI;;;;
1357;15;JAMBI;;;;
1358;15;JAMBI;;;;
1359;15;JAMBI;;;;
1360;15;JAMBI;;;;
1361;15;JAMBI;;;;
1362;15;JAMBI;;;;
1363;15;JAMBI;;;;
1364;15;JAMBI;;;;
1365;15;JAMBI;;;;
1366;15;JAMBI;;;;
1367;15;JAMBI;;;;
1368;15;JAMBI;;;;
1369;15;JAMBI;;;;
1370;15;JAMBI;;;;
1371;15;JAMBI;;;;
1372;15;JAMBI;;;;
1373;15;JAMBI;;;;
1374;15;JAMBI;;;;
1375;15;JAMBI;;;;
1376;15;JAMBI;;;;
1377;15;JAMBI;;;;
1378;15;JAMBI;;;;
1379;15;JAMBI;;;;
1380;15;JAMBI;;;;
1381;15;JAMBI;;;;
1382;15;JAMBI;;;;
1383;15;JAMBI;;;;
1384;15;JAMBI;;;;
1385;15;JAMBI;;;;
1386;15;JAMBI;;;;
1387;15;JAMBI;;;;
1388;15;JAMBI;;;;
1389;15;JAMBI;;;;
1390;15;JAMBI;;;;
1391;15;JAMBI;;;;
1392;15;JAMBI;;;;
1393;15;JAMBI;;;;
1394;15;JAMBI;;;;
1395;15;JAMBI;;;;
1396;15;JAMBI;;;;
1397;15;JAMBI;;;;
1398;15;JAMBI;;;;
1399;15;JAMBI;;;;
1400;15;JAMBI;;;;
1401;15;JAMBI;;;;
1402;15;JAMBI;;;;
1403;15;JAMBI;;;;
1404;15;JAMBI;;;;
1405;15;JAMBI;;;;
1406;15;JAMBI;;;;
1407;15;JAMBI;;;;
1408;15;JAMBI;;;;
1409;15;JAMBI;;;;
1410;15;JAMBI;;;;
1411;15;JAMBI;;;;
1412;15;JAMBI;;;;
1413;15;JAMBI;;;;
1414;15;JAMBI;;;;
1415;15;JAMBI;;;;
1416;15;JAMBI;;;;
1417;15;JAMBI;;;;
1418;15;JAMBI;;;;
1419;15;JAMBI;;;;
1420;15;JAMBI;;;;
1421;15;JAMBI;;;;
1422;15;JAMBI;;;;
1423;15;JAMBI;;;;
1424;15;JAMBI;;;;
1425;15;JAMBI;;;;
1426;15;JAMBI;;;;
1427;15;JAMBI;;;;
1428;15;JAMBI;;;;
1429;15;JAMBI;;;;
1430;15;JAMBI;;;;
1431;15;JAMBI;;;;
1432;15;JAMBI;;;;
1433;15;JAMBI;;;;
1434;15;JAMBI;;;;
1435;15;JAMBI;;;;
1436;15;JAMBI;;;;
1437;15;JAMBI;;;;
1438;15;JAMBI;;;;
1439;15;JAMBI;;;;
1440;15;JAMBI;;;;
1441;15;JAMBI;;;;
1442;15;JAMBI;;;;
1443;15;JAMBI;;;;
1444;15;JAMBI;;;;
1445;15;JAMBI;;;;
1446;15;JAMBI;;;;
1447;15;JAMBI;;;;
1448;15;JAMBI;;;;
1449;15;JAMBI;;;;
1450;15;JAMBI;;;;
1451;15;JAMBI;;;;
1452;15;JAMBI;;;;
1453;15;JAMBI;;;;
1454;15;JAMBI;;;;
1455;15;JAMBI;;;;
1456;15;JAMBI;;;;
1457;15;JAMBI;;;;
1458;15;JAMBI;;;;
1459;15;JAMBI;;;;
1460;15;JAMBI;;;;
1461;15;JAMBI;;;;
1462;15;JAMBI;;;;
1463;15;JAMBI;;;;
1464;15;JAMBI;;;;
1465;15;JAMBI;;;;
1466;15;JAMBI;;;;
1467;15;JAMBI;;;;
1468;15;JAMBI;;;;
1469;15;JAMBI;;;;
1470;15;JAMBI;;;;
1471;15;JAMBI;;;;
1472;15;JAMBI;;;;
1473;15;JAMBI;;;;
1474;15;JAMBI;;;;
1475;15;JAMBI;;;;
1476;15;JAMBI;;;;
1477;15;JAMBI;;;;
1478;15;JAMBI;;;;
1479;15;JAMBI;;;;
1480;15;JAMBI;;;;
