id;kode_provinsi;nama_provinsi;kode_kabupaten_kota;kode_kecamatan;data_pokok;satuan;tahun_ajaran;status;bidang_pendidikan;jumlah
78;15;JAMBI;1503;150307;PESERTA DIDIK;JIWA;2023/2024 GANJIL;P;TK;186
79;15;JAMBI;1503;150307;PESERTA DIDIK;JIWA;2023/2024 GANJIL;P;KB;327
80;15;JAMBI;1503;150307;PESERTA DIDIK;JIWA;2023/2024 GANJIL;P;TPA;0
81;15;JAMBI;1503;150307;PESERTA DIDIK;JIWA;2023/2024 GANJIL;P;SPS;0
82;15;JAMBI;1503;150307;PESERTA DIDIK;JIWA;2023/2024 GANJIL;P;PKBM;77
83;15;JAMBI;1503;150307;PESERTA DIDIK;JIWA;2023/2024 GANJIL;P;SKB;0
84;15;JAMBI;1503;150307;PESERTA DIDIK;JIWA;2023/2024 GANJIL;P;SD;1.268
85;15;JAMBI;1503;150307;PESERTA DIDIK;JIWA;2023/2024 GANJIL;P;SMP;334
86;15;JAMBI;1503;150307;PESERTA DIDIK;JIWA;2023/2024 GANJIL;P;SMA;118
87;15;JAMBI;1503;150307;PESERTA DIDIK;JIWA;2023/2024 GANJIL;P;SMK;193
88;15;JAMBI;1503;150307;PESERTA DIDIK;JIWA;2023/2024 GANJIL;P;SLB;0
89;15;JAMBI;1571;157109;PESERTA DIDIK;JIWA;2023/2024 GANJIL;L;TK;708
90;15;JAMBI;1571;157109;PESERTA DIDIK;JIWA;2023/2024 GANJIL;L;KB;239
91;15;JAMBI;1571;157109;PESERTA DIDIK;JIWA;2023/2024 GANJIL;L;TPA;43
92;15;JAMBI;1571;157109;PESERTA DIDIK;JIWA;2023/2024 GANJIL;L;SPS;51
93;15;JAMBI;1571;157109;PESERTA DIDIK;JIWA;2023/2024 GANJIL;L;PKBM;0
94;15;JAMBI;1571;157109;PESERTA DIDIK;JIWA;2023/2024 GANJIL;L;SKB;0
95;15;JAMBI;1571;157109;PESERTA DIDIK;JIWA;2023/2024 GANJIL;L;SD;4.288
96;15;JAMBI;1571;157109;PESERTA DIDIK;JIWA;2023/2024 GANJIL;L;SMP;1.397
97;15;JAMBI;1571;157109;PESERTA DIDIK;JIWA;2023/2024 GANJIL;L;SMA;1.324
98;15;JAMBI;1571;157109;PESERTA DIDIK;JIWA;2023/2024 GANJIL;L;SMK;1.656
99;15;JAMBI;1571;157109;PESERTA DIDIK;JIWA;2023/2024 GANJIL;L;SLB;7
100;15;JAMBI;1571;157109;PESERTA DIDIK;JIWA;2023/2024 GANJIL;P;TK;693
101;15;JAMBI;1571;157109;PESERTA DIDIK;JIWA;2023/2024 GANJIL;P;KB;249
102;15;JAMBI;1571;157109;PESERTA DIDIK;JIWA;2023/2024 GANJIL;P;TPA;50
103;15;JAMBI;1571;157109;PESERTA DIDIK;JIWA;2023/2024 GANJIL;P;SPS;69
104;15;JAMBI;1571;157109;PESERTA DIDIK;JIWA;2023/2024 GANJIL;P;PKBM;0
105;15;JAMBI;1571;157109;PESERTA DIDIK;JIWA;2023/2024 GANJIL;P;SKB;0
106;15;JAMBI;1571;157109;PESERTA DIDIK;JIWA;2023/2024 GANJIL;P;SD;3.809
107;15;JAMBI;1571;157109;PESERTA DIDIK;JIWA;2023/2024 GANJIL;P;SMP;1.424
108;15;JAMBI;1571;157109;PESERTA DIDIK;JIWA;2023/2024 GANJIL;P;SMA;1.298
109;15;JAMBI;1571;157109;PESERTA DIDIK;JIWA;2023/2024 GANJIL;P;SMK;93
110;15;JAMBI;1571;157109;PESERTA DIDIK;JIWA;2023/2024 GANJIL;P;SLB;3
111;15;JAMBI;1505;150510;PESERTA DIDIK;JIWA;2023/2024 GANJIL;L;TK;215
112;15;JAMBI;1505;150510;PESERTA DIDIK;JIWA;2023/2024 GANJIL;L;KB;78
113;15;JAMBI;1505;150510;PESERTA DIDIK;JIWA;2023/2024 GANJIL;L;TPA;0
114;15;JAMBI;1505;150510;PESERTA DIDIK;JIWA;2023/2024 GANJIL;L;SPS;22
115;15;JAMBI;1505;150510;PESERTA DIDIK;JIWA;2023/2024 GANJIL;L;PKBM;0
116;15;JAMBI;1505;150510;PESERTA DIDIK;JIWA;2023/2024 GANJIL;L;SKB;0
117;15;JAMBI;1505;150510;PESERTA DIDIK;JIWA;2023/2024 GANJIL;L;SD;1.268
118;15;JAMBI;1505;150510;PESERTA DIDIK;JIWA;2023/2024 GANJIL;L;SMP;289
119;15;JAMBI;1505;150510;PESERTA DIDIK;JIWA;2023/2024 GANJIL;L;SMA;82
120;15;JAMBI;1505;150510;PESERTA DIDIK;JIWA;2023/2024 GANJIL;L;SMK;0
121;15;JAMBI;1505;150510;PESERTA DIDIK;JIWA;2023/2024 GANJIL;L;SLB;0
122;15;JAMBI;1505;150510;PESERTA DIDIK;JIWA;2023/2024 GANJIL;P;TK;208
123;15;JAMBI;1505;150510;PESERTA DIDIK;JIWA;2023/2024 GANJIL;P;KB;70
124;15;JAMBI;1505;150510;PESERTA DIDIK;JIWA;2023/2024 GANJIL;P;TPA;0
125;15;JAMBI;1505;150510;PESERTA DIDIK;JIWA;2023/2024 GANJIL;P;SPS;14
126;15;JAMBI;1505;150510;PESERTA DIDIK;JIWA;2023/2024 GANJIL;P;PKBM;0
127;15;JAMBI;1505;150510;PESERTA DIDIK;JIWA;2023/2024 GANJIL;P;SKB;0
128;15;JAMBI;1505;150510;PESERTA DIDIK;JIWA;2023/2024 GANJIL;P;SD;1.143
129;15;JAMBI;1505;150510;PESERTA DIDIK;JIWA;2023/2024 GANJIL;P;SMP;240
130;15;JAMBI;1505;150510;PESERTA DIDIK;JIWA;2023/2024 GANJIL;P;SMA;74
131;15;JAMBI;1505;150510;PESERTA DIDIK;JIWA;2023/2024 GANJIL;P;SMK;0
132;15;JAMBI;1505;150510;PESERTA DIDIK;JIWA;2023/2024 GANJIL;P;SLB;0
133;15;JAMBI;1505;150509;PESERTA DIDIK;JIWA;2023/2024 GANJIL;L;TK;111
134;15;JAMBI;1505;150509;PESERTA DIDIK;JIWA;2023/2024 GANJIL;L;KB;44
135;15;JAMBI;1505;150509;PESERTA DIDIK;JIWA;2023/2024 GANJIL;L;TPA;0
136;15;JAMBI;1505;150509;PESERTA DIDIK;JIWA;2023/2024 GANJIL;L;SPS;0
