 ;kode_provinsi;nama_provinsi;kode_kabupaten_kota;kode_kecamatan;kode_kelurahan_desa;nama_perusahaan;nama_pemilik;badan_usaha;kbli_2020;jenis_industri;kategori_industri;jenis_produk;jumlah_produksi;satuan;status;tahun
1090;15;JAMBI;1502;150202;1502021013;NIASTRA;NIASTRA;PO;25993;INDUSTRI KEPERLUAN RUMAH TANGGA DARI LOGAM BUKAN PERALATAN DAPUR DAN PERALATAN MEJA;INDUSTRI BARANG LOGAM, BUKAN MESIN DAN PERALATANNYA;PERABOT ALMUNIUM;18000;UNIT;AKTIF;2023
1091;15;JAMBI;1502;150202;1502021013;WILSEN;WILSEN;PO;25993;INDUSTRI KEPERLUAN RUMAH TANGGA DARI LOGAM BUKAN PERALATAN DAPUR DAN PERALATAN MEJA;INDUSTRI BARANG LOGAM, BUKAN MESIN DAN PERALATANNYA;PERABOT ALMUNIUM;250;UNIT;AKTIF;2023
1092;15;JAMBI;1502;150202;1502021013;SENTRAL;BUSAMAN ASALI;PO;25993;INDUSTRI KEPERLUAN RUMAH TANGGA DARI LOGAM BUKAN PERALATAN DAPUR DAN PERALATAN MEJA;INDUSTRI BARANG LOGAM, BUKAN MESIN DAN PERALATANNYA;PERABOT ALMUNIUM;360;UNIT;AKTIF;2023
1093;15;JAMBI;1502;150202;0;LATANSA;AMJONI PUTRA;PO;25993;INDUSTRI KEPERLUAN RUMAH TANGGA DARI LOGAM BUKAN PERALATAN DAPUR DAN PERALATAN MEJA;INDUSTRI BARANG LOGAM, BUKAN MESIN DAN PERALATANNYA;PERABOT ALMUNIUM;600;UNIT;AKTIF;2023
1094;15;JAMBI;1502;150214;1502142005;SUKAMAT;SUKAMAT;PO;25993;INDUSTRI KEPERLUAN RUMAH TANGGA DARI LOGAM BUKAN PERALATAN DAPUR DAN PERALATAN MEJA;INDUSTRI BARANG LOGAM, BUKAN MESIN DAN PERALATANNYA;KUKUSAN ALUMINIUM;1200;BUAH;AKTIF;2023
1095;15;JAMBI;1502;150221;1502212001;DWI DAYA GEMILANG;SUHARDI;PO;25993;INDUSTRI KEPERLUAN RUMAH TANGGA DARI LOGAM BUKAN PERALATAN DAPUR DAN PERALATAN MEJA;INDUSTRI BARANG LOGAM, BUKAN MESIN DAN PERALATANNYA;USAHA ALUMUNIUM;240; UNIT ;AKTIF;2023
1096;15;JAMBI;1502;150205;1502032018;AZKA ALUMINIUM;AZKA;PO;25993;INDUSTRI KEPERLUAN RUMAH TANGGA DARI LOGAM BUKAN PERALATAN DAPUR DAN PERALATAN MEJA;INDUSTRI BARANG LOGAM, BUKAN MESIN DAN PERALATANNYA;USAHA ALUMUNIUM;240; UNIT ;AKTIF;2023
1097;15;JAMBI;1502;150202;0;SINAR KARYA;RUSHANDA;PO;25993;INDUSTRI KEPERLUAN RUMAH TANGGA DARI LOGAM BUKAN PERALATAN DAPUR DAN PERALATAN MEJA;INDUSTRI BARANG LOGAM, BUKAN MESIN DAN PERALATANNYA;PERABOT ALMUNIUM;36; BUAH ;AKTIF;2023
1098;15;JAMBI;1502;150202;1502021010;ASIA;ASIA;PO;32112;INDUSTRI BARANG PERHIASAN DARI LOGAM MULIA UNTUK KEPERLUAN PRIBADI;INDUSTRI PENGOLAHAN LAINNYA;PANDAI EMAS;450; BUAH ;AKTIF;2023
1099;15;JAMBI;1502;150202;1502021010;H. M. NASIR;H. M. NASIR;PO;32112;INDUSTRI BARANG PERHIASAN DARI LOGAM MULIA UNTUK KEPERLUAN PRIBADI;INDUSTRI PENGOLAHAN LAINNYA;PANDAI EMAS;600; BUAH ;AKTIF;2023
1100;15;JAMBI;1502;150202;1502021010;BATANGHARI;SUHERMAN;PO;32112;INDUSTRI BARANG PERHIASAN DARI LOGAM MULIA UNTUK KEPERLUAN PRIBADI;INDUSTRI PENGOLAHAN LAINNYA;PANDAI EMAS;300; BUAH ;AKTIF;2023
1101;15;JAMBI;1502;150202;1502021010;H. BUYUNG;H. AZWAR;PO;32112;INDUSTRI BARANG PERHIASAN DARI LOGAM MULIA UNTUK KEPERLUAN PRIBADI;INDUSTRI PENGOLAHAN LAINNYA;PANDAI EMAS;2100; BUAH ;AKTIF;2023
1102;15;JAMBI;1502;150202;1502021010;DIAMOND II;BURHANI;PO;32112;INDUSTRI BARANG PERHIASAN DARI LOGAM MULIA UNTUK KEPERLUAN PRIBADI;INDUSTRI PENGOLAHAN LAINNYA;PANDAI EMAS;300; BUAH ;AKTIF;2023
1103;15;JAMBI;1502;150221;1502212002;AZRI;AZRI;PO;32112;INDUSTRI BARANG PERHIASAN DARI LOGAM MULIA UNTUK KEPERLUAN PRIBADI;INDUSTRI PENGOLAHAN LAINNYA;PANDAI EMAS;450; BUAH ;AKTIF;2023
1104;15;JAMBI;1502;150202;1502021013;MUHAMAD DIR;MUHAMAD DIR;PO;32112;INDUSTRI BARANG PERHIASAN DARI LOGAM MULIA UNTUK KEPERLUAN PRIBADI;INDUSTRI PENGOLAHAN LAINNYA;PANDAI EMAS;825; BUAH ;AKTIF;2023
1105;15;JAMBI;1502;150202;1502021010;ASAM PULAI;MHD. ZEN;PO;32112;INDUSTRI BARANG PERHIASAN DARI LOGAM MULIA UNTUK KEPERLUAN PRIBADI;INDUSTRI PENGOLAHAN LAINNYA;PANDAI EMAS;648;BUAH;AKTIF;2023
1106;15;JAMBI;1502;150202;1504031004;AZMAR;AZMAR;PO;32112;INDUSTRI BARANG PERHIASAN DARI LOGAM MULIA UNTUK KEPERLUAN PRIBADI;INDUSTRI PENGOLAHAN LAINNYA;PANDAI EMAS;7732;BUAH;AKTIF;2023
1107;15;JAMBI;1502;150202;1502021010;ASIA II;OSKIBET;PO;32112;INDUSTRI BARANG PERHIASAN DARI LOGAM MULIA UNTUK KEPERLUAN PRIBADI;INDUSTRI PENGOLAHAN LAINNYA;PANDAI EMAS;2700; BUAH ;AKTIF;2023
1108;15;JAMBI;1502;150202;1502021010;DIAMOND I;YUHENDRI;PO;32112;INDUSTRI BARANG PERHIASAN DARI LOGAM MULIA UNTUK KEPERLUAN PRIBADI;INDUSTRI PENGOLAHAN LAINNYA;PANDAI EMAS;450; BUAH ;AKTIF;2023
1109;15;JAMBI;1502;150202;1502021010;KAMI SAIYO;NUEN;PO;32112;INDUSTRI BARANG PERHIASAN DARI LOGAM MULIA UNTUK KEPERLUAN PRIBADI;INDUSTRI PENGOLAHAN LAINNYA;PANDAI EMAS;1500; BUAH ;AKTIF;2023
1110;15;JAMBI;1502;150202;1502021010;MELATI INDAH;RAMLI;PO;32112;INDUSTRI BARANG PERHIASAN DARI LOGAM MULIA UNTUK KEPERLUAN PRIBADI;INDUSTRI PENGOLAHAN LAINNYA;PANDAI EMAS;160; BUAH ;AKTIF;2023
1111;15;JAMBI;1502;150202;1502021010;MELATI ;ARDIN;PO;32112;INDUSTRI BARANG PERHIASAN DARI LOGAM MULIA UNTUK KEPERLUAN PRIBADI;INDUSTRI PENGOLAHAN LAINNYA;PANDAI EMAS;720; BUAH ;AKTIF;2023
1112;15;JAMBI;1502;150202;1502021010;HENDRIZAL;HENDRIZAL;PO;32112;INDUSTRI BARANG PERHIASAN DARI LOGAM MULIA UNTUK KEPERLUAN PRIBADI;INDUSTRI PENGOLAHAN LAINNYA;PANDAI EMAS;40; BUAH ;AKTIF;2023
1113;15;JAMBI;1502;150202;1502021010;ERWIN;ERWIN;PO;32112;INDUSTRI BARANG PERHIASAN DARI LOGAM MULIA UNTUK KEPERLUAN PRIBADI;INDUSTRI PENGOLAHAN LAINNYA;PANDAI EMAS;2500; BUAH ;AKTIF;2023
1114;15;JAMBI;1502;150202;1502021010;SYAHRIL CHAN;SYAHRIL CHAN;PO;32112;INDUSTRI BARANG PERHIASAN DARI LOGAM MULIA UNTUK KEPERLUAN PRIBADI;INDUSTRI PENGOLAHAN LAINNYA;PANDAI EMAS;960; BUAH ;AKTIF;2023
1115;15;JAMBI;1502;150202;1502021010;ZAINAL ARIFIN;ZAINAL ARIFIN;PO;32112;INDUSTRI BARANG PERHIASAN DARI LOGAM MULIA UNTUK KEPERLUAN PRIBADI;INDUSTRI PENGOLAHAN LAINNYA;PANDAI EMAS;360; BUAH ;AKTIF;2023
1116;15;JAMBI;1502;150202;1502021010;ZAMZONI;ZAMZONI;PO;32112;INDUSTRI BARANG PERHIASAN DARI LOGAM MULIA UNTUK KEPERLUAN PRIBADI;INDUSTRI PENGOLAHAN LAINNYA;PANDAI EMAS;1345; BUAH ;AKTIF;2023
1117;15;JAMBI;1502;150202;1502021010;DIAMON;H. AMRIZAL;PO;32112;INDUSTRI BARANG PERHIASAN DARI LOGAM MULIA UNTUK KEPERLUAN PRIBADI;INDUSTRI PENGOLAHAN LAINNYA;PANDAI EMAS;779; BUAH ;AKTIF;2023
1118;15;JAMBI;1502;150202;1502021010;ASIA I;TASWIN;PO;32112;INDUSTRI BARANG PERHIASAN DARI LOGAM MULIA UNTUK KEPERLUAN PRIBADI;INDUSTRI PENGOLAHAN LAINNYA;PANDAI EMAS;360; BUAH ;AKTIF;2023
1119;15;JAMBI;1502;150202;1502021010;MUCHTAR;MUCHTAR;PO;32112;INDUSTRI BARANG PERHIASAN DARI LOGAM MULIA UNTUK KEPERLUAN PRIBADI;INDUSTRI PENGOLAHAN LAINNYA;PANDAI EMAS;1500; BUAH ;AKTIF;2023
1120;15;JAMBI;1502;150202;1502021010;AZHARI;AZHARI;PO;32112;INDUSTRI BARANG PERHIASAN DARI LOGAM MULIA UNTUK KEPERLUAN PRIBADI;INDUSTRI PENGOLAHAN LAINNYA;PANDAI EMAS;2400; BUAH ;AKTIF;2023
1121;15;JAMBI;1502;150202;1502021010;JEFRIZAL;JEFRIZAL;PO;32112;INDUSTRI BARANG PERHIASAN DARI LOGAM MULIA UNTUK KEPERLUAN PRIBADI;INDUSTRI PENGOLAHAN LAINNYA;PANDAI EMAS;2400; BUAH ;AKTIF;2023
1122;15;JAMBI;1502;150202;1504031004;ZULFAHMI;ZULFAHMI;PO;32112;INDUSTRI BARANG PERHIASAN DARI LOGAM MULIA UNTUK KEPERLUAN PRIBADI;INDUSTRI PENGOLAHAN LAINNYA;PANDAI EMAS;2100; BUAH ;AKTIF;2023
1123;15;JAMBI;1502;150206;1502061008;ALBERT Y;ALBERT Y;PO;32112;INDUSTRI BARANG PERHIASAN DARI LOGAM MULIA UNTUK KEPERLUAN PRIBADI;INDUSTRI PENGOLAHAN LAINNYA;PANDAI EMAS;1200; BUAH ;AKTIF;2023
1124;15;JAMBI;1502;150206;1502061008;SYAFRIL;SYAFRIL;PO;32112;INDUSTRI BARANG PERHIASAN DARI LOGAM MULIA UNTUK KEPERLUAN PRIBADI;INDUSTRI PENGOLAHAN LAINNYA;PANDAI EMAS;960; BUAH ;AKTIF;2023
1125;15;JAMBI;1502;150206;1502061008;M. KHODRI;M. KHODRI;PO;32112;INDUSTRI BARANG PERHIASAN DARI LOGAM MULIA UNTUK KEPERLUAN PRIBADI;INDUSTRI PENGOLAHAN LAINNYA;PANDAI EMAS;600; BUAH ;AKTIF;2023
1126;15;JAMBI;1502;150206;1502061008;SYAMSIDIR;SYAMSIDIR;PO;32112;INDUSTRI BARANG PERHIASAN DARI LOGAM MULIA UNTUK KEPERLUAN PRIBADI;INDUSTRI PENGOLAHAN LAINNYA;PANDAI EMAS;980; BUAH ;AKTIF;2023
1127;15;JAMBI;1502;150206;1502061008; AGUS SALIM ; AGUS SALIM ;PO;32112;INDUSTRI BARANG PERHIASAN DARI LOGAM MULIA UNTUK KEPERLUAN PRIBADI;INDUSTRI PENGOLAHAN LAINNYA;PANDAI EMAS;750; BUAH ;AKTIF;2023
1128;15;JAMBI;1502;150206;1502061008;KHAIRI;KHAIRI;PO;32112;INDUSTRI BARANG PERHIASAN DARI LOGAM MULIA UNTUK KEPERLUAN PRIBADI;INDUSTRI PENGOLAHAN LAINNYA;PANDAI EMAS;600; BUAH ;AKTIF;2023
1129;15;JAMBI;1502;150206;1502061008;INTAN PERMATA;INTAN PERMATA;PO;32112;INDUSTRI BARANG PERHIASAN DARI LOGAM MULIA UNTUK KEPERLUAN PRIBADI;INDUSTRI PENGOLAHAN LAINNYA;PANDAI EMAS;1200; BUAH ;AKTIF;2023
1130;15;JAMBI;1502;150206;1502061008;TAUFIK;TAUFIK;PO;32112;INDUSTRI BARANG PERHIASAN DARI LOGAM MULIA UNTUK KEPERLUAN PRIBADI;INDUSTRI PENGOLAHAN LAINNYA;PANDAI EMAS;600; BUAH ;AKTIF;2023
1131;15;JAMBI;1502;150221;1502212002;AKBAR;AKBAR;PO;32112;INDUSTRI BARANG PERHIASAN DARI LOGAM MULIA UNTUK KEPERLUAN PRIBADI;INDUSTRI PENGOLAHAN LAINNYA;PANDAI EMAS;1200; BUAH ;AKTIF;2023
1132;15;JAMBI;1502;150205;1502032018;KARISMEL;KARISMEL;PO;32112;INDUSTRI BARANG PERHIASAN DARI LOGAM MULIA UNTUK KEPERLUAN PRIBADI;INDUSTRI PENGOLAHAN LAINNYA;PANDAI EMAS;750; BUAH ;AKTIF;2023
1133;15;JAMBI;1502;150205;1502032018;JURISAL;JURISAL;PO;32112;INDUSTRI BARANG PERHIASAN DARI LOGAM MULIA UNTUK KEPERLUAN PRIBADI;INDUSTRI PENGOLAHAN LAINNYA;PANDAI EMAS;800; BUAH ;AKTIF;2023
1134;15;JAMBI;1502;150205;1502032018;BUYUNG FFF;BUYUNG FFF;PO;32112;INDUSTRI BARANG PERHIASAN DARI LOGAM MULIA UNTUK KEPERLUAN PRIBADI;INDUSTRI PENGOLAHAN LAINNYA;PANDAI EMAS;1500; BUAH ;AKTIF;2023
1135;15;JAMBI;1502;150221;1502212002;MURDIPIN;MURDIPIN;PO;32112;INDUSTRI BARANG PERHIASAN DARI LOGAM MULIA UNTUK KEPERLUAN PRIBADI;INDUSTRI PENGOLAHAN LAINNYA;PANDAI EMAS;500; BUAH ;AKTIF;2023
1136;15;JAMBI;1502;150221;1502212002;BASRI;BASRI;PO;32112;INDUSTRI BARANG PERHIASAN DARI LOGAM MULIA UNTUK KEPERLUAN PRIBADI;INDUSTRI PENGOLAHAN LAINNYA;PANDAI EMAS;500; BUAH ;AKTIF;2023
1137;15;JAMBI;1502;150221;1502212002;ARDILES;ARDILES;PO;32112;INDUSTRI BARANG PERHIASAN DARI LOGAM MULIA UNTUK KEPERLUAN PRIBADI;INDUSTRI PENGOLAHAN LAINNYA;PANDAI EMAS;400; BUAH ;AKTIF;2023
1138;15;JAMBI;1502;150205;1502032018;RAMLI;RAMLI;PO;32112;INDUSTRI BARANG PERHIASAN DARI LOGAM MULIA UNTUK KEPERLUAN PRIBADI;INDUSTRI PENGOLAHAN LAINNYA;PANDAI EMAS;400; BUAH ;AKTIF;2023
1139;15;JAMBI;1502;150205;1502032018;INDRA;INDRA;PO;32112;INDUSTRI BARANG PERHIASAN DARI LOGAM MULIA UNTUK KEPERLUAN PRIBADI;INDUSTRI PENGOLAHAN LAINNYA;PANDAI EMAS;450; BUAH ;AKTIF;2023
1140;15;JAMBI;1502;150205;1502032018;JASMADI;JASMADI;PO;32112;INDUSTRI BARANG PERHIASAN DARI LOGAM MULIA UNTUK KEPERLUAN PRIBADI;INDUSTRI PENGOLAHAN LAINNYA;PANDAI EMAS;450; BUAH ;AKTIF;2023
1141;15;JAMBI;1502;150205;1502032018;JURISAL;JURISAL;PO;32112;INDUSTRI BARANG PERHIASAN DARI LOGAM MULIA UNTUK KEPERLUAN PRIBADI;INDUSTRI PENGOLAHAN LAINNYA;PANDAI EMAS;750; BUAH ;AKTIF;2023
1142;15;JAMBI;1502;150204;1502042017;BUYUNG SELEKTO;BUYUNG SELEKTO;PO;32112;INDUSTRI BARANG PERHIASAN DARI LOGAM MULIA UNTUK KEPERLUAN PRIBADI;INDUSTRI PENGOLAHAN LAINNYA;PANDAI EMAS;800; BUAH ;AKTIF;2023
1143;15;JAMBI;1502;150204;1502042017;M. DIR;M. DIR;PO;32112;INDUSTRI BARANG PERHIASAN DARI LOGAM MULIA UNTUK KEPERLUAN PRIBADI;INDUSTRI PENGOLAHAN LAINNYA;PANDAI EMAS;500; BUAH ;AKTIF;2023
1144;15;JAMBI;1502;150204;1502042017;AMAT HAJRI;AMAT HAJRI;PO;32112;INDUSTRI BARANG PERHIASAN DARI LOGAM MULIA UNTUK KEPERLUAN PRIBADI;INDUSTRI PENGOLAHAN LAINNYA;PANDAI EMAS;450; BUAH ;AKTIF;2023
1145;15;JAMBI;1502;150204;1502042017;M. ZEN;M. ZEN;PO;32112;INDUSTRI BARANG PERHIASAN DARI LOGAM MULIA UNTUK KEPERLUAN PRIBADI;INDUSTRI PENGOLAHAN LAINNYA;PANDAI EMAS;700; BUAH ;AKTIF;2023
1146;15;JAMBI;1502;150204;1502042017;HENDRI APRIL;HENDRI APRIL;PO;32112;INDUSTRI BARANG PERHIASAN DARI LOGAM MULIA UNTUK KEPERLUAN PRIBADI;INDUSTRI PENGOLAHAN LAINNYA;PANDAI EMAS;900; BUAH ;AKTIF;2023
1147;15;JAMBI;1502;150204;1502042017;HJ. DAHRIAR;HJ. DAHRIAR;PO;32112;INDUSTRI BARANG PERHIASAN DARI LOGAM MULIA UNTUK KEPERLUAN PRIBADI;INDUSTRI PENGOLAHAN LAINNYA;PANDAI EMAS;800; BUAH ;AKTIF;2023
1148;15;JAMBI;1502;150204;1502042017;BUYUNG. S;BUYUNG. S;PO;32112;INDUSTRI BARANG PERHIASAN DARI LOGAM MULIA UNTUK KEPERLUAN PRIBADI;INDUSTRI PENGOLAHAN LAINNYA;PANDAI EMAS;600; BUAH ;AKTIF;2023
1149;15;JAMBI;1502;150204;1502042017;ASAM PULAU;ASAM PULAU;PO;32112;INDUSTRI BARANG PERHIASAN DARI LOGAM MULIA UNTUK KEPERLUAN PRIBADI;INDUSTRI PENGOLAHAN LAINNYA;PANDAI EMAS;500; BUAH ;AKTIF;2023
1150;15;JAMBI;1502;150221;1502212001;BUAH HATI;MUJIONO;PO;32112;INDUSTRI BARANG PERHIASAN DARI LOGAM MULIA UNTUK KEPERLUAN PRIBADI;INDUSTRI PENGOLAHAN LAINNYA;PANDAI EMAS;3600; BUAH ;AKTIF;2023
1151;15;JAMBI;1502;150206;1502061008;MAHKOTA MULYA;MULYADI;PO;32112;INDUSTRI BARANG PERHIASAN DARI LOGAM MULIA UNTUK KEPERLUAN PRIBADI;INDUSTRI PENGOLAHAN LAINNYA;PANDAI EMAS;1000; BUAH ;AKTIF;2023
1152;15;JAMBI;1502;150205;1502032018;BATANG HARI ;SYAMSUL ;PO;32112;INDUSTRI BARANG PERHIASAN DARI LOGAM MULIA UNTUK KEPERLUAN PRIBADI;INDUSTRI PENGOLAHAN LAINNYA;PANDAI EMAS;900; BUAH ;AKTIF;2023
1153;15;JAMBI;1502;150202;1502021009;SUMARDI;SUMARDI;PO;45201;REPARASI MOBIL;PERDAGANGAN, REPARASI DAN PERAWATAN MOBIL DAN SEPEDA MOTOR;BENGKEL MOBIL;264; BUAH ;AKTIF;2023
1154;15;JAMBI;1502;150211;1502112001;M. KHADRI;M. KHADRI;PO;45201;REPARASI MOBIL;PERDAGANGAN, REPARASI DAN PERAWATAN MOBIL DAN SEPEDA MOTOR;BENGKEL MOBIL;150; BUAH ;AKTIF;2023
1155;15;JAMBI;1502;150202;1502021013;ALI NURDIN;ALI NURDIN;PO;45201;REPARASI MOBIL;PERDAGANGAN, REPARASI DAN PERAWATAN MOBIL DAN SEPEDA MOTOR;BENGKEL MOBIL;240; BUAH ;AKTIF;2023
1156;15;JAMBI;1502;150202;0;FERRI CHANDRA;FERRI CHANDRA;PO;45201;REPARASI MOBIL;PERDAGANGAN, REPARASI DAN PERAWATAN MOBIL DAN SEPEDA MOTOR;BENGKEL MOBIL;204; UNIT ;AKTIF;2023
1157;15;JAMBI;1502;150202;1502021013;H. MARDI;H. MARDI;PO;45201;REPARASI MOBIL;PERDAGANGAN, REPARASI DAN PERAWATAN MOBIL DAN SEPEDA MOTOR;BENGKEL MOBIL;696; UNIT ;AKTIF;2023
1158;15;JAMBI;1502;150211;1502112001;ASMARA HADI;ASMARA HADI;PO;45201;REPARASI MOBIL;PERDAGANGAN, REPARASI DAN PERAWATAN MOBIL DAN SEPEDA MOTOR;BENGKEL MOBIL;260; BUAH ;AKTIF;2023
1159;15;JAMBI;1502;150211;1502112001;M. PRI;M. PRI;PO;45201;REPARASI MOBIL;PERDAGANGAN, REPARASI DAN PERAWATAN MOBIL DAN SEPEDA MOTOR;BENGKEL MOBIL;360; BUAH ;AKTIF;2023
1160;15;JAMBI;1502;150211;1502112001;ANDRE;ANDRE;PO;45201;REPARASI MOBIL;PERDAGANGAN, REPARASI DAN PERAWATAN MOBIL DAN SEPEDA MOTOR;BENGKEL MOBIL;720; BUAH ;AKTIF;2023
1161;15;JAMBI;1502;150202;1502021013;EDI;EDI;PO;45201;REPARASI MOBIL;PERDAGANGAN, REPARASI DAN PERAWATAN MOBIL DAN SEPEDA MOTOR;BENGKEL MOBIL;260; BUAH ;AKTIF;2023
1162;15;JAMBI;1502;150202;1502021013;HASIBUAN;HASIBUAN;PO;45201;REPARASI MOBIL;PERDAGANGAN, REPARASI DAN PERAWATAN MOBIL DAN SEPEDA MOTOR;BENGKEL MOBIL;360; BUAH ;AKTIF;2023
1163;15;JAMBI;1502;150206;0;HENDRI ;HENDRI ;PO;45201;REPARASI MOBIL;PERDAGANGAN, REPARASI DAN PERAWATAN MOBIL DAN SEPEDA MOTOR;BENGKEL MOBIL;260; BUAH ;AKTIF;2023
1164;15;JAMBI;1502;150211;1502112001;MILUS;MILUS;PO;45201;REPARASI MOBIL;PERDAGANGAN, REPARASI DAN PERAWATAN MOBIL DAN SEPEDA MOTOR;BENGKEL MOBIL;260; BUAH ;AKTIF;2023
1165;15;JAMBI;1502;150208;0;FAMILY MOTOR SERVICE;ABDULLAH;PO;45201;REPARASI MOBIL;PERDAGANGAN, REPARASI DAN PERAWATAN MOBIL DAN SEPEDA MOTOR;BENGKEL MOBIL;120; UNIT ;AKTIF;2023
1166;15;JAMBI;1502;150202;1502021013;HARAPAN MOTOR;TANU ISKANDAR;PO;45407;REPARASI DAN PERAWATAN SEPEDA MOTOR;PERDAGANGAN, REPARASI DAN PERAWATAN MOBIL DAN SEPEDA MOTOR;BENGKEL MOTOR;1700; BUAH ;AKTIF;2023
1167;15;JAMBI;1502;150202;1502021013;SYAHRIL;SYAHRIL ;PO;45407;REPARASI DAN PERAWATAN SEPEDA MOTOR;PERDAGANGAN, REPARASI DAN PERAWATAN MOBIL DAN SEPEDA MOTOR;BENGKEL MOTOR;900; BUAH ;AKTIF;2023
1168;15;JAMBI;1502;150202;1502021013;HARAPAN MOTOR;TANU ISKANDAR;PO;45407;REPARASI DAN PERAWATAN SEPEDA MOTOR;PERDAGANGAN, REPARASI DAN PERAWATAN MOBIL DAN SEPEDA MOTOR;BENGKEL MOTOR;1500; BUAH ;AKTIF;2023
1169;15;JAMBI;1502;150202;1502021009;ADITYA .W;ADITYA .W;PO;45407;REPARASI DAN PERAWATAN SEPEDA MOTOR;PERDAGANGAN, REPARASI DAN PERAWATAN MOBIL DAN SEPEDA MOTOR;BENGKEL MOTOR;4320; BUAH ;AKTIF;2023
1170;15;JAMBI;1502;150202;1502022024;SAGIAN;SAGIAN;PO;45407;REPARASI DAN PERAWATAN SEPEDA MOTOR;PERDAGANGAN, REPARASI DAN PERAWATAN MOBIL DAN SEPEDA MOTOR;BENGKEL MOTOR;360; BUAH ;AKTIF;2023
1171;15;JAMBI;1502;150202;1502021013;ZULFAHMI;ZULFAHMI;PO;45407;REPARASI DAN PERAWATAN SEPEDA MOTOR;PERDAGANGAN, REPARASI DAN PERAWATAN MOBIL DAN SEPEDA MOTOR;BENGKEL MOTOR;1080; BUAH ;AKTIF;2023
1172;15;JAMBI;1502;150202;1502021011;SUGIONO;SUGIONO;PO;45407;REPARASI DAN PERAWATAN SEPEDA MOTOR;PERDAGANGAN, REPARASI DAN PERAWATAN MOBIL DAN SEPEDA MOTOR;BENGKEL MOTOR;1050; BUAH ;AKTIF;2023
1173;15;JAMBI;1502;150202;1502022024;FATHKON;FATHKON;PO;45407;REPARASI DAN PERAWATAN SEPEDA MOTOR;PERDAGANGAN, REPARASI DAN PERAWATAN MOBIL DAN SEPEDA MOTOR;BENGKEL MOTOR;900; BUAH ;AKTIF;2023
1174;15;JAMBI;1502;150206;1502061008;ZULKIPLI;ZULKIPLI;PO;45407;REPARASI DAN PERAWATAN SEPEDA MOTOR;PERDAGANGAN, REPARASI DAN PERAWATAN MOBIL DAN SEPEDA MOTOR;BENGKEL MOTOR;720; BUAH ;AKTIF;2023
1175;15;JAMBI;1502;150213;1502132006; KAMALI ; KAMALI ;PO;45407;REPARASI DAN PERAWATAN SEPEDA MOTOR;PERDAGANGAN, REPARASI DAN PERAWATAN MOBIL DAN SEPEDA MOTOR;BENGKEL MOTOR;276; BUAH ;AKTIF;2023
1176;15;JAMBI;1502;150206;1502062015;DAHYAR YAHYA;DAHYAR YAHYA;PO;45407;REPARASI DAN PERAWATAN SEPEDA MOTOR;PERDAGANGAN, REPARASI DAN PERAWATAN MOBIL DAN SEPEDA MOTOR;BENGKEL MOTOR;1284; BUAH ;AKTIF;2023
1177;15;JAMBI;1502;150205;1502032018;UTAMA MOTOR;-;PO;45407;REPARASI DAN PERAWATAN SEPEDA MOTOR;PERDAGANGAN, REPARASI DAN PERAWATAN MOBIL DAN SEPEDA MOTOR;BENGKEL MOTOR;4200; UNIT ;AKTIF;2023
1178;15;JAMBI;1502;150202;1502021013;TONI EFF;TONI EFF;PO;45407;REPARASI DAN PERAWATAN SEPEDA MOTOR;PERDAGANGAN, REPARASI DAN PERAWATAN MOBIL DAN SEPEDA MOTOR;BENGKEL MOTOR;5000; BUAH ;AKTIF;2023
1179;15;JAMBI;1502;150208;1502082003;PH. SIAGIAN;PH. SIAGIAN;PO;45407;REPARASI DAN PERAWATAN SEPEDA MOTOR;PERDAGANGAN, REPARASI DAN PERAWATAN MOBIL DAN SEPEDA MOTOR;BENGKEL MOTOR;380; BUAH ;AKTIF;2023
1180;15;JAMBI;1502;150208;1502082003;SITARUS;SITARUS;PO;45407;REPARASI DAN PERAWATAN SEPEDA MOTOR;PERDAGANGAN, REPARASI DAN PERAWATAN MOBIL DAN SEPEDA MOTOR;BENGKEL MOTOR;360; BUAH ;AKTIF;2023
1181;15;JAMBI;1502;150205;1502032018;PARIJAN ;PARIJAN ;PO;45407;REPARASI DAN PERAWATAN SEPEDA MOTOR;PERDAGANGAN, REPARASI DAN PERAWATAN MOBIL DAN SEPEDA MOTOR;BENGKEL MOTOR;360; BUAH ;AKTIF;2023
1182;15;JAMBI;1502;150205;1502212002;SUGIONO;SUGIONO;PO;45407;REPARASI DAN PERAWATAN SEPEDA MOTOR;PERDAGANGAN, REPARASI DAN PERAWATAN MOBIL DAN SEPEDA MOTOR;BENGKEL MOTOR;360; BUAH ;AKTIF;2023
1183;15;JAMBI;1502;150205;1502212002;SALAM;SALAM;PO;45407;REPARASI DAN PERAWATAN SEPEDA MOTOR;PERDAGANGAN, REPARASI DAN PERAWATAN MOBIL DAN SEPEDA MOTOR;BENGKEL MOTOR;180; BUAH ;AKTIF;2023
1184;15;JAMBI;1502;150205;1502032018;R. ISAN .K;R. ISAN .K;PO;45407;REPARASI DAN PERAWATAN SEPEDA MOTOR;PERDAGANGAN, REPARASI DAN PERAWATAN MOBIL DAN SEPEDA MOTOR;BENGKEL MOTOR;280; BUAH ;AKTIF;2023
