no;kode_provinsi;nama_provinsi;kode_kabupaten_kota;kode_kecamatan;kategori;data;semester;jumlah;satuan;tahun
119;15;JAMBI;1506;150606;AKTA LAHIR;MEMILIKI;1;10942;JIWA;2022
120;15;JAMBI;1506;150602;AKTA LAHIR;MEMILIKI;1;21315;JIWA;2022
121;15;JAMBI;1506;150601;AKTA LAHIR;MEMILIKI;1;4158;JIWA;2022
122;15;JAMBI;1507;150711;AKTA LAHIR;MEMILIKI;1;3197;JIWA;2022
123;15;JAMBI;1507;150706;AKTA LAHIR;MEMILIKI;1;4686;JIWA;2022
124;15;JAMBI;1507;150710;AKTA LAHIR;MEMILIKI;1;7786;JIWA;2022
125;15;JAMBI;1507;150708;AKTA LAHIR;MEMILIKI;1;3858;JIWA;2022
126;15;JAMBI;1507;150703;AKTA LAHIR;MEMILIKI;1;7164;JIWA;2022
127;15;JAMBI;1507;150709;AKTA LAHIR;MEMILIKI;1;5184;JIWA;2022
128;15;JAMBI;1507;150707;AKTA LAHIR;MEMILIKI;1;7349;JIWA;2022
129;15;JAMBI;1507;150701;AKTA LAHIR;MEMILIKI;1;8856;JIWA;2022
130;15;JAMBI;1507;150702;AKTA LAHIR;MEMILIKI;1;7266;JIWA;2022
131;15;JAMBI;1507;150704;AKTA LAHIR;MEMILIKI;1;6995;JIWA;2022
132;15;JAMBI;1507;150705;AKTA LAHIR;MEMILIKI;1;3678;JIWA;2022
133;15;JAMBI;1509;150912;AKTA LAHIR;MEMILIKI;1;5045;JIWA;2022
134;15;JAMBI;1509;150904;AKTA LAHIR;MEMILIKI;1;18640;JIWA;2022
135;15;JAMBI;1509;150908;AKTA LAHIR;MEMILIKI;1;6177;JIWA;2022
136;15;JAMBI;1509;150907;AKTA LAHIR;MEMILIKI;1;10907;JIWA;2022
137;15;JAMBI;1509;150910;AKTA LAHIR;MEMILIKI;1;3030;JIWA;2022
138;15;JAMBI;1509;150905;AKTA LAHIR;MEMILIKI;1;7130;JIWA;2022
139;15;JAMBI;1509;150902;AKTA LAHIR;MEMILIKI;1;8411;JIWA;2022
140;15;JAMBI;1509;150901;AKTA LAHIR;MEMILIKI;1;12980;JIWA;2022
141;15;JAMBI;1509;150903;AKTA LAHIR;MEMILIKI;1;9285;JIWA;2022
142;15;JAMBI;1509;150909;AKTA LAHIR;MEMILIKI;1;8806;JIWA;2022
143;15;JAMBI;1509;150906;AKTA LAHIR;MEMILIKI;1;5709;JIWA;2022
144;15;JAMBI;1509;150911;AKTA LAHIR;MEMILIKI;1;5645;JIWA;2022
145;15;JAMBI;1504;150407;AKTA LAHIR;BELUM MEMILIKI;1;682;JIWA;2022
146;15;JAMBI;1504;150404;AKTA LAHIR;BELUM MEMILIKI;1;570;JIWA;2022
147;15;JAMBI;1504;150408;AKTA LAHIR;BELUM MEMILIKI;1;228;JIWA;2022
148;15;JAMBI;1504;150406;AKTA LAHIR;BELUM MEMILIKI;1;741;JIWA;2022
149;15;JAMBI;1504;150401;AKTA LAHIR;BELUM MEMILIKI;1;339;JIWA;2022
150;15;JAMBI;1504;150403;AKTA LAHIR;BELUM MEMILIKI;1;556;JIWA;2022
151;15;JAMBI;1504;150402;AKTA LAHIR;BELUM MEMILIKI;1;840;JIWA;2022
152;15;JAMBI;1504;150405;AKTA LAHIR;BELUM MEMILIKI;1;680;JIWA;2022
153;15;JAMBI;1508;150815;AKTA LAHIR;BELUM MEMILIKI;1;115;JIWA;2022
154;15;JAMBI;1508;150811;AKTA LAHIR;BELUM MEMILIKI;1;447;JIWA;2022
155;15;JAMBI;1508;150814;AKTA LAHIR;BELUM MEMILIKI;1;135;JIWA;2022
