id;kode_provinsi;nama_provinsi;kode_kabupaten_kota;nama_ruas_jalan;kondisi;panjang_jalan;satuan;tahun
395;15;JAMBI;1571;JLN. GAJAH MADA - JLN. HAYAM WURUK;RUSAK BERAT;0;KILOMETER;2023
396;15;JAMBI;1571;JLN.KOL. POLISI M. TAHER - JLN. GR. DJAMIN DT. BAGINDO - JLN. KOL. POL.AHMAD BASTARI - JLN. BRIGJEND.KATAMSO;RUSAK BERAT;0,069;KILOMETER;2023
397;15;JAMBI;1571;JLN. HOS COKRO AMINOTO;RUSAK BERAT;0;KILOMETER;2023
398;15;JAMBI;1571;JLN. SLAMET RIYADI - JLN. URIP SUMOHARJO;RUSAK BERAT;0;KILOMETER;2023
399;15;JAMBI;1571;JLN. PROF.DR.SRI SOEDEWI, MS - JLN. YUSUF SINGEDEKANE - JLN. H.A.MANAP - JL. ARIEF RAHMAN HAKIM;RUSAK BERAT;0;KILOMETER;2023
400;15;JAMBI;1571;JLN. JEND.A. YANI - JLN. JEND.MT. HARYONO - JLN. MAYJEND SUTOYO;RUSAK BERAT;0;KILOMETER;2023
401;15;JAMBI;1571;JLN. ADE IRMA SURYANI - JLN. DR.SIWABESI - JLN. KH. ABDUL MALIK JAMBI;RUSAK BERAT;0,2;KILOMETER;2023
402;15;JAMBI;1571;JLN. JEND. BASUKI RAHMAT - JLN. H. AGUS SALIM - JLN. H. ADAM MALIK;RUSAK BERAT;0;KILOMETER;2023
403;15;JAMBI;1571;JLN.ABDUL RAHMAN SALEH;RUSAK BERAT;0;KILOMETER;2023
404;15;JAMBI;1571;JLN. KAPTEN PATTIMURA - JLN. KAPTEN BAKARUDDIN;RUSAK BERAT;0;KILOMETER;2023
405;15;JAMBI;1571;JLN. KOL. ABUNJANI - JLN. SUMANTRI BROJONEGORO;RUSAK BERAT;0;KILOMETER;2023
406;15;JAMBI;1571;JLN. SUKARNO HATTA;RUSAK BERAT;0;KILOMETER;2023
407;15;JAMBI;1571;JLN. BANDARA SULTAN THAHA SYAIFUDDIN - LINGKAR TIMUR;RUSAK BERAT;0;KILOMETER;2023
408;15;JAMBI;1571;JLN.HJ. NURIJAH/JALAN JEPANG - JALAN LINGKAR UTARA KOTA JAMBI;RUSAK BERAT;4,412;KILOMETER;2023
