no;kode_provinsi;kode_kabupaten_kota;kode_kecamatan;ekraf;usaha;jenis_usaha
393;15;1505;150502;KRIYA;Anyaman Rotan;-
394;15;1505;150502;KRIYA;Anyaman Rotan;-
395;15;1505;150502;KRIYA;Anyaman Pandan;-
396;15;1505;150502;KRIYA;Anyaman Pandan;-
397;15;1505;150502;KRIYA;Anyaman Pandan;-
398;15;1505;150507;KRIYA;Desain Batik;-
399;15;1505;150507;KRIYA;Souvenir Kayu;-
400;15;1505;150507;KRIYA;Souvenir Kayu;-
401;15;1505;150507;KRIYA;Lampu Hias Paralon;-
402;15;1505;150504;KRIYA;Oleh-Oleh Kerajinan Khas Jambi;-
403;15;1505;150503;KRIYA;Kerajinan Hantaran;-
404;15;1503;-;KRIYA;-;-
405;15;1503;150305;KRIYA;Kriya;-
406;15;1503;150309;KRIYA;Anyaman Bambu;-
407;15;1503;150301;KRIYA;Anyaman Bambu;-
408;15;1503;150305;KRIYA;Anyaman Bambu;-
409;15;1503;150302;KRIYA;Anyaman Bambu;-
410;15;1503;150302;KRIYA;Anyaman Bambu;-
411;15;1503;150302;KRIYA;Anyaman Bambu;-
412;15;1503;150302;KRIYA;Anyaman Bambu;-
413;15;1503;150406;KRIYA;Anyaman Bambu;-
414;15;1572;-;KRIYA;-;-
415;15;1572;157203;KRIYA;Anyaman Pandan Baidul;-
416;15;1572;157203;KRIYA;Anyaman Pandan Mawar;-
417;15;1572;157208;KRIYA;Seni Kriya;-
418;15;1572;157205;KRIYA;Manik-Manik;-
419;15;1572;157206;KRIYA;Seni Kriya;-
420;15;1506;-;KRIYA;-;-
421;15;1506;150602;KRIYA;Pokdarwis Mangrove;-
422;15;1506;150602;KRIYA;Agit;-
423;15;1506;150604;KRIYA;Rengas Lestari;-
424;15;1507;-;KRIYA;-;-
425;15;1507;150707;KRIYA;Anyaman Pandan;-
426;15;1507;150706;KRIYA;Kerajinan Rotan;-
427;15;1507;150708;KRIYA;Kerajinan Tempurung;-
428;15;1507;150708;KRIYA;Kerajinan Tempurung;-
429;15;1507;150707;KRIYA;Kerajinan Atap Nipah;-
430;15;1507;150708;KRIYA;Anyaman Pandan;-
431;15;1509;-;KRIYA;-;-
432;15;1509;150901;KRIYA;Kerajinan Kaca;-
433;15;1509;150901;KRIYA;Kerajinan Manik;-
434;15;1509;150901;KRIYA;Ayaman Rotan;-
435;15;1509;150905;KRIYA;Tampan, Bakul;-
436;15;1509;150905;KRIYA;Kerajinan;-
437;15;1509;150906;KRIYA;Kerajinan Tangan;-
438;15;1509;150906;KRIYA;Model Kapal Layar;-
439;15;1509;150906;KRIYA;Anyaman Rotan;-
440;15;1509;150911;KRIYA;Lampu Hias;-
441;15;1509;150911;KRIYA;Vas Bunga;-
442;15;1509;150911;KRIYA;Seni Kreatif Keris;-
443;15;1509;150904;KRIYA;Kaligrafi Dan Souvenir;-
444;15;1509;150907;KRIYA;Anyaman;-
445;15;1509;150902;KRIYA;Poto Kayu Timbul;-
446;15;1509;150602;KRIYA;Hias Bunga;-
447;15;1509;150902;KRIYA;Piring Anyaman;-
448;15;1509;150903;KRIYA;Tikar;-
449;15;1509;150903;KRIYA;Tas;-
450;15;1509;150903;KRIYA;Tas;-
451;15;1509;150905;KRIYA;Anyaman Tampan Bakul;-
452;15;1504;150403;KULINER;BE Coffe;Makanan
453;15;1504;150403;KULINER;Coffe Nian;Makanan
454;15;1504;150401;KULINER;Keripik Ubi Sambalado;Makanan
455;15;1504;150402;KULINER;Duo Srikandi;Makanan
456;15;1504;150403;KULINER;JN Snack;Makanan
457;15;1504;150407;KULINER;Dapur Khay-Ci;Makanan
458;15;1504;150407;KULINER;Najwa;Makanan
459;15;1504;150403;KULINER;Dodol Abhil;Makanan
460;15;1504;150403;KULINER;Jang Yen;Makanan
461;15;1504;150408;KULINER;Sumiati;Makanan
462;15;1504;150403;KULINER;Bahtiar;Makanan
463;15;1504;150407;KULINER;ASFRESH;Makanan
464;15;1504;150403;KULINER;Kerupuk Gunung Sari;Makanan
465;15;1501;150115;KULINER;HT ARABICA COFFEE;Cafe
466;15;1501;150115;KULINER;KOPERASI KERINCI BAROKAH (KOPI);Kopi
467;15;1501;150115;KULINER;RAISYA (Keripik Kentang/Serundeng);Keripik Kentang
468;15;1501;150115;KULINER;Dirga's Koffe;Kopi
469;15;1501;150109;KULINER;KARSA COFFEE;Kopi
470;15;1501;150109;KULINER;IKM MELATI (Makanan Ringan);Makanan
471;15;1501;150109;KULINER;TREE HOME'S HANEY Madu Dan Jamu;Madu Dan Jamu
472;15;1501;150109;KULINER;USAHA MADU ALFATIH;Madu
473;15;1501;150119;KULINER;JAMU ASYIFA;Jamu
474;15;1501;150119;KULINER;Peternakan Lebah MADU ROMO;Madu
475;15;1501;150106;KULINER;KERINCI TANAH SYURGA (Pusat Oleh-Oleh);Makanan
476;15;1501;150116;KULINER;RAFLESIA (Dodol Kentang);Dodol Kentang
477;15;1501;150116;KULINER;CINDYLA (Dodol Kentang);Dodol Kentang
478;15;1501;150116;KULINER;Matahari 1 (Dodol Kentang);Dodol Kentang
479;15;1501;150116;KULINER;KELUARGA (Dodol Kentang);Dodol Kentang
480;15;1501;150116;KULINER;TIGA PUTRI (Dodol Kentang);Dodol Kentang
481;15;1501;150116;KULINER;UPPKS NENTI (Dodol Kentang);Dodol Kentang
482;15;1501;150116;KULINER;UPPKS RATU (Dodol Kentang);Dodol Kentang
483;15;1501;150116;KULINER;GRANOLA NAJWA (Dodol Kentang);Dodol Kentang
484;15;1501;150116;KULINER;GRANOLA NAJWA (Dodol Kentang);Dodol Kentang
485;15;1501;150116;KULINER;SUPER (Dodol Kentang);Dodol Kentang
486;15;1501;150116;KULINER;NAJMI MANDIRI (Dodol Kentang);Dodol Kentang
487;15;1501;150116;KULINER;SAUDARA (Dodol Kentang);Dodol Kentang
488;15;1501;150116;KULINER;DUA PUTRI (Dodol Kentang);Dodol Kentang
489;15;1501;150116;KULINER;NAURA (Dodol Kentang);Dodol Kentang
490;15;1501;150116;KULINER;BERINGIN (Dodol Kentang);Dodol Kentang
491;15;1501;150116;KULINER;Permata (Dodol Kentang);Dodol Kentang
492;15;1501;150116;KULINER;BUNDA (Dodol Kentang);Dodol Kentang
493;15;1501;150116;KULINER;PUTRI BUNGSU (Dodol Kentang);Dodol Kentang
494;15;1501;150116;KULINER;PUTRI KEMBAR (Dodol Kentang);Dodol Kentang
495;15;1501;150116;KULINER;PUTRA JAYA (Dodol Kentang);Dodol Kentang
496;15;1501;150116;KULINER;PUTRI GEMILANG (Dodol Kentang);Dodol Kentang
497;15;1501;150116;KULINER;MUTIARA (Dodol Kentang);Dodol Kentang
498;15;1501;150116;KULINER;KARYA MANDIRI (Dodol Kentang);Dodol Kentang
499;15;1501;150116;KULINER;KARYA ABADI (Dodol Kentang);Dodol Kentang
500;15;1501;150116;KULINER;MATAHARI UTAMA (Dodol Kentang);Dodol Kentang
