No;kode_provinsi;nama_provinsi;kode_kabupaten_kota;kode_kecamatan;nama_sekolah;tipe;jenjang_pendidikan;akreditasi;tahun_akreditasi;tahun_terbit_sertifikat_akreditasi;tahun_berakhir_sertifikat_akreditasi;status
372;15;JAMBI;1509;150903;SMAN 1 TEBO;NEGERI;SMA;A;2020;15/12/2020;15/12/2025;Akreditasi 2020
373;15;JAMBI;1509;150904;SMAN 2 TEBO;NEGERI;SMA;A;2022;06/12/2022;06/12/2027;Akreditasi 2022
374;15;JAMBI;1509;150901;SMAN 3 TEBO;NEGERI;SMA;A;2020;15/12/2020;15/12/2025;Akreditasi 2020
375;15;JAMBI;1509;150902;SMAN 4 TEBO;NEGERI;SMA;A;2023;21/11/2023;21/11/2028;Akreditasi 2023
376;15;JAMBI;1509;150907;SMAN 5 TEBO;NEGERI;SMA;A;2022;20/10/2022;20/10/2027;Akreditasi 2022
377;15;JAMBI;1509;150906;SMAN 6 TEBO;NEGERI;SMA;A;2022;21/11/2022;21/11/2027;Akreditasi 2022
378;15;JAMBI;1509;150908;SMAN 7 TEBO;NEGERI;SMA;A;2022;20/10/2022;20/10/2027;Akreditasi 2022
379;15;JAMBI;1509;150905;SMAN 8 TEBO;NEGERI;SMA;A;2019;18/11/2019;18/11/2024;Rencana Akreditasi 2024
380;15;JAMBI;1509;150907;SMAN 9 TEBO;NEGERI;SMA;A;2019;18/11/2019;18/11/2024;Rencana Akreditasi 2024
381;15;JAMBI;1509;150901;SMAN 10 TEBO;NEGERI;SMA;A;2019;18/11/2019;18/11/2024;Rencana Akreditasi 2024
382;15;JAMBI;1509;150904;SMAN 11 TEBO;NEGERI;SMA;A;2019;18/11/2019;18/11/2024;Rencana Akreditasi 2024
383;15;JAMBI;1509;150903;SMAN 12 TEBO;NEGERI;SMA;B;2023;04/12/2023;31/12/2028;Akreditasi 2023
384;15;JAMBI;1509;150909;SMAN 13 TEBO;NEGERI;SMA;B;2023;12/12/2023;12/12/2028;Akreditasi 2023
385;15;JAMBI;1509;150912;SMAN 14 TEBO;NEGERI;SMA;B;2023;21/11/2023;21/11/2028;Akreditasi 2023
386;15;JAMBI;1509;150910;SMAN 15 TEBO;NEGERI;SMA;B;2023;21/11/2023;21/11/2028;Akreditasi 2023
387;15;JAMBI;1509;150907;SMAN 16 TEBO;NEGERI;SMA;A;2023;12/12/2023;12/12/2024;
388;15;JAMBI;1509;150907;SMAN 17 TEBO;NEGERI;SMA;A;2023;21/11/2023;21/11/2028;Akreditasi 2023
389;15;JAMBI;1509;150903;SMA NEGERI 18 KABUPATEN TEBO;NEGERI;SMA;B;2023;04/12/2023;31/12/2028;Akreditasi 2023
390;15;JAMBI;1509;150904;SMAN 19 TEBO;NEGERI;SMA;C;2023;12/12/2023;12/12/2024;
391;15;JAMBI;1509;150908;SMAN 20 TEBO;NEGERI;SMA;B;2019;18/11/2019;18/11/2024;Rencana Akreditasi 2024
392;15;JAMBI;1509;150904;SMAS BHAKTI WASITA;SWASTA;SMA;C;2019;18/11/2019;18/11/2024;Rencana Akreditasi 2024
393;15;JAMBI;1509;150904;SMA SQ AL AMANAH;SWASTA;SMA;C;2019;18/11/2019;18/11/2024;Rencana Akreditasi 2024
394;15;JAMBI;1509;150904;SMA RAUDHATUL MUJAWWIDIN;SWASTA;SMA;B;2023;28/04/2023;28/04/2028;Akreditasi 2023
395;15;JAMBI;1509;150904;SMAS AL FATAH;SWASTA;SMA;BT;BT;0;0;Rencana Akreditasi 2024
396;15;JAMBI;1509;150901;SMKN 1 TEBO;NEGERI;SMK;B;2022;31/12/2022;31/12/2027;Akreditasi 2022
397;15;JAMBI;1509;150904;SMKN 2 TEBO;NEGERI;SMK;A;2022;31/12/2022;31/12/2027;Akreditasi 2022
398;15;JAMBI;1509;150911;SMKN 3 TEBO;NEGERI;SMK;B;2022;31/12/2022;31/12/2027;Akreditasi 2022
399;15;JAMBI;1509;150907;SMKN 4 TEBO;NEGERI;SMK;B;2022;31/12/2022;31/12/2027;Akreditasi 2022
400;15;JAMBI;1509;150908;SMKN 5 TEBO;NEGERI;SMK;B;2021;08/12/2021;31/12/2026;Akreditasi 2021
401;15;JAMBI;1509;150904;SMKN 6 TEBO;NEGERI;SMK;B;2021;08/12/2021;31/12/2026;Akreditasi 2021
402;15;JAMBI;1509;150903;SMK NEGERI 7 KABUPATEN TEBO;NEGERI;SMK;B;2023;04/12/2023;31/12/2028;Akreditasi 2023
403;15;JAMBI;1509;150909;SMK NEGERI 8 KABUPATEN TEBO;NEGERI;SMK;B;2023;04/12/2023;31/12/2028;Akreditasi 2023
404;15;JAMBI;1509;150905;SMKN 9 TEBO;NEGERI;SMK;C;2019;18/11/2019;18/11/2024;Rencana Akreditasi 2024
405;15;JAMBI;1509;150902;SMKN 10 TEBO;NEGERI;SMK;BT;BT;0;0;Rencana Akreditasi 2024
406;15;JAMBI;1509;150904;SMK RAUDHATUL MUJAWWIDIN;SWASTA;SMK;B;2019;18/11/2019;18/11/2024;Rencana Akreditasi 2024
407;15;JAMBI;1509;150911;SMK S CENDEKIA SUNGAI KARANG;SWASTA;SMK;C;2021;11/11/2021;11/11/2026;Akreditasi 2021
408;15;JAMBI;1509;150902;SMK SWASTA AL-HARIRI;SWASTA;SMK;B;2023;04/12/2023;31/12/2028;Akreditasi 2023
409;15;JAMBI;1509;150904;SMK SWASTA BINA BANGSA YAYASAN NAHDLATUL ULAMA;SWASTA;SMK;C;2023;12/12/2023;12/12/2028;Akreditasi 2023
410;15;JAMBI;1509;150904;SMKS AL INAYAH;SWASTA;SMK;B;2019;18/11/2019;18/11/2024;Rencana Akreditasi 2024
411;15;JAMBI;1509;150901;SMKS AL KHAIRIYAH;SWASTA;SMK;B;2023;04/12/2023;31/12/2028;Akreditasi 2023
412;15;JAMBI;1509;150908;SMKS BUDI LUHUR;SWASTA;SMK;B;2023;12/12/2023;12/12/2028;Akreditasi 2023
413;15;JAMBI;1509;150904;SMKS NURUL FALAH;SWASTA;SMK;B;2023;04/12/2023;31/12/2028;Akreditasi 2023
414;15;JAMBI;1509;150902;SMKS TARBIYATUSSAADATAINI;SWASTA;SMK;C;2022;31/12/2022;31/12/2027;Akreditasi 2022
415;15;JAMBI;1509;150904;SMKS TUNAS HARAPAN RIMBO BUJANG;SWASTA;SMK;B;2021;08/12/2021;31/12/2026;Akreditasi 2021
416;15;JAMBI;1509;150904;SMK ISLAM TERPADU ARRIYAD;SWASTA;SMK;C;2023;12/12/2023;12/12/2028;Akreditasi 2023
417;15;JAMBI;1509;150907;SMKS IT TANWIRUL QULUB;SWASTA;SMK;BT;BT;0;0;Rencana Akreditasi 2024
418;15;JAMBI;1509;150912;SMK DARUSSALAM;SWASTA;SMK;C;2023;21/11/2023;21/11/2028;Akreditasi 2023
419;15;JAMBI;1509;150901;SMKS KELAPA SAWIT TEBO;SWASTA;SMK;BT;BT;0;0;Rencana Akreditasi 2024
420;15;JAMBI;1509;150904;SLB NEGERI KABUPATEN TEBO;NEGERI;SLB;B;2019;18/11/2019;18/11/2024;Rencana Akreditasi 2024
421;15;JAMBI;1509;150904;SLB MINWA;SWASTA;SLB;C;2019;18/11/2019;18/11/2024;Rencana Akreditasi 2024
422;15;JAMBI;1501;150104;SMAN 1 KERINCI;NEGERI;SMA;A;2022;20/10/2022;20/10/2027;Akreditasi 2022
423;15;JAMBI;1501;150121;SMAN 2 KERINCI;NEGERI;SMA;A;2022;06/12/2022;06/12/2027;Akreditasi 2022
424;15;JAMBI;1501;150108;SMAN 3 KERINCI;NEGERI;SMA;A;2023;21/11/2023;21/11/2028;Akreditasi 2023
425;15;JAMBI;1501;150116;SMAN 4 KERINCI;NEGERI;SMA;A;2022;06/12/2022;06/12/2027;Akreditasi 2022
426;15;JAMBI;1501;150101;SMAN 5 KERINCI;NEGERI;SMA;A;2023;21/11/2023;21/11/2028;Akreditasi 2023
427;15;JAMBI;1501;150102;SMAN 6 KERINCI;NEGERI;SMA;A;2022;20/10/2022;20/10/2027;Akreditasi 2022
428;15;JAMBI;1501;150109;SMAN 7 KERINCI;NEGERI;SMA;A;2022;20/10/2022;20/10/2027;Akreditasi 2022
429;15;JAMBI;1501;150107;SMAN 8 KERINCI;NEGERI;SMA;A;2022;20/10/2022;20/10/2027;Akreditasi 2022
430;15;JAMBI;1501;150107;SMAN 9 KERINCI;NEGERI;SMA;A;2022;20/10/2022;20/10/2027;Akreditasi 2022
431;15;JAMBI;1501;150120;SMAN 10 KERINCI;NEGERI;SMA;A;2022;06/12/2022;06/12/2027;Akreditasi 2022
432;15;JAMBI;1501;150102;SMAN 11 KERINCI;NEGERI;SMA;B;2023;21/11/2023;21/11/2028;Akreditasi 2023
433;15;JAMBI;1501;150106;SMAN 12 KERINCI;NEGERI;SMA;A;2022;20/10/2022;20/10/2027;Akreditasi 2022
434;15;JAMBI;1501;150111;SMAN 13 KERINCI;NEGERI;SMA;A;2020;15/12/2020;15/12/2025;Akreditasi 2020
435;15;JAMBI;1501;150118;SMAN 14 KERINCI;NEGERI;SMA;TT;2019;18/11/2019;18/11/2024;Rencana Akreditasi 2024
436;15;JAMBI;1501;150119;SMKN 1 KERINCI;NEGERI;SMK;B;2022;31/12/2022;31/12/2027;Akreditasi 2022
437;15;JAMBI;1501;150118;SMKN 2 KERINCI;NEGERI;SMK;C;2021;08/12/2021;31/12/2026;Akreditasi 2021
438;15;JAMBI;1501;150102;SMKN SPP 3 KERINCI;NEGERI;SMK;C;2021;08/12/2021;31/12/2026;Akreditasi 2021
439;15;JAMBI;1501;150109;SMKN 4 KERINCI;NEGERI;SMK;C;2021;08/12/2021;31/12/2026;Akreditasi 2021
440;15;JAMBI;1501;150117;SMK NEGERI 5 KERINCI;NEGERI;SMK;B;2022;31/12/2022;31/12/2027;Akreditasi 2022
441;15;JAMBI;1501;150108;SMKN 6 KERINCI;NEGERI;SMK;C;2022;06/12/2022;06/12/2027;Akreditasi 2022
442;15;JAMBI;1501;150115;SMKN 7 KERINCI;NEGERI;SMK;C;2021;08/12/2021;31/12/2026;Akreditasi 2021
443;15;JAMBI;1501;150121;SMKS HUMANIORA;SWASTA;SMK;B;2022;31/12/2022;31/12/2027;Akreditasi 2022
444;15;JAMBI;1501;150106;SLBN UJUNG LADANG KERINCI;NEGERI;SLB;BT;BT;0;0;Rencana Akreditasi 2024
445;15;JAMBI;1501;150111;SLB AL-MUIZ;SWASTA;SLB;C;2019;18/11/2019;18/11/2024;Rencana Akreditasi 2024
446;15;JAMBI;1572;157201;SMAN 1 SUNGAI PENUH;NEGERI;SMA;A;2021;08/12/2021;31/12/2026;Akreditasi 2021
447;15;JAMBI;1572;157206;SMAN 2 SUNGAI PENUH;NEGERI;SMA;A;2022;20/10/2022;20/10/2027;Akreditasi 2022
448;15;JAMBI;1572;157207;SMAN 3 SUNGAI PENUH;NEGERI;SMA;A;2022;20/10/2022;20/10/2027;Akreditasi 2022
449;15;JAMBI;1572;157201;SMAN 4 SUNGAI PENUH;NEGERI;SMA;A;2022;06/12/2022;06/12/2027;Akreditasi 2022
450;15;JAMBI;1572;157203;SMAN 5 SUNGAI PENUH;NEGERI;SMA;B;2021;08/12/2021;31/12/2026;Akreditasi 2021
451;15;JAMBI;1572;157202;SMKN 1 SUNGAI PENUH;NEGERI;SMK;B;2021;08/12/2021;31/12/2026;Akreditasi 2021
452;15;JAMBI;1572;157202;SMKN 2 SUNGAI PENUH;NEGERI;SMK;B;2022;31/12/2022;31/12/2027;Akreditasi 2022
453;15;JAMBI;1572;157205;SMKN 3 SUNGAI PENUH;NEGERI;SMK;B;2022;31/12/2022;31/12/2027;Akreditasi 2022
454;15;JAMBI;1572;157205;SMKN 4 SUNGAI PENUH;NEGERI;SMK;B;2022;31/12/2022;31/12/2027;Akreditasi 2022
455;15;JAMBI;1572;157204;SMKN 5 SUNGAI PENUH;NEGERI;SMK;A;2022;06/12/2022;06/12/2027;Akreditasi 2022
456;15;JAMBI;1572;157205;SLB NEGERI KOTA SUNGAI PENUH;NEGERI;SLB;A;2019;18/11/2019;18/11/2024;Rencana Akreditasi 2024
