id;kode_provinsi;nama_provinsi;kode_kabupaten_kota;kode_kecamatan;tanggal_kejadian;keterangan;satuan;jumlah_kejadian; jumlah_kerugian 
802;15;JAMBI;1504;150403;21/07/2024;LUKA;JIWA;0; Rp- 
803;15;JAMBI;1504;150403;21/07/2024;MENDERITA;JIWA;0; Rp- 
804;15;JAMBI;1504;150403;21/07/2024;MENGUNGSI;JIWA;0; Rp- 
805;15;JAMBI;1504;150403;21/07/2024;RUMAH RB;UNIT;0; Rp- 
806;15;JAMBI;1504;150403;21/07/2024;RUMAH RS;UNIT;0; Rp- 
807;15;JAMBI;1504;150403;21/07/2024;RUMAH RR;UNIT;0; Rp- 
808;15;JAMBI;1504;150403;21/07/2024;RUMAH TERENDAM;UNIT;0; Rp- 
809;15;JAMBI;1504;150403;21/07/2024;SARANA PENDIDIKAN;UNIT;0; Rp- 
810;15;JAMBI;1504;150403;21/07/2024;SARANA IBADAH;UNIT;0; Rp- 
811;15;JAMBI;1504;150403;21/07/2024;SARANA KESEHATAN;UNIT;0; Rp- 
812;15;JAMBI;1504;150403;21/07/2024;PERKANTORAN;UNIT;0; Rp- 
813;15;JAMBI;1504;150403;21/07/2024;BANGUNAN LAIN;UNIT;0; Rp- 
814;15;JAMBI;1504;150403;21/07/2024;JEMBATAN;UNIT;0; Rp- 
815;15;JAMBI;1504;150403;21/07/2024;JALAN;KM;0; Rp- 
816;15;JAMBI;1504;150403;21/07/2024;SAWAH;HA;0; Rp- 
817;15;JAMBI;1504;150403;21/07/2024;KEBUN/HUTAN;HA;1; Rp- 
818;15;JAMBI;1504;150403;21/07/2024;KOLAM;HA;0; Rp- 
819;15;JAMBI;1504;150403;21/07/2024;IRIGASI;HA;0; Rp- 
520;15;JAMBI;1505;150508;22/07/2024;MENINGGAL;JIWA;0; Rp- 
521;15;JAMBI;1505;150508;22/07/2024;HILANG;JIWA;0; Rp- 
522;15;JAMBI;1505;150508;22/07/2024;LUKA;JIWA;0; Rp- 
523;15;JAMBI;1505;150508;22/07/2024;MENDERITA;JIWA;0; Rp- 
524;15;JAMBI;1505;150508;22/07/2024;MENGUNGSI;JIWA;0; Rp- 
525;15;JAMBI;1505;150508;22/07/2024;RUMAH RB;UNIT;0; Rp- 
526;15;JAMBI;1505;150508;22/07/2024;RUMAH RS;UNIT;0; Rp- 
527;15;JAMBI;1505;150508;22/07/2024;RUMAH RR;UNIT;0; Rp- 
528;15;JAMBI;1505;150508;22/07/2024;RUMAH TERENDAM;UNIT;0; Rp- 
529;15;JAMBI;1505;150508;22/07/2024;SARANA PENDIDIKAN;UNIT;0; Rp- 
530;15;JAMBI;1505;150508;22/07/2024;SARANA IBADAH;UNIT;0; Rp- 
531;15;JAMBI;1505;150508;22/07/2024;SARANA KESEHATAN;UNIT;0; Rp- 
532;15;JAMBI;1505;150508;22/07/2024;PERKANTORAN;UNIT;0; Rp- 
533;15;JAMBI;1505;150508;22/07/2024;BANGUNAN LAIN;UNIT;0; Rp- 
534;15;JAMBI;1505;150508;22/07/2024;JEMBATAN;UNIT;0; Rp- 
535;15;JAMBI;1505;150508;22/07/2024;JALAN;KM;0; Rp- 
536;15;JAMBI;1505;150508;22/07/2024;SAWAH;HA;0; Rp- 
537;15;JAMBI;1505;150508;22/07/2024;KEBUN/HUTAN;HA;1; Rp- 
538;15;JAMBI;1505;150508;22/07/2024;KOLAM;HA;0; Rp- 
539;15;JAMBI;1505;150508;22/07/2024;IRIGASI;HA;0; Rp- 
1020;15;JAMBI;1506;150604;22/07/2024;MENINGGAL;JIWA;0; Rp- 
1021;15;JAMBI;1506;150604;22/07/2024;HILANG;JIWA;0; Rp- 
1022;15;JAMBI;1506;150604;22/07/2024;LUKA;JIWA;0; Rp- 
1023;15;JAMBI;1506;150604;22/07/2024;MENDERITA;JIWA;0; Rp- 
1024;15;JAMBI;1506;150604;22/07/2024;MENGUNGSI;JIWA;0; Rp- 
1025;15;JAMBI;1506;150604;22/07/2024;RUMAH RB;UNIT;0; Rp- 
1026;15;JAMBI;1506;150604;22/07/2024;RUMAH RS;UNIT;0; Rp- 
1027;15;JAMBI;1506;150604;22/07/2024;RUMAH RR;UNIT;0; Rp- 
1028;15;JAMBI;1506;150604;22/07/2024;RUMAH TERENDAM;UNIT;0; Rp- 
1029;15;JAMBI;1506;150604;22/07/2024;SARANA PENDIDIKAN;UNIT;0; Rp- 
1030;15;JAMBI;1506;150604;22/07/2024;SARANA IBADAH;UNIT;0; Rp- 
1031;15;JAMBI;1506;150604;22/07/2024;SARANA KESEHATAN;UNIT;0; Rp- 
1032;15;JAMBI;1506;150604;22/07/2024;PERKANTORAN;UNIT;0; Rp- 
1033;15;JAMBI;1506;150604;22/07/2024;BANGUNAN LAIN;UNIT;0; Rp- 
1034;15;JAMBI;1506;150604;22/07/2024;JEMBATAN;UNIT;0; Rp- 
1035;15;JAMBI;1506;150604;22/07/2024;JALAN;KM;0; Rp- 
1036;15;JAMBI;1506;150604;22/07/2024;SAWAH;HA;0; Rp- 
1037;15;JAMBI;1506;150604;22/07/2024;KEBUN/HUTAN;HA;2; Rp- 
1038;15;JAMBI;1506;150604;22/07/2024;KOLAM;HA;0; Rp- 
1039;15;JAMBI;1506;150604;22/07/2024;IRIGASI;HA;0; Rp- 
1200;15;JAMBI;1501;150117;22/07/2024;MENINGGAL;JIWA;0; Rp- 
1201;15;JAMBI;1501;150117;22/07/2024;HILANG;JIWA;0; Rp- 
1202;15;JAMBI;1501;150117;22/07/2024;LUKA;JIWA;0; Rp- 
1203;15;JAMBI;1501;150117;22/07/2024;MENDERITA;JIWA;4; Rp- 
1204;15;JAMBI;1501;150117;22/07/2024;MENGUNGSI;JIWA;0; Rp- 
1205;15;JAMBI;1501;150117;22/07/2024;RUMAH RB;UNIT;0; Rp- 
1206;15;JAMBI;1501;150117;22/07/2024;RUMAH RS;UNIT;0; Rp- 
1207;15;JAMBI;1501;150117;22/07/2024;RUMAH RR;UNIT;0; Rp- 
1208;15;JAMBI;1501;150117;22/07/2024;RUMAH TERENDAM;UNIT;0; Rp- 
1209;15;JAMBI;1501;150117;22/07/2024;SARANA PENDIDIKAN;UNIT;0; Rp- 
1210;15;JAMBI;1501;150117;22/07/2024;SARANA IBADAH;UNIT;0; Rp- 
1211;15;JAMBI;1501;150117;22/07/2024;SARANA KESEHATAN;UNIT;0; Rp- 
1212;15;JAMBI;1501;150117;22/07/2024;PERKANTORAN;UNIT;0; Rp- 
1213;15;JAMBI;1501;150117;22/07/2024;BANGUNAN LAIN;UNIT;0; Rp- 
1214;15;JAMBI;1501;150117;22/07/2024;JEMBATAN;UNIT;0; Rp- 
1215;15;JAMBI;1501;150117;22/07/2024;JALAN;KM;0; Rp- 
1216;15;JAMBI;1501;150117;22/07/2024;SAWAH;HA;0; Rp- 
1217;15;JAMBI;1501;150117;22/07/2024;KEBUN/HUTAN;HA;0; Rp- 
1218;15;JAMBI;1501;150117;22/07/2024;KOLAM;HA;0; Rp- 
1219;15;JAMBI;1501;150117;22/07/2024;IRIGASI;HA;0; Rp- 
320;15;JAMBI;1502;150217;23/07/2024;MENINGGAL;JIWA;1; Rp- 
321;15;JAMBI;1502;150217;23/07/2024;HILANG;JIWA;0; Rp- 
322;15;JAMBI;1502;150217;23/07/2024;LUKA;JIWA;0; Rp- 
323;15;JAMBI;1502;150217;23/07/2024;MENDERITA;JIWA;0; Rp- 
324;15;JAMBI;1502;150217;23/07/2024;MENGUNGSI;JIWA;0; Rp- 
325;15;JAMBI;1502;150217;23/07/2024;RUMAH RB;UNIT;0; Rp- 
326;15;JAMBI;1502;150217;23/07/2024;RUMAH RS;UNIT;0; Rp- 
327;15;JAMBI;1502;150217;23/07/2024;RUMAH RR;UNIT;0; Rp- 
328;15;JAMBI;1502;150217;23/07/2024;RUMAH TERENDAM;UNIT;0; Rp- 
329;15;JAMBI;1502;150217;23/07/2024;SARANA PENDIDIKAN;UNIT;0; Rp- 
330;15;JAMBI;1502;150217;23/07/2024;SARANA IBADAH;UNIT;0; Rp- 
331;15;JAMBI;1502;150217;23/07/2024;SARANA KESEHATAN;UNIT;0; Rp- 
332;15;JAMBI;1502;150217;23/07/2024;PERKANTORAN;UNIT;0; Rp- 
333;15;JAMBI;1502;150217;23/07/2024;BANGUNAN LAIN;UNIT;0; Rp- 
334;15;JAMBI;1502;150217;23/07/2024;JEMBATAN;UNIT;0; Rp- 
335;15;JAMBI;1502;150217;23/07/2024;JALAN;KM;0; Rp- 
336;15;JAMBI;1502;150217;23/07/2024;SAWAH;HA;0; Rp- 
337;15;JAMBI;1502;150217;23/07/2024;KEBUN/HUTAN;HA;0; Rp- 
338;15;JAMBI;1502;150217;23/07/2024;KOLAM;HA;0; Rp- 
339;15;JAMBI;1502;150217;23/07/2024;IRIGASI;HA;0; Rp- 
820;15;JAMBI;1504;150403;23/07/2024;MENINGGAL;JIWA;0; Rp- 
821;15;JAMBI;1504;150403;23/07/2024;HILANG;JIWA;0; Rp- 
822;15;JAMBI;1504;150403;23/07/2024;LUKA;JIWA;0; Rp- 
823;15;JAMBI;1504;150403;23/07/2024;MENDERITA;JIWA;0; Rp- 
824;15;JAMBI;1504;150403;23/07/2024;MENGUNGSI;JIWA;0; Rp- 
825;15;JAMBI;1504;150403;23/07/2024;RUMAH RB;UNIT;0; Rp- 
826;15;JAMBI;1504;150403;23/07/2024;RUMAH RS;UNIT;0; Rp- 
827;15;JAMBI;1504;150403;23/07/2024;RUMAH RR;UNIT;0; Rp- 
828;15;JAMBI;1504;150403;23/07/2024;RUMAH TERENDAM;UNIT;0; Rp- 
829;15;JAMBI;1504;150403;23/07/2024;SARANA PENDIDIKAN;UNIT;0; Rp- 
830;15;JAMBI;1504;150403;23/07/2024;SARANA IBADAH;UNIT;0; Rp- 
831;15;JAMBI;1504;150403;23/07/2024;SARANA KESEHATAN;UNIT;0; Rp- 
832;15;JAMBI;1504;150403;23/07/2024;PERKANTORAN;UNIT;0; Rp- 
833;15;JAMBI;1504;150403;23/07/2024;BANGUNAN LAIN;UNIT;0; Rp- 
834;15;JAMBI;1504;150403;23/07/2024;JEMBATAN;UNIT;0; Rp- 
835;15;JAMBI;1504;150403;23/07/2024;JALAN;KM;0; Rp- 
836;15;JAMBI;1504;150403;23/07/2024;SAWAH;HA;0; Rp- 
837;15;JAMBI;1504;150403;23/07/2024;KEBUN/HUTAN;HA;0; Rp- 
838;15;JAMBI;1504;150403;23/07/2024;KOLAM;HA;0; Rp- 
839;15;JAMBI;1504;150403;23/07/2024;IRIGASI;HA;0; Rp- 
540;15;JAMBI;1505;150504;24/07/2024;MENINGGAL;JIWA;0; Rp- 
541;15;JAMBI;1505;150504;24/07/2024;HILANG;JIWA;0; Rp- 
542;15;JAMBI;1505;150504;24/07/2024;LUKA;JIWA;0; Rp- 
543;15;JAMBI;1505;150504;24/07/2024;MENDERITA;JIWA;0; Rp- 
544;15;JAMBI;1505;150504;24/07/2024;MENGUNGSI;JIWA;0; Rp- 
545;15;JAMBI;1505;150504;24/07/2024;RUMAH RB;UNIT;0; Rp- 
546;15;JAMBI;1505;150504;24/07/2024;RUMAH RS;UNIT;0; Rp- 
547;15;JAMBI;1505;150504;24/07/2024;RUMAH RR;UNIT;0; Rp- 
548;15;JAMBI;1505;150504;24/07/2024;RUMAH TERENDAM;UNIT;0; Rp- 
549;15;JAMBI;1505;150504;24/07/2024;SARANA PENDIDIKAN;UNIT;0; Rp- 
550;15;JAMBI;1505;150504;24/07/2024;SARANA IBADAH;UNIT;0; Rp- 
551;15;JAMBI;1505;150504;24/07/2024;SARANA KESEHATAN;UNIT;0; Rp- 
552;15;JAMBI;1505;150504;24/07/2024;PERKANTORAN;UNIT;0; Rp- 
553;15;JAMBI;1505;150504;24/07/2024;BANGUNAN LAIN;UNIT;0; Rp- 
554;15;JAMBI;1505;150504;24/07/2024;JEMBATAN;UNIT;0; Rp- 
555;15;JAMBI;1505;150504;24/07/2024;JALAN;KM;0; Rp- 
556;15;JAMBI;1505;150504;24/07/2024;SAWAH;HA;0; Rp- 
557;15;JAMBI;1505;150504;24/07/2024;KEBUN/HUTAN;HA;2; Rp- 
558;15;JAMBI;1505;150504;24/07/2024;KOLAM;HA;0; Rp- 
559;15;JAMBI;1505;150504;24/07/2024;IRIGASI;HA;0; Rp- 
840;15;JAMBI;1504;150407;24/07/2024;MENINGGAL;JIWA;0; Rp- 
841;15;JAMBI;1504;150407;24/07/2024;HILANG;JIWA;0; Rp- 
842;15;JAMBI;1504;150407;24/07/2024;LUKA;JIWA;0; Rp- 
843;15;JAMBI;1504;150407;24/07/2024;MENDERITA;JIWA;0; Rp- 
844;15;JAMBI;1504;150407;24/07/2024;MENGUNGSI;JIWA;0; Rp- 
845;15;JAMBI;1504;150407;24/07/2024;RUMAH RB;UNIT;0; Rp- 
846;15;JAMBI;1504;150407;24/07/2024;RUMAH RS;UNIT;0; Rp- 
847;15;JAMBI;1504;150407;24/07/2024;RUMAH RR;UNIT;0; Rp- 
848;15;JAMBI;1504;150407;24/07/2024;RUMAH TERENDAM;UNIT;0; Rp- 
849;15;JAMBI;1504;150407;24/07/2024;SARANA PENDIDIKAN;UNIT;0; Rp- 
850;15;JAMBI;1504;150407;24/07/2024;SARANA IBADAH;UNIT;0; Rp- 
851;15;JAMBI;1504;150407;24/07/2024;SARANA KESEHATAN;UNIT;0; Rp- 
852;15;JAMBI;1504;150407;24/07/2024;PERKANTORAN;UNIT;0; Rp- 
853;15;JAMBI;1504;150407;24/07/2024;BANGUNAN LAIN;UNIT;0; Rp- 
854;15;JAMBI;1504;150407;24/07/2024;JEMBATAN;UNIT;0; Rp- 
855;15;JAMBI;1504;150407;24/07/2024;JALAN;KM;0; Rp- 
856;15;JAMBI;1504;150407;24/07/2024;SAWAH;HA;0; Rp- 
857;15;JAMBI;1504;150407;24/07/2024;KEBUN/HUTAN;HA;1; Rp- 
858;15;JAMBI;1504;150407;24/07/2024;KOLAM;HA;0; Rp- 
859;15;JAMBI;1504;150407;24/07/2024;IRIGASI;HA;0; Rp- 
980;15;JAMBI;1506;150603;24/07/2024;MENINGGAL;JIWA;0; Rp- 
981;15;JAMBI;1506;150603;24/07/2024;HILANG;JIWA;0; Rp- 
982;15;JAMBI;1506;150603;24/07/2024;LUKA;JIWA;0; Rp- 
983;15;JAMBI;1506;150603;24/07/2024;MENDERITA;JIWA;5; Rp- 
984;15;JAMBI;1506;150603;24/07/2024;MENGUNGSI;JIWA;0; Rp- 
985;15;JAMBI;1506;150603;24/07/2024;RUMAH RB;UNIT;0; Rp- 
986;15;JAMBI;1506;150603;24/07/2024;RUMAH RS;UNIT;0; Rp- 
987;15;JAMBI;1506;150603;24/07/2024;RUMAH RR;UNIT;0; Rp- 
988;15;JAMBI;1506;150603;24/07/2024;RUMAH TERENDAM;UNIT;0; Rp- 
989;15;JAMBI;1506;150603;24/07/2024;SARANA PENDIDIKAN;UNIT;0; Rp- 
990;15;JAMBI;1506;150603;24/07/2024;SARANA IBADAH;UNIT;0; Rp- 
991;15;JAMBI;1506;150603;24/07/2024;SARANA KESEHATAN;UNIT;0; Rp- 
992;15;JAMBI;1506;150603;24/07/2024;PERKANTORAN;UNIT;0; Rp- 
993;15;JAMBI;1506;150603;24/07/2024;BANGUNAN LAIN;UNIT;0; Rp- 
994;15;JAMBI;1506;150603;24/07/2024;JEMBATAN;UNIT;0; Rp- 
995;15;JAMBI;1506;150603;24/07/2024;JALAN;KM;0; Rp- 
996;15;JAMBI;1506;150603;24/07/2024;SAWAH;HA;0; Rp- 
997;15;JAMBI;1506;150603;24/07/2024;KEBUN/HUTAN;HA;0; Rp- 
998;15;JAMBI;1506;150603;24/07/2024;KOLAM;HA;0; Rp- 
999;15;JAMBI;1506;150603;24/07/2024;IRIGASI;HA;0; Rp- 
560;15;JAMBI;1505;150510;25/07/2024;MENINGGAL;JIWA;0; Rp- 
561;15;JAMBI;1505;150510;25/07/2024;HILANG;JIWA;0; Rp- 
562;15;JAMBI;1505;150510;25/07/2024;LUKA;JIWA;0; Rp- 
563;15;JAMBI;1505;150510;25/07/2024;MENDERITA;JIWA;0; Rp- 
564;15;JAMBI;1505;150510;25/07/2024;MENGUNGSI;JIWA;0; Rp- 
565;15;JAMBI;1505;150510;25/07/2024;RUMAH RB;UNIT;1; Rp- 
566;15;JAMBI;1505;150510;25/07/2024;RUMAH RS;UNIT;0; Rp- 
567;15;JAMBI;1505;150510;25/07/2024;RUMAH RR;UNIT;0; Rp- 
568;15;JAMBI;1505;150510;25/07/2024;RUMAH TERENDAM;UNIT;0; Rp- 
569;15;JAMBI;1505;150510;25/07/2024;SARANA PENDIDIKAN;UNIT;0; Rp- 
570;15;JAMBI;1505;150510;25/07/2024;SARANA IBADAH;UNIT;0; Rp- 
571;15;JAMBI;1505;150510;25/07/2024;SARANA KESEHATAN;UNIT;0; Rp- 
572;15;JAMBI;1505;150510;25/07/2024;PERKANTORAN;UNIT;0; Rp- 
573;15;JAMBI;1505;150510;25/07/2024;BANGUNAN LAIN;UNIT;0; Rp- 
574;15;JAMBI;1505;150510;25/07/2024;JEMBATAN;UNIT;0; Rp- 
575;15;JAMBI;1505;150510;25/07/2024;JALAN;KM;0; Rp- 
576;15;JAMBI;1505;150510;25/07/2024;SAWAH;HA;0; Rp- 
577;15;JAMBI;1505;150510;25/07/2024;KEBUN/HUTAN;HA;0; Rp- 
578;15;JAMBI;1505;150510;25/07/2024;KOLAM;HA;0; Rp- 
579;15;JAMBI;1505;150510;25/07/2024;IRIGASI;HA;0; Rp- 
580;15;JAMBI;1505;150501;25/07/2024;MENINGGAL;JIWA;0; Rp- 
581;15;JAMBI;1505;150501;25/07/2024;HILANG;JIWA;0; Rp- 
582;15;JAMBI;1505;150501;25/07/2024;LUKA;JIWA;0; Rp- 
583;15;JAMBI;1505;150501;25/07/2024;MENDERITA;JIWA;0; Rp- 
584;15;JAMBI;1505;150501;25/07/2024;MENGUNGSI;JIWA;0; Rp- 
585;15;JAMBI;1505;150501;25/07/2024;RUMAH RB;UNIT;0; Rp- 
586;15;JAMBI;1505;150501;25/07/2024;RUMAH RS;UNIT;0; Rp- 
587;15;JAMBI;1505;150501;25/07/2024;RUMAH RR;UNIT;0; Rp- 
588;15;JAMBI;1505;150501;25/07/2024;RUMAH TERENDAM;UNIT;0; Rp- 
589;15;JAMBI;1505;150501;25/07/2024;SARANA PENDIDIKAN;UNIT;0; Rp- 
590;15;JAMBI;1505;150501;25/07/2024;SARANA IBADAH;UNIT;0; Rp- 
591;15;JAMBI;1505;150501;25/07/2024;SARANA KESEHATAN;UNIT;0; Rp- 
592;15;JAMBI;1505;150501;25/07/2024;PERKANTORAN;UNIT;0; Rp- 
593;15;JAMBI;1505;150501;25/07/2024;BANGUNAN LAIN;UNIT;0; Rp- 
594;15;JAMBI;1505;150501;25/07/2024;JEMBATAN;UNIT;0; Rp- 
595;15;JAMBI;1505;150501;25/07/2024;JALAN;KM;0; Rp- 
596;15;JAMBI;1505;150501;25/07/2024;SAWAH;HA;0; Rp- 
597;15;JAMBI;1505;150501;25/07/2024;KEBUN/HUTAN;HA;1; Rp- 
598;15;JAMBI;1505;150501;25/07/2024;KOLAM;HA;0; Rp- 
599;15;JAMBI;1505;150501;25/07/2024;IRIGASI;HA;0; Rp- 
600;15;JAMBI;1505;150508;25/07/2024;MENINGGAL;JIWA;0; Rp- 
601;15;JAMBI;1505;150508;25/07/2024;HILANG;JIWA;0; Rp- 
602;15;JAMBI;1505;150508;25/07/2024;LUKA;JIWA;0; Rp- 
603;15;JAMBI;1505;150508;25/07/2024;MENDERITA;JIWA;0; Rp- 
604;15;JAMBI;1505;150508;25/07/2024;MENGUNGSI;JIWA;0; Rp- 
605;15;JAMBI;1505;150508;25/07/2024;RUMAH RB;UNIT;0; Rp- 
606;15;JAMBI;1505;150508;25/07/2024;RUMAH RS;UNIT;0; Rp- 
607;15;JAMBI;1505;150508;25/07/2024;RUMAH RR;UNIT;0; Rp- 
608;15;JAMBI;1505;150508;25/07/2024;RUMAH TERENDAM;UNIT;0; Rp- 
609;15;JAMBI;1505;150508;25/07/2024;SARANA PENDIDIKAN;UNIT;0; Rp- 
610;15;JAMBI;1505;150508;25/07/2024;SARANA IBADAH;UNIT;0; Rp- 
611;15;JAMBI;1505;150508;25/07/2024;SARANA KESEHATAN;UNIT;0; Rp- 
612;15;JAMBI;1505;150508;25/07/2024;PERKANTORAN;UNIT;0; Rp- 
613;15;JAMBI;1505;150508;25/07/2024;BANGUNAN LAIN;UNIT;0; Rp- 
614;15;JAMBI;1505;150508;25/07/2024;JEMBATAN;UNIT;0; Rp- 
615;15;JAMBI;1505;150508;25/07/2024;JALAN;KM;0; Rp- 
616;15;JAMBI;1505;150508;25/07/2024;SAWAH;HA;0; Rp- 
617;15;JAMBI;1505;150508;25/07/2024;KEBUN/HUTAN;HA;1; Rp- 
618;15;JAMBI;1505;150508;25/07/2024;KOLAM;HA;0; Rp- 
619;15;JAMBI;1505;150508;25/07/2024;IRIGASI;HA;0; Rp- 
620;15;JAMBI;1505;150502;25/07/2024;MENINGGAL;JIWA;0; Rp- 
621;15;JAMBI;1505;150502;25/07/2024;HILANG;JIWA;0; Rp- 
622;15;JAMBI;1505;150502;25/07/2024;LUKA;JIWA;0; Rp- 
623;15;JAMBI;1505;150502;25/07/2024;MENDERITA;JIWA;0; Rp- 
624;15;JAMBI;1505;150502;25/07/2024;MENGUNGSI;JIWA;0; Rp- 
625;15;JAMBI;1505;150502;25/07/2024;RUMAH RB;UNIT;0; Rp- 
626;15;JAMBI;1505;150502;25/07/2024;RUMAH RS;UNIT;0; Rp- 
627;15;JAMBI;1505;150502;25/07/2024;RUMAH RR;UNIT;0; Rp- 
628;15;JAMBI;1505;150502;25/07/2024;RUMAH TERENDAM;UNIT;0; Rp- 
629;15;JAMBI;1505;150502;25/07/2024;SARANA PENDIDIKAN;UNIT;0; Rp- 
630;15;JAMBI;1505;150502;25/07/2024;SARANA IBADAH;UNIT;0; Rp- 
631;15;JAMBI;1505;150502;25/07/2024;SARANA KESEHATAN;UNIT;0; Rp- 
632;15;JAMBI;1505;150502;25/07/2024;PERKANTORAN;UNIT;0; Rp- 
633;15;JAMBI;1505;150502;25/07/2024;BANGUNAN LAIN;UNIT;0; Rp- 
634;15;JAMBI;1505;150502;25/07/2024;JEMBATAN;UNIT;0; Rp- 
635;15;JAMBI;1505;150502;25/07/2024;JALAN;KM;0; Rp- 
636;15;JAMBI;1505;150502;25/07/2024;SAWAH;HA;0; Rp- 
637;15;JAMBI;1505;150502;25/07/2024;KEBUN/HUTAN;HA;1; Rp- 
638;15;JAMBI;1505;150502;25/07/2024;KOLAM;HA;0; Rp- 
639;15;JAMBI;1505;150502;25/07/2024;IRIGASI;HA;0; Rp- 
640;15;JAMBI;1505;150501;25/07/2024;MENINGGAL;JIWA;0; Rp- 
641;15;JAMBI;1505;150501;25/07/2024;HILANG;JIWA;0; Rp- 
642;15;JAMBI;1505;150501;25/07/2024;LUKA;JIWA;0; Rp- 
643;15;JAMBI;1505;150501;25/07/2024;MENDERITA;JIWA;0; Rp- 
644;15;JAMBI;1505;150501;25/07/2024;MENGUNGSI;JIWA;0; Rp- 
645;15;JAMBI;1505;150501;25/07/2024;RUMAH RB;UNIT;0; Rp- 
646;15;JAMBI;1505;150501;25/07/2024;RUMAH RS;UNIT;0; Rp- 
647;15;JAMBI;1505;150501;25/07/2024;RUMAH RR;UNIT;0; Rp- 
648;15;JAMBI;1505;150501;25/07/2024;RUMAH TERENDAM;UNIT;0; Rp- 
649;15;JAMBI;1505;150501;25/07/2024;SARANA PENDIDIKAN;UNIT;0; Rp- 
650;15;JAMBI;1505;150501;25/07/2024;SARANA IBADAH;UNIT;0; Rp- 
651;15;JAMBI;1505;150501;25/07/2024;SARANA KESEHATAN;UNIT;0; Rp- 
652;15;JAMBI;1505;150501;25/07/2024;PERKANTORAN;UNIT;0; Rp- 
653;15;JAMBI;1505;150501;25/07/2024;BANGUNAN LAIN;UNIT;0; Rp- 
654;15;JAMBI;1505;150501;25/07/2024;JEMBATAN;UNIT;0; Rp- 
655;15;JAMBI;1505;150501;25/07/2024;JALAN;KM;0; Rp- 
656;15;JAMBI;1505;150501;25/07/2024;SAWAH;HA;0; Rp- 
657;15;JAMBI;1505;150501;25/07/2024;KEBUN/HUTAN;HA;1; Rp- 
658;15;JAMBI;1505;150501;25/07/2024;KOLAM;HA;0; Rp- 
659;15;JAMBI;1505;150501;25/07/2024;IRIGASI;HA;0; Rp- 
860;15;JAMBI;1504;150403;25/07/2024;MENINGGAL;JIWA;0; Rp- 
861;15;JAMBI;1504;150403;25/07/2024;HILANG;JIWA;0; Rp- 
862;15;JAMBI;1504;150403;25/07/2024;LUKA;JIWA;0; Rp- 
863;15;JAMBI;1504;150403;25/07/2024;MENDERITA;JIWA;0; Rp- 
864;15;JAMBI;1504;150403;25/07/2024;MENGUNGSI;JIWA;0; Rp- 
865;15;JAMBI;1504;150403;25/07/2024;RUMAH RB;UNIT;0; Rp- 
866;15;JAMBI;1504;150403;25/07/2024;RUMAH RS;UNIT;0; Rp- 
867;15;JAMBI;1504;150403;25/07/2024;RUMAH RR;UNIT;0; Rp- 
868;15;JAMBI;1504;150403;25/07/2024;RUMAH TERENDAM;UNIT;0; Rp- 
869;15;JAMBI;1504;150403;25/07/2024;SARANA PENDIDIKAN;UNIT;0; Rp- 
870;15;JAMBI;1504;150403;25/07/2024;SARANA IBADAH;UNIT;0; Rp- 
871;15;JAMBI;1504;150403;25/07/2024;SARANA KESEHATAN;UNIT;0; Rp- 
872;15;JAMBI;1504;150403;25/07/2024;PERKANTORAN;UNIT;0; Rp- 
873;15;JAMBI;1504;150403;25/07/2024;BANGUNAN LAIN;UNIT;0; Rp- 
874;15;JAMBI;1504;150403;25/07/2024;JEMBATAN;UNIT;0; Rp- 
875;15;JAMBI;1504;150403;25/07/2024;JALAN;KM;0; Rp- 
876;15;JAMBI;1504;150403;25/07/2024;SAWAH;HA;0; Rp- 
877;15;JAMBI;1504;150403;25/07/2024;KEBUN/HUTAN;HA;1; Rp- 
878;15;JAMBI;1504;150403;25/07/2024;KOLAM;HA;0; Rp- 
879;15;JAMBI;1504;150403;25/07/2024;IRIGASI;HA;0; Rp- 
1040;15;JAMBI;1506;150604;25/07/2024;MENINGGAL;JIWA;0; Rp- 
1041;15;JAMBI;1506;150604;25/07/2024;HILANG;JIWA;0; Rp- 
1042;15;JAMBI;1506;150604;25/07/2024;LUKA;JIWA;0; Rp- 
1043;15;JAMBI;1506;150604;25/07/2024;MENDERITA;JIWA;0; Rp- 
1044;15;JAMBI;1506;150604;25/07/2024;MENGUNGSI;JIWA;0; Rp- 
1045;15;JAMBI;1506;150604;25/07/2024;RUMAH RB;UNIT;0; Rp- 
1046;15;JAMBI;1506;150604;25/07/2024;RUMAH RS;UNIT;0; Rp- 
1047;15;JAMBI;1506;150604;25/07/2024;RUMAH RR;UNIT;0; Rp- 
1048;15;JAMBI;1506;150604;25/07/2024;RUMAH TERENDAM;UNIT;0; Rp- 
1049;15;JAMBI;1506;150604;25/07/2024;SARANA PENDIDIKAN;UNIT;0; Rp- 
1050;15;JAMBI;1506;150604;25/07/2024;SARANA IBADAH;UNIT;0; Rp- 
1051;15;JAMBI;1506;150604;25/07/2024;SARANA KESEHATAN;UNIT;0; Rp- 
1052;15;JAMBI;1506;150604;25/07/2024;PERKANTORAN;UNIT;0; Rp- 
1053;15;JAMBI;1506;150604;25/07/2024;BANGUNAN LAIN;UNIT;0; Rp- 
1054;15;JAMBI;1506;150604;25/07/2024;JEMBATAN;UNIT;0; Rp- 
1055;15;JAMBI;1506;150604;25/07/2024;JALAN;KM;0; Rp- 
