NO ;kode_provinsi;nama_provinsi;kode_kabupaten_kota;kode kecamatan;kode_kelurahan_desa;nilai_idm;status_idm
398;15;JAMBI;1506;150610;1506102003;0,6308;BERKEMBANG
399;15;JAMBI;1506;150610;1506102004;0,6706;BERKEMBANG
400;15;JAMBI;1506;150610;1506102005;0,6181;BERKEMBANG
401;15;JAMBI;1506;150610;1506102006;0,6971;BERKEMBANG
402;15;JAMBI;1506;150610;1506102007;0,7;BERKEMBANG
403;15;JAMBI;1506;150610;1506102008;0,6568;BERKEMBANG
404;15;JAMBI;1506;150611;1506112002;0,6705;BERKEMBANG
405;15;JAMBI;1506;150611;1506112003;0,6141;BERKEMBANG
406;15;JAMBI;1506;150611;1506112005;0,6721;BERKEMBANG
407;15;JAMBI;1506;150611;1506112006;0,6973;BERKEMBANG
408;15;JAMBI;1506;150611;1506112007;0,6573;BERKEMBANG
409;15;JAMBI;1506;150611;1506112008;0,6627;BERKEMBANG
410;15;JAMBI;1506;150611;1506112009;0,653;BERKEMBANG
411;15;JAMBI;1506;150611;1506112010;0,6568;BERKEMBANG
412;15;JAMBI;1506;150612;1506122002;0,631;BERKEMBANG
413;15;JAMBI;1506;150612;1506122003;0,6667;BERKEMBANG
414;15;JAMBI;1506;150612;1506122004;0,6014;BERKEMBANG
415;15;JAMBI;1506;150612;1506122005;0,6233;BERKEMBANG
416;15;JAMBI;1506;150612;1506122006;0,6078;BERKEMBANG
417;15;JAMBI;1506;150612;1506122007;0,6084;BERKEMBANG
418;15;JAMBI;1506;150612;1506122008;0,6048;BERKEMBANG
419;15;JAMBI;1506;150612;1506122009;0,6625;BERKEMBANG
420;15;JAMBI;1506;150612;1506122010;0,6514;BERKEMBANG
421;15;JAMBI;1506;150613;1506132002;0,6405;BERKEMBANG
422;15;JAMBI;1506;150613;1506132003;0,6822;BERKEMBANG
423;15;JAMBI;1506;150613;1506132004;0,689;BERKEMBANG
424;15;JAMBI;1506;150613;1506132005;0,6735;BERKEMBANG
425;15;JAMBI;1506;150613;1506132007;0,6922;BERKEMBANG
426;15;JAMBI;1506;150613;1506132008;0,6959;BERKEMBANG
427;15;JAMBI;1506;150613;1506132009;0,7054;BERKEMBANG
428;15;JAMBI;1506;150613;1506132010;0,7013;BERKEMBANG
429;15;JAMBI;1507;150701;1507012001;0,6529;BERKEMBANG
430;15;JAMBI;1507;150701;1507012015;0,6084;BERKEMBANG
431;15;JAMBI;1507;150702;1507022003;0,6889;BERKEMBANG
432;15;JAMBI;1507;150702;1507022004;0,6425;BERKEMBANG
433;15;JAMBI;1507;150702;1507022006;0,6298;BERKEMBANG
434;15;JAMBI;1507;150702;1507022007;0,6413;BERKEMBANG
435;15;JAMBI;1507;150702;1507022008;0,613;BERKEMBANG
436;15;JAMBI;1507;150702;1507022009;0,703;BERKEMBANG
437;15;JAMBI;1507;150702;1507022010;0,6021;BERKEMBANG
438;15;JAMBI;1507;150703;1507032003;0,6722;BERKEMBANG
439;15;JAMBI;1507;150703;1507032007;0,6073;BERKEMBANG
440;15;JAMBI;1507;150703;1507032014;0,6303;BERKEMBANG
441;15;JAMBI;1507;150703;1507032015;0,6759;BERKEMBANG
442;15;JAMBI;1507;150703;1507032016;0,646;BERKEMBANG
443;15;JAMBI;1507;150703;1507032018;0,6587;BERKEMBANG
444;15;JAMBI;1507;150704;1507042004;0,6389;BERKEMBANG
445;15;JAMBI;1507;150704;1507042007;0,7019;BERKEMBANG
446;15;JAMBI;1507;150704;1507042008;0,6903;BERKEMBANG
447;15;JAMBI;1507;150704;1507042009;0,659;BERKEMBANG
448;15;JAMBI;1507;150704;1507042011;0,6124;BERKEMBANG
449;15;JAMBI;1507;150704;1507042013;0,6924;BERKEMBANG
450;15;JAMBI;1507;150704;1507042014;0,6944;BERKEMBANG
451;15;JAMBI;1507;150704;1507042015;0,6341;BERKEMBANG
452;15;JAMBI;1507;150704;1507042016;0,7037;BERKEMBANG
453;15;JAMBI;1507;150705;1507052002;0,6649;BERKEMBANG
454;15;JAMBI;1507;150705;1507052003;0,6429;BERKEMBANG
455;15;JAMBI;1507;150706;1507062003;0,6203;BERKEMBANG
456;15;JAMBI;1507;150706;1507062005;0,6421;BERKEMBANG
457;15;JAMBI;1507;150706;1507062009;0,7;BERKEMBANG
458;15;JAMBI;1507;150708;1507082004;0,6348;BERKEMBANG
459;15;JAMBI;1507;150708;1507082005;0,707;BERKEMBANG
460;15;JAMBI;1507;150709;1507092003;0,6568;BERKEMBANG
461;15;JAMBI;1507;150709;1507092004;0,7011;BERKEMBANG
462;15;JAMBI;1507;150709;1507092005;0,62;BERKEMBANG
463;15;JAMBI;1507;150709;1507092006;0,6421;BERKEMBANG
464;15;JAMBI;1507;150709;1507092007;0,6013;BERKEMBANG
465;15;JAMBI;1507;150710;1507102001;0,6962;BERKEMBANG
466;15;JAMBI;1507;150711;1507112002;0,6771;BERKEMBANG
467;15;JAMBI;1507;150711;1507112004;0,6011;BERKEMBANG
468;15;JAMBI;1507;150711;1507112006;0,6846;BERKEMBANG
469;15;JAMBI;1508;150801;1508012001;0,6905;BERKEMBANG
470;15;JAMBI;1508;150801;1508012002;0,7003;BERKEMBANG
471;15;JAMBI;1508;150801;1508012003;0,6906;BERKEMBANG
472;15;JAMBI;1508;150801;1508012005;0,6646;BERKEMBANG
473;15;JAMBI;1508;150801;1508012006;0,6717;BERKEMBANG
474;15;JAMBI;1508;150801;1508012007;0,6867;BERKEMBANG
475;15;JAMBI;1508;150801;1508012008;0,7016;BERKEMBANG
476;15;JAMBI;1508;150801;1508012009;0,6997;BERKEMBANG
477;15;JAMBI;1508;150801;1508012016;0,6719;BERKEMBANG
478;15;JAMBI;1508;150802;1508022002;0,6508;BERKEMBANG
479;15;JAMBI;1508;150802;1508022004;0,6522;BERKEMBANG
480;15;JAMBI;1508;150802;1508022005;0,6976;BERKEMBANG
481;15;JAMBI;1508;150802;1508022015;0,6329;BERKEMBANG
482;15;JAMBI;1508;150804;1508042005;0,6665;BERKEMBANG
483;15;JAMBI;1508;150804;1508042007;0,6197;BERKEMBANG
484;15;JAMBI;1508;150804;1508042009;0,6281;BERKEMBANG
485;15;JAMBI;1508;150804;1508042014;0,6325;BERKEMBANG
486;15;JAMBI;1508;150805;1508052007;0,6721;BERKEMBANG
487;15;JAMBI;1508;150805;1508052009;0,6837;BERKEMBANG
488;15;JAMBI;1508;150805;1508052010;0,6944;BERKEMBANG
489;15;JAMBI;1508;150805;1508052012;0,6944;BERKEMBANG
490;15;JAMBI;1508;150805;1508052015;0,6949;BERKEMBANG
491;15;JAMBI;1508;150805;1508052017;0,7017;BERKEMBANG
492;15;JAMBI;1508;150805;1508052019;0,6838;BERKEMBANG
493;15;JAMBI;1508;150806;1508062001;0,7052;BERKEMBANG
494;15;JAMBI;1508;150806;1508062004;0,7067;BERKEMBANG
495;15;JAMBI;1508;150806;1508062005;0,6121;BERKEMBANG
496;15;JAMBI;1508;150806;1508062006;0,6421;BERKEMBANG
497;15;JAMBI;1508;150806;1508062007;0,6192;BERKEMBANG
498;15;JAMBI;1508;150806;1508062008;0,6408;BERKEMBANG
499;15;JAMBI;1508;150806;1508062009;0,6484;BERKEMBANG
500;15;JAMBI;1508;150806;1508062014;0,676;BERKEMBANG
501;15;JAMBI;1508;150806;1508062015;0,6305;BERKEMBANG
502;15;JAMBI;1508;150807;1508072001;0,6711;BERKEMBANG
503;15;JAMBI;1508;150807;1508072002;0,6729;BERKEMBANG
504;15;JAMBI;1508;150807;1508072003;0,6879;BERKEMBANG
505;15;JAMBI;1508;150807;1508072005;0,6613;BERKEMBANG
506;15;JAMBI;1508;150807;1508072006;0,6673;BERKEMBANG
507;15;JAMBI;1508;150807;1508072007;0,6971;BERKEMBANG
508;15;JAMBI;1508;150807;1508072008;0,6865;BERKEMBANG
509;15;JAMBI;1508;150807;1508072009;0,6514;BERKEMBANG
510;15;JAMBI;1508;150807;1508072010;0,6454;BERKEMBANG
511;15;JAMBI;1508;150807;1508072011;0,6811;BERKEMBANG
512;15;JAMBI;1508;150807;1508072014;0,6979;BERKEMBANG
513;15;JAMBI;1508;150808;1508082001;0,6621;BERKEMBANG
514;15;JAMBI;1508;150808;1508082003;0,6868;BERKEMBANG
515;15;JAMBI;1508;150808;1508082004;0,6617;BERKEMBANG
516;15;JAMBI;1508;150808;1508082009;0,6211;BERKEMBANG
517;15;JAMBI;1508;150810;1508102001;0,7071;BERKEMBANG
518;15;JAMBI;1508;150810;1508102005;0,6454;BERKEMBANG
519;15;JAMBI;1508;150810;1508102006;0,6937;BERKEMBANG
520;15;JAMBI;1508;150814;1508142002;0,6775;BERKEMBANG
521;15;JAMBI;1508;150814;1508142005;0,6998;BERKEMBANG
522;15;JAMBI;1508;150814;1508142006;0,6621;BERKEMBANG
523;15;JAMBI;1508;150814;1508142007;0,6605;BERKEMBANG
524;15;JAMBI;1508;150814;1508142009;0,6805;BERKEMBANG
525;15;JAMBI;1508;150815;1508152001;0,704;BERKEMBANG
526;15;JAMBI;1508;150815;1508152002;0,6883;BERKEMBANG
527;15;JAMBI;1508;150815;1508152003;0,7049;BERKEMBANG
528;15;JAMBI;1508;150815;1508152004;0,6756;BERKEMBANG
529;15;JAMBI;1508;150815;1508152005;0,6954;BERKEMBANG
530;15;JAMBI;1508;150816;1508162002;0,641;BERKEMBANG
531;15;JAMBI;1508;150816;1508162006;0,6937;BERKEMBANG
532;15;JAMBI;1508;150816;1508162007;0,6121;BERKEMBANG
533;15;JAMBI;1508;150817;1508172001;0,6289;BERKEMBANG
534;15;JAMBI;1508;150817;1508172002;0,7057;BERKEMBANG
535;15;JAMBI;1508;150817;1508172003;0,6997;BERKEMBANG
536;15;JAMBI;1508;150817;1508172004;0,6035;BERKEMBANG
537;15;JAMBI;1508;150817;1508172005;0,6686;BERKEMBANG
538;15;JAMBI;1508;150817;1508172007;0,6229;BERKEMBANG
539;15;JAMBI;1508;150817;1508172008;0,6438;BERKEMBANG
540;15;JAMBI;1508;150817;1508172009;0,64;BERKEMBANG
541;15;JAMBI;1508;150817;1508172010;0,7006;BERKEMBANG
542;15;JAMBI;1508;150817;1508172012;0,644;BERKEMBANG
543;15;JAMBI;1509;150901;1509012004;0,6171;BERKEMBANG
544;15;JAMBI;1509;150901;1509012005;0,6033;BERKEMBANG
545;15;JAMBI;1509;150901;1509012006;0,6148;BERKEMBANG
546;15;JAMBI;1509;150901;1509012007;0,6944;BERKEMBANG
547;15;JAMBI;1509;150901;1509012008;0,6848;BERKEMBANG
548;15;JAMBI;1509;150901;1509012009;0,6084;BERKEMBANG
549;15;JAMBI;1509;150901;1509012011;0,6984;BERKEMBANG
550;15;JAMBI;1509;150902;1509022002;0,7035;BERKEMBANG
551;15;JAMBI;1509;150902;1509022005;0,6902;BERKEMBANG
552;15;JAMBI;1509;150902;1509022011;0,6829;BERKEMBANG
553;15;JAMBI;1509;150902;1509022014;0,6843;BERKEMBANG
554;15;JAMBI;1509;150902;1509022015;0,657;BERKEMBANG
555;15;JAMBI;1509;150902;1509022017;0,6348;BERKEMBANG
556;15;JAMBI;1509;150902;1509022018;0,6132;BERKEMBANG
557;15;JAMBI;1509;150903;1509032002;0,6957;BERKEMBANG
558;15;JAMBI;1509;150903;1509032003;0,6362;BERKEMBANG
559;15;JAMBI;1509;150903;1509032004;0,6702;BERKEMBANG
560;15;JAMBI;1509;150903;1509032005;0,6697;BERKEMBANG
561;15;JAMBI;1509;150903;1509032006;0,677;BERKEMBANG
562;15;JAMBI;1509;150903;1509032007;0,6497;BERKEMBANG
563;15;JAMBI;1509;150903;1509032008;0,6287;BERKEMBANG
564;15;JAMBI;1509;150903;1509032009;0,6756;BERKEMBANG
565;15;JAMBI;1509;150903;1509032010;0,6284;BERKEMBANG
566;15;JAMBI;1509;150903;1509032012;0,6384;BERKEMBANG
567;15;JAMBI;1509;150903;1509032015;0,637;BERKEMBANG
568;15;JAMBI;1509;150903;1509032016;0,6638;BERKEMBANG
569;15;JAMBI;1509;150903;1509032017;0,6333;BERKEMBANG
570;15;JAMBI;1509;150903;1509032019;0,6498;BERKEMBANG
571;15;JAMBI;1509;150904;1509042011;0,6297;BERKEMBANG
572;15;JAMBI;1509;150904;1509042012;0,6614;BERKEMBANG
573;15;JAMBI;1509;150904;1509042014;0,6897;BERKEMBANG
574;15;JAMBI;1509;150904;1509042015;0,6244;BERKEMBANG
575;15;JAMBI;1509;150905;1509052002;0,6003;BERKEMBANG
576;15;JAMBI;1509;150905;1509052003;0,6298;BERKEMBANG
577;15;JAMBI;1509;150905;1509052004;0,6033;BERKEMBANG
578;15;JAMBI;1509;150905;1509052005;0,6348;BERKEMBANG
579;15;JAMBI;1509;150905;1509052007;0,6195;BERKEMBANG
580;15;JAMBI;1509;150905;1509052008;0,6035;BERKEMBANG
581;15;JAMBI;1509;150905;1509052009;0,6421;BERKEMBANG
582;15;JAMBI;1509;150905;1509052010;0,6197;BERKEMBANG
583;15;JAMBI;1509;150905;1509052012;0,6167;BERKEMBANG
584;15;JAMBI;1509;150907;1509072005;0,6833;BERKEMBANG
585;15;JAMBI;1509;150907;1509072006;0,693;BERKEMBANG
586;15;JAMBI;1509;150907;1509072007;0,6792;BERKEMBANG
587;15;JAMBI;1509;150907;1509072008;0,6289;BERKEMBANG
588;15;JAMBI;1509;150907;1509072009;0,7068;BERKEMBANG
589;15;JAMBI;1509;150907;1509072010;0,6387;BERKEMBANG
590;15;JAMBI;1509;150907;1509072011;0,6535;BERKEMBANG
591;15;JAMBI;1509;150907;1509072012;0,6105;BERKEMBANG
592;15;JAMBI;1509;150908;1509082010;0,6441;BERKEMBANG
593;15;JAMBI;1509;150909;1509092006;0,6797;BERKEMBANG
594;15;JAMBI;1509;150910;1509102001;0,6532;BERKEMBANG
595;15;JAMBI;1509;150910;1509102003;0,7067;BERKEMBANG
596;15;JAMBI;1509;150910;1509102004;0,6551;BERKEMBANG
597;15;JAMBI;1509;150910;1509102005;0,6922;BERKEMBANG
598;15;JAMBI;1509;150910;1509102006;0,6735;BERKEMBANG
599;15;JAMBI;1509;150910;1509102007;0,693;BERKEMBANG
600;15;JAMBI;1509;150910;1509102008;0,6046;BERKEMBANG
601;15;JAMBI;1509;150911;1509112006;0,6878;BERKEMBANG
602;15;JAMBI;1509;150912;1509122001;0,6919;BERKEMBANG
603;15;JAMBI;1509;150912;1509122007;0,6333;BERKEMBANG
