no;kode_provinsi;nama_provinsi;kode_kabupaten_kota;kode_kecamatan;kode_kelurahan_desa;nama_hotel;data;tenaga_kerja;jumlah_tenaga_kerja;fasilitas;jenis_kamar;jumlah;jumlah_tempat_tidur
393;15;JAMBI;1571;157102;1571021004;Hotel Formosa ;HOTEL NON BINTANG;;;;;;
394;15;JAMBI;1571;157101;1571011001;Hotel Putri Pinang MasaK;HOTEL NON BINTANG;;;;;;
395;15;JAMBI;1571;157104;1571041002;Hotel 99;HOTEL NON BINTANG;;;;;;
396;15;JAMBI;1571;157111;1571111002;Hotel Raja Residence ;HOTEL NON BINTANG;;;;;;
397;15;JAMBI;1571;157104;1571041001;Hotel Sarina ;HOTEL NON BINTANG;;;;;;
398;15;JAMBI;1571;157104;1571041003;Hotel Surya ;HOTEL NON BINTANG;;;;;;
399;15;JAMBI;1571;157111;1571111005;Hotel Palem;HOTEL NON BINTANG;;;;;;
400;15;JAMBI;1571;157108;1503092004;Hotel Aini / PT. Aini Aziz;HOTEL NON BINTANG;;;;;;
401;15;JAMBI;1571;157107;1571071004;Hotel Sephia ;HOTEL NON BINTANG;;;;;;
402;15;JAMBI;1571;157104;1571041004;Hotel Anggrek;HOTEL NON BINTANG;;;;;;
403;15;JAMBI;1571;157109;1571091001;Hotel Dani's ;HOTEL NON BINTANG;;;;;;
404;15;JAMBI;1571;157104;1571041004;Hotel 88;HOTEL NON BINTANG;;;;;;
405;15;JAMBI;1571;157104;1571041004;Hotel Mexicana ;HOTEL NON BINTANG;;;;;;
406;15;JAMBI;1571;157104;1571041004;Hotel Mayang Sari I ;HOTEL NON BINTANG;;;;;;
407;15;JAMBI;1571;157111;1571111005;Hotel Makasar Bersinar ;HOTEL NON BINTANG;;;;;;
408;15;JAMBI;1571;157103;1571031004;Hotel Penawar ;HOTEL NON BINTANG;;;;;;
409;15;JAMBI;1571;157108;1503092004;Hotel Bungo Kincai ;HOTEL NON BINTANG;;;;;;
410;15;JAMBI;1571;157108;1571081001;Hotel Yuli ;HOTEL NON BINTANG;;;;;;
411;15;JAMBI;1571;157110;1571101001;Hotel Al-Fath ;HOTEL NON BINTANG;;;;;;
412;15;JAMBI;1571;157108;1571081004;Hotel Lestari ;HOTEL NON BINTANG;;;;;;
413;15;JAMBI;1571;157103;1571031008;Hotel Aries ;HOTEL NON BINTANG;;;;;;
414;15;JAMBI;1571;157103;1571031003;Hotel Satria ;HOTEL NON BINTANG;;;;;;
415;15;JAMBI;1571;157104;1571041001;Hotel Anda Jaya ;HOTEL NON BINTANG;;;;;;
416;15;JAMBI;1571;157109;1571091002;Hotel Amanah ;HOTEL NON BINTANG;;;;;;
417;15;JAMBI;1571;157102;1571021003;Hotel Jayakarta ;HOTEL NON BINTANG;;;;;;
418;15;JAMBI;1571;157102;1571021003;Hotel Mandamin ;HOTEL NON BINTANG;;;;;;
419;15;JAMBI;1571;157104;1571041004;Hotel Wisma Batang Hari;HOTEL NON BINTANG;;;;;;
420;15;JAMBI;1571;157104;1571041001;Hotel Suka Jaya ;HOTEL NON BINTANG;;;;;;
421;15;JAMBI;1571;157107;1571071001;Hotel Sederhana Dua ;HOTEL NON BINTANG;;;;;;
422;15;JAMBI;1571;157109;1571091001;Hotel Katan Jayo ;HOTEL NON BINTANG;;;;;;
423;15;JAMBI;1571;157103;1571031003;Hotel Jambi Prima;HOTEL NON BINTANG;;;;;;
424;15;JAMBI;1571;157104;1571041003;Hotel Sri Ramayana ;HOTEL NON BINTANG;;;;;;
425;15;JAMBI;1571;157109;1571091001;Hotel Mutiara ;HOTEL NON BINTANG;;;;;;
426;15;JAMBI;1571;157107;1571071005;Hotel Lingkar Barat ;HOTEL NON BINTANG;;;;;;
427;15;JAMBI;1571;157108;1503092004;Bed Dan Breakfast Inn ;HOTEL NON BINTANG;;;;;;
428;15;JAMBI;1572;157201;1502182008;Arjuna Hotel ;HOTEL NON BINTANG;;;;;;
429;15;JAMBI;1572;157206;1572062005;Matahari 2;HOTEL NON BINTANG;;;;;;
430;15;JAMBI;1572;157206;1572062005;Busana Hotel;HOTEL NON BINTANG;;;;;;
431;15;JAMBI;1572;157206;1572062005;Mahkota Sutis Hotel & Resort ;HOTEL NON BINTANG;;;;;;
432;15;JAMBI;1572;157208;1572082002;Jaya Wisata Hotel and Restaurant ;HOTEL NON BINTANG;;;;;;
433;15;JAMBI;1572;157201;1572011001;Aroma Hotel;HOTEL NON BINTANG;;;;;;
434;15;JAMBI;1572;157208;1501082002;Jaya Wisata 2 Hotel ;HOTEL NON BINTANG;;;;;;
435;15;JAMBI;1572;157208;1572082002;Hotel Matahari ;HOTEL NON BINTANG;;;;;;
436;15;JAMBI;1572;157208;1572082002;Hotel Yani ;HOTEL NON BINTANG;;;;;;
437;15;JAMBI;1572;157208;1572082002;Kayu Manis;HOTEL NON BINTANG;;;;;;
438;15;JAMBI;1572;157208;1572082002;Masgo Kencana;HOTEL NON BINTANG;;;;;;
439;15;JAMBI;1572;157208;1572082002;Puri Asri;HOTEL NON BINTANG;;;;;;
440;15;JAMBI;1572;157208;1572082002;Kerinci;HOTEL NON BINTANG;;;;;;
441;15;JAMBI;1572;157201;1572011001;Green House;HOTEL NON BINTANG;;;;;;
442;15;JAMBI;1572;157204;1501022008;Penginapan Cantika;HOTEL NON BINTANG;;;;;;
