NO;kode_provinsi;nama_provinsi;kode_kabupaten_kota;nama_kabupaten_kota;kode_kecamatan;nama_kecamatan;jumlah_keluarga_berisiko_stunting;keluarga_tidak_memiliki_sumber_air_minum_layak;keluarga_tidak_memiliki_jamban_layak;pus_terlalu_muda_tidak_menggunakan_kb;pus_terlalu_tua_tidak_menggunakan_kb;pus_terlalu_dekat_tidak_menggunakan_kb;pus_terlalu_banyak_tidak_menggunakan_kb
;15;JAMBI;1506;TANJUNG JABUNG BARAT;150609;MUARA PAPALIK;241;61;59;4;86;0;58
;15;JAMBI;1506;TANJUNG JABUNG BARAT;150603;PENGABUAN;4.277;4.222;1.788;9;378;4;447
;15;JAMBI;1506;TANJUNG JABUNG BARAT;150608;RENAH MENDALUH;1.171;285;827;4;211;0;261
;15;JAMBI;1506;TANJUNG JABUNG BARAT;150610;SEBERANG KOTA;1.231;1.211;409;1;47;1;33
;15;JAMBI;1506;TANJUNG JABUNG BARAT;150613;SENYERANG;4.413;4.275;1.883;13;394;2;275
;15;JAMBI;1506;TANJUNG JABUNG BARAT;150606;TEBING TINGGI;2.890;184;2.286;5;530;13;506
;15;JAMBI;1506;TANJUNG JABUNG BARAT;150602;TUNGKAL ILIR;5.584;3.760;2.278;3;839;10;807
;15;JAMBI;1506;TANJUNG JABUNG BARAT;150601;TUNGKAL ULU;480;18;198;0;171;1;178
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150711;BERBAK;581;129;476;0;37;0;46
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150706;DENDANG;1.371;956;534;2;154;2;112
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150710;GERAGAI;1.522;1.006;329;7;231;3;203
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150708;KUALA JAMBI;1.858;1.124;1.135;1;122;1;169
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150703;MENDAHARA;4.131;3.929;2.168;12;386;3;304
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150709;MENDAHARA ULU;1.848;1.258;1.019;18;246;5;261
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150707;MUARA SABAK BARAT;1.071;302;428;2;314;1;206
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150701;MUARA SABAK TIMUR;3.247;2.048;1.380;5;418;2;291
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150702;NIPAH PANJANG;3.082;2.342;1.247;14;320;5;268
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150704;RANTAU RASAU;1.349;871;540;9;152;0;94
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150705;S A D U;1.341;744;936;12;213;2;193
;15;JAMBI;1508;BUNGO;150815;BATHIN II PELAYANG;407;194;224;12;52;2;34
;15;JAMBI;1508;BUNGO;150811;BATHIN III;1.122;217;529;8;335;6;275
;15;JAMBI;1508;BUNGO;150814;BATHIN III ULU;974;567;684;4;105;1;165
;15;JAMBI;1508;BUNGO;150810;BATIN II BABEKO;689;147;359;6;152;0;182
;15;JAMBI;1508;BUNGO;150812;BUNGO DANI;1.218;173;439;5;426;3;390
;15;JAMBI;1508;BUNGO;150804;JUJUHAN;643;117;259;3;191;1;210
;15;JAMBI;1508;BUNGO;150816;JUJUHAN ILIR;275;40;155;0;46;1;79
;15;JAMBI;1508;BUNGO;150807;LIMBUR LUBUK MENGKUANG;1.133;117;865;6;150;0;142
;15;JAMBI;1508;BUNGO;150808;MUKO-MUKO BATHIN VII;1.347;535;984;6;136;2;181
;15;JAMBI;1508;BUNGO;150803;PASAR MUARO BUNGO;725;60;82;2;350;3;374
;15;JAMBI;1508;BUNGO;150806;PELEPAT;2.233;822;1.322;12;318;2;431
;15;JAMBI;1508;BUNGO;150809;PELEPAT ILIR;2.186;265;1.116;25;625;14;492
;15;JAMBI;1508;BUNGO;150802;RANTAU PANDAN;749;186;560;14;83;0;113
;15;JAMBI;1508;BUNGO;150813;RIMBO TENGAH;893;29;260;3;415;0;310
;15;JAMBI;1508;BUNGO;150805;TANAH SEPENGGAL;2.157;736;1.609;32;289;1;260
;15;JAMBI;1508;BUNGO;150817;TANAH SEPENGGAL LINTAS;1.694;434;1.278;15;234;5;353
;15;JAMBI;1508;BUNGO;150801;TANAH TUMBUH;968;357;801;9;93;2;87
;15;JAMBI;1509;TEBO;150912;MUARA TABIR;1.389;528;789;30;122;2;98
;15;JAMBI;1509;TEBO;150904;RIMBO BUJANG;1.993;287;601;14;745;11;611
;15;JAMBI;1509;TEBO;150908;RIMBO ILIR;838;489;98;1;245;2;105
;15;JAMBI;1509;TEBO;150907;RIMBO ULU;1.233;280;608;7;322;3;216
;15;JAMBI;1509;TEBO;150910;SERAI SERUMPUN;552;213;382;9;42;0;31
;15;JAMBI;1509;TEBO;150905;SUMAY;1.483;386;931;14;356;1;279
;15;JAMBI;1509;TEBO;150902;TEBO ILIR;721;156;512;10;64;0;116
;15;JAMBI;1509;TEBO;150901;TEBO TENGAH;1.282;283;622;6;363;3;255
;15;JAMBI;1509;TEBO;150903;TEBO ULU;1.905;684;1.229;25;272;2;256
;15;JAMBI;1509;TEBO;150909;TENGAH ILIR;832;131;474;2;241;0;250
;15;JAMBI;1509;TEBO;150906;VII KOTO;898;418;445;12;151;0;152
;15;JAMBI;1509;TEBO;150911;VII KOTO ILIR;1.027;437;730;7;150;0;131
;15;JAMBI;1571;KOTA JAMBI;157109;ALAM BARAJO;2.422;218;277;7;1.382;16;754
;15;JAMBI;1571;KOTA JAMBI;157110;DANAU SIPIN;647;23;296;1;228;1;169
;15;JAMBI;1571;KOTA JAMBI;157106;DANAU TELUK;195;19;34;1;84;1;71
;15;JAMBI;1571;KOTA JAMBI;157102;JAMBI SELATAN;1.502;146;530;5;596;8;406
;15;JAMBI;1571;KOTA JAMBI;157103;JAMBI TIMUR;1.979;96;613;3;850;14;684
;15;JAMBI;1571;KOTA JAMBI;157108;JELUTUNG;916;76;203;2;443;5;288
;15;JAMBI;1571;KOTA JAMBI;157107;KOTA BARU;1.936;141;180;3;1.116;22;746
;15;JAMBI;1571;KOTA JAMBI;157111;PAAL MERAH;2.107;126;446;2;1.099;12;686
;15;JAMBI;1571;KOTA JAMBI;157104;PASAR JAMBI;302;1;215;0;60;1;55
;15;JAMBI;1571;KOTA JAMBI;157105;PELAYANGAN;394;31;74;2;151;4;207
;15;JAMBI;1571;KOTA JAMBI;157101;TELANAIPURA;1.208;108;142;1;631;7;466
;15;JAMBI;1572;KOTA SUNGAI PENUH;157203;HAMPARAN RAWANG;549;32;421;2;96;1;76
;15;JAMBI;1572;KOTA SUNGAI PENUH;157207;KOTO BARU;254;9;196;3;45;0;37
;15;JAMBI;1572;KOTA SUNGAI PENUH;157205;KUMUN DEBAI;280;119;211;1;40;0;24
;15;JAMBI;1572;KOTA SUNGAI PENUH;157202;PESISIR BUKIT;414;32;274;7;87;3;57
;15;JAMBI;1572;KOTA SUNGAI PENUH;157206;PONDOK TINGGI;841;34;449;4;239;2;230
;15;JAMBI;1572;KOTA SUNGAI PENUH;157208;SUNGAI BUNGKAL;368;5;228;2;97;2;98
;15;JAMBI;1572;KOTA SUNGAI PENUH;157201;SUNGAI PENUH;284;9;173;0;78;0;63
;15;JAMBI;1572;KOTA SUNGAI PENUH;157204;TANAH KAMPUNG;261;17;137;5;93;1;39
