no;kode_provinsi;nama_provinsi;kode_kabupaten_kota;kode_kecamatan;kategori;data;semester;jumlah;satuan;tahun
54;15;JAMBI;1571;157101;PEREKAMAN KTP;WAJIB KTP;1;36150;JIWA;2022
55;15;JAMBI;1572;157203;PEREKAMAN KTP;WAJIB KTP;1;12283;JIWA;2022
56;15;JAMBI;1572;157207;PEREKAMAN KTP;WAJIB KTP;1;7292;JIWA;2022
57;15;JAMBI;1572;157205;PEREKAMAN KTP;WAJIB KTP;1;8404;JIWA;2022
58;15;JAMBI;1572;157202;PEREKAMAN KTP;WAJIB KTP;1;9523;JIWA;2022
59;15;JAMBI;1572;157206;PEREKAMAN KTP;WAJIB KTP;1;13711;JIWA;2022
60;15;JAMBI;1572;157208;PEREKAMAN KTP;WAJIB KTP;1;8032;JIWA;2022
61;15;JAMBI;1572;157201;PEREKAMAN KTP;WAJIB KTP;1;7865;JIWA;2022
62;15;JAMBI;1572;157204;PEREKAMAN KTP;WAJIB KTP;1;8546;JIWA;2022
63;15;JAMBI;1502;150202;PEREKAMAN KTP;WAJIB KTP;1;34494;JIWA;2022
64;15;JAMBI;1502;150210;PEREKAMAN KTP;WAJIB KTP;1;8142;JIWA;2022
65;15;JAMBI;1502;150212;PEREKAMAN KTP;WAJIB KTP;1;8298;JIWA;2022
66;15;JAMBI;1502;150201;PEREKAMAN KTP;WAJIB KTP;1;7138;JIWA;2022
67;15;JAMBI;1502;150218;PEREKAMAN KTP;WAJIB KTP;1;6985;JIWA;2022
68;15;JAMBI;1502;150209;PEREKAMAN KTP;WAJIB KTP;1;11004;JIWA;2022
69;15;JAMBI;1502;150221;PEREKAMAN KTP;WAJIB KTP;1;10120;JIWA;2022
70;15;JAMBI;1502;150203;PEREKAMAN KTP;WAJIB KTP;1;7526;JIWA;2022
71;15;JAMBI;1502;150211;PEREKAMAN KTP;WAJIB KTP;1;12753;JIWA;2022
72;15;JAMBI;1502;150206;PEREKAMAN KTP;WAJIB KTP;1;24740;JIWA;2022
73;15;JAMBI;1502;150213;PEREKAMAN KTP;WAJIB KTP;1;12757;JIWA;2022
74;15;JAMBI;1502;150220;PEREKAMAN KTP;WAJIB KTP;1;7525;JIWA;2022
75;15;JAMBI;1502;150217;PEREKAMAN KTP;WAJIB KTP;1;4857;JIWA;2022
76;15;JAMBI;1502;150219;PEREKAMAN KTP;WAJIB KTP;1;10490;JIWA;2022
77;15;JAMBI;1502;150216;PEREKAMAN KTP;WAJIB KTP;1;9340;JIWA;2022
