NO;kode_provinsi;nama_provinsi;kode_kabupaten_kota;nama_kabupaten_kota;kode_kecamatan;nama_kecamatan;tahun;jumlah_keluarga_berisiko_stunting;keluarga_tidak_memiliki_sumber_air_minum_layak;keluarga_tidak_memiliki_jamban_layak;pus_terlalu_muda_tidak_menggunakan_KB;pus_terlalu_tua_tidak_menggunakan_KB;pus_terlalu_dekat_tidak_menggunakan_KB;pus_terlalu_banyak_tidak_menggunakan_KB
1;15;JAMBI;1501;KERINCI;150105;AIR HANGAT;2021;874;25;217;7;473;28;314
2;15;JAMBI;1501;KERINCI;150121;AIR HANGAT BARAT;2021;690;2;65;13;380;27;326
3;15;JAMBI;1501;KERINCI;150111;AIR HANGAT TIMUR;2021;1.889;792;490;40;843;8;484
4;15;JAMBI;1501;KERINCI;150107;BATANG MERANGIN;2021;1.293;124;464;24;580;37;593
5;15;JAMBI;1501;KERINCI;150120;BUKITKERMAN;2021;1.245;167;314;29;573;34;551
6;15;JAMBI;1501;KERINCI;150102;DANAU KERINCI;2021;1.260;27;199;14;646;57;668
7;15;JAMBI;1501;KERINCI;150123;DANAU KERINCI BARAT;2021;1.037;113;307;7;464;38;426
8;15;JAMBI;1501;KERINCI;150117;DEPATI TUJUH;2021;1.259;8;155;18;666;27;640
9;15;JAMBI;1501;KERINCI;150106;GUNUNG KERINCI;2021;1.892;283;1.229;68;574;20;646
10;15;JAMBI;1501;KERINCI;150101;GUNUNG RAYA;2021;795;209;195;11;331;55;366
11;15;JAMBI;1501;KERINCI;150115;GUNUNG TUJUH;2021;1.610;60;405;59;718;23;852
12;15;JAMBI;1501;KERINCI;150109;KAYU ARO;2021;2.404;211;922;78;1.114;19;954
13;15;JAMBI;1501;KERINCI;150119;KAYU ARO BARAT;2021;1.766;200;219;29;956;44;773
14;15;JAMBI;1501;KERINCI;150108;KELILING DANAU;2021;1.390;139;838;11;567;9;334
15;15;JAMBI;1501;KERINCI;150104;SITINJAU LAUT;2021;792;32;245;6;393;19;277
16;15;JAMBI;1501;KERINCI;150116;SIULAK;2021;2.582;112;1.187;87;1.087;67;911
17;15;JAMBI;1501;KERINCI;150118;SIULAK MUKAI;2021;1.130;106;552;37;488;10;310
18;15;JAMBI;1501;KERINCI;150122;TANAH COGOK;2021;766;10;302;8;366;17;236
19;15;JAMBI;1502;MERANGIN;150202;BANGKO;2021;3.956;380;192;37;2.029;49;2.378
20;15;JAMBI;1502;MERANGIN;150210;BANGKO BARAT;2021;1.170;332;178;16;532;15;557
21;15;JAMBI;1502;MERANGIN;150212;BATANG MASUMAI;2021;1.143;118;285;19;460;10;696
22;15;JAMBI;1502;MERANGIN;150201;JANGKAT;2021;1.528;850;408;64;431;6;601
23;15;JAMBI;1502;MERANGIN;150218;JANGKAT TIMUR;2021;1.706;868;792;71;401;3;739
24;15;JAMBI;1502;MERANGIN;150209;LEMBAH MASURAI;2021;2.071;1.166;737;81;615;5;809
25;15;JAMBI;1502;MERANGIN;150221;MARGO TABIR;2021;1.711;388;648;98;722;8;581
26;15;JAMBI;1502;MERANGIN;150203;MUARA SIAU;2021;1.565;709;640;65;462;12;752
27;15;JAMBI;1502;MERANGIN;150211;NALO TANTAN;2021;2.042;361;804;58;811;22;983
28;15;JAMBI;1502;MERANGIN;150206;PAMENANG;2021;3.517;846;709;58;1.588;24;1.728
29;15;JAMBI;1502;MERANGIN;150213;PAMENANG BARAT;2021;2.134;522;467;62;958;16;1.005
30;15;JAMBI;1502;MERANGIN;150220;PAMENANG SELATAN;2021;1.118;170;244;33;504;11;615
31;15;JAMBI;1502;MERANGIN;150217;PANGKALAN JAMBU;2021;832;88;236;27;313;2;493
32;15;JAMBI;1502;MERANGIN;150219;RENAH PAMENANG;2021;1.412;193;112;24;770;8;681
33;15;JAMBI;1502;MERANGIN;150216;RENAH PEMBARAP;2021;1.585;264;397;74;526;16;1.013
34;15;JAMBI;1502;MERANGIN;150204;SUNGAI MANAU;2021;1.572;520;556;48;482;14;902
35;15;JAMBI;1502;MERANGIN;150205;TABIR;2021;3.831;705;2.236;165;1.253;28;1.602
36;15;JAMBI;1502;MERANGIN;150223;TABIR BARAT;2021;1.728;1.199;1.207;27;429;9;643
37;15;JAMBI;1502;MERANGIN;150214;TABIR ILIR;2021;1.281;159;696;55;530;2;431
38;15;JAMBI;1502;MERANGIN;150222;TABIR LINTAS;2021;931;112;337;19;374;6;386
39;15;JAMBI;1502;MERANGIN;150208;TABIR SELATAN;2021;2.796;501;340;38;1.390;30;1.364
40;15;JAMBI;1502;MERANGIN;150215;TABIR TIMUR;2021;995;94;359;51;429;8;361
41;15;JAMBI;1502;MERANGIN;150207;TABIR ULU;2021;1.250;392;756;44;401;3;485
42;15;JAMBI;1502;MERANGIN;150224;TIANG PUMPUNG;2021;622;223;185;25;224;3;259
43;15;JAMBI;1503;SAROLANGUN;150307;AIR HITAM;2021;2.700;659;883;39;1.110;102;1.136
44;15;JAMBI;1503;SAROLANGUN;150301;BATANG ASAI;2021;2.401;1.625;1.282;78;625;65;1.161
45;15;JAMBI;1503;SAROLANGUN;150308;BATHIN VIII;2021;1.779;102;191;28;969;99;814
46;15;JAMBI;1503;SAROLANGUN;150310;CERMIN NAN GEDANG;2021;1.470;222;476;33;546;31;928
47;15;JAMBI;1503;SAROLANGUN;150302;LIMUN;2021;2.361;609;1.019;70;803;109;1.313
48;15;JAMBI;1503;SAROLANGUN;150306;MANDIANGIN;2021;4.466;1.208;1.503;60;1.938;125;2.212
49;15;JAMBI;1503;SAROLANGUN;150311;MANDIANGIN TIMUR;2021;0;0;0;0;0;0;0
50;15;JAMBI;1503;SAROLANGUN;150304;PAUH;2021;2.519;710;688;60;967;79;1.315
51;15;JAMBI;1503;SAROLANGUN;150305;PELAWAN;2021;3.106;455;444;52;1.427;194;1.740
52;15;JAMBI;1503;SAROLANGUN;150303;SAROLANGUN;2021;5.131;370;195;52;2.603;166;3.196
53;15;JAMBI;1503;SAROLANGUN;150309;SINGKUT;2021;3.918;459;447;54;1.884;84;2.205
54;15;JAMBI;1504;BATANGHARI;150407;BAJUBANG;2021;4.550;2.449;1.022;53;1.687;47;1.550
55;15;JAMBI;1504;BATANGHARI;150404;BATIN XXIV;2021;2.938;466;617;43;1.315;117;1.482
56;15;JAMBI;1504;BATANGHARI;150408;MARO SEBO ILIR;2021;1.312;95;167;7;648;27;696
57;15;JAMBI;1504;BATANGHARI;150406;MARO SEBO ULU;2021;4.297;686;2.160;145;1.435;88;2.063
58;15;JAMBI;1504;BATANGHARI;150401;MERSAM;2021;2.554;171;381;35;1.303;99;1.334
59;15;JAMBI;1504;BATANGHARI;150403;MUARA BULIAN;2021;5.565;1.294;710;53;2.669;42;2.700
60;15;JAMBI;1504;BATANGHARI;150402;MUARA TEMBESI;2021;3.263;343;616;36;1.457;152;1.998
61;15;JAMBI;1504;BATANGHARI;150405;PEMAYUNG;2021;3.266;421;444;33;1.572;117;1.755
62;15;JAMBI;1505;MUARO JAMBI;150510;BAHAR SELATAN;2021;1.771;262;298;17;841;83;841
63;15;JAMBI;1505;MUARO JAMBI;150509;BAHAR UTARA;2021;1.342;228;200;19;633;28;593
64;15;JAMBI;1505;MUARO JAMBI;150501;JAMBI LUAR KOTA;2021;6.308;906;453;29;3.071;285;3.680
65;15;JAMBI;1505;MUARO JAMBI;150503;KUMPEH;2021;3.485;457;1.757;31;1.361;224;1.425
66;15;JAMBI;1505;MUARO JAMBI;150506;KUMPEH ULU;2021;5.827;808;544;45;3.002;145;3.088
67;15;JAMBI;1505;MUARO JAMBI;150504;MARO SEBO;2021;2.659;1.067;371;18;1.115;71;1.243
68;15;JAMBI;1505;MUARO JAMBI;150505;MESTONG;2021;4.388;1.141;1.091;35;2.086;94;1.801
69;15;JAMBI;1505;MUARO JAMBI;150502;SEKERNAN;2021;4.274;1.311;517;25;1.920;190;2.020
70;15;JAMBI;1505;MUARO JAMBI;150507;SUNGAI BAHAR;2021;2.246;183;108;9;1.307;58;1.121
71;15;JAMBI;1505;MUARO JAMBI;150508;SUNGAI GELAM;2021;6.565;1.113;564;34;3.350;203;3.259
72;15;JAMBI;1505;MUARO JAMBI;150511;TAMAN RAJO;2021;1.646;796;156;11;631;32;620
73;15;JAMBI;1506;TANJUNG JABUNG BARAT;150607;BATANG ASAM;2021;3.595;390;638;59;1.566;140;2.265
74;15;JAMBI;1506;TANJUNG JABUNG BARAT;150604;BETARA;2021;3.838;2.599;512;19;1.357;92;1.401
75;15;JAMBI;1506;TANJUNG JABUNG BARAT;150611;BRAM ITAM;2021;2.778;2.499;729;12;830;26;860
76;15;JAMBI;1506;TANJUNG JABUNG BARAT;150612;KUALA BETARA;2021;2.454;2.427;781;19;594;66;636
77;15;JAMBI;1506;TANJUNG JABUNG BARAT;150605;MERLUNG;2021;1.480;109;141;14;770;45;810
78;15;JAMBI;1506;TANJUNG JABUNG BARAT;150609;MUARA PAPALIK;2021;1.060;106;54;21;542;19;597
79;15;JAMBI;1506;TANJUNG JABUNG BARAT;150603;PENGABUAN;2021;4.365;4.085;1.790;32;1.127;61;1.227
80;15;JAMBI;1506;TANJUNG JABUNG BARAT;150608;RENAH MENDALUH;2021;1.545;316;520;30;711;20;687
81;15;JAMBI;1506;TANJUNG JABUNG BARAT;150610;SEBERANG KOTA;2021;1.496;1.438;506;8;392;15;285
82;15;JAMBI;1506;TANJUNG JABUNG BARAT;150613;SENYERANG;2021;4.427;4.365;1.420;22;1.104;66;866
83;15;JAMBI;1506;TANJUNG JABUNG BARAT;150606;TEBING TINGGI;2021;3.467;176;354;23;1.720;92;2.142
84;15;JAMBI;1506;TANJUNG JABUNG BARAT;150602;TUNGKAL ILIR;2021;6.418;4.305;1.256;62;2.236;190;2.728
85;15;JAMBI;1506;TANJUNG JABUNG BARAT;150601;TUNGKAL ULU;2021;1.372;64;287;13;652;9;804
86;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150711;BERBAK;2021;1.370;475;691;15;500;13;552
87;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150706;DENDANG;2021;1.943;936;654;6;732;38;633
88;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150710;GERAGAI;2021;2.927;1.403;305;16;1.124;64;1.278
89;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150708;KUALA JAMBI;2021;2.285;1.575;1.156;13;641;73;819
90;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150703;MENDAHARA;2021;4.345;4.167;2.232;46;1.163;17;1.107
91;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150709;MENDAHARA ULU;2021;2.281;1.247;717;28;781;16;917
92;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150707;MUARA SABAK BARAT;2021;2.343;490;251;17;1.109;18;1.271
93;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150701;MUARA SABAK TIMUR;2021;4.014;2.019;1.577;28;1.375;30;1.370
94;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150702;NIPAH PANJANG;2021;3.978;3.536;1.676;49;1.085;20;1.342
95;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150704;RANTAU RASAU;2021;3.171;2.600;441;38;950;16;904
96;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150705;S A D U;2021;1.776;853;929;31;593;13;754
97;15;JAMBI;1508;BUNGO;150815;BATHIN II PELAYANG;2021;936;248;258;20;348;29;500
98;15;JAMBI;1508;BUNGO;150811;BATHIN III;2021;2.352;242;364;29;1.167;65;1.304
99;15;JAMBI;1508;BUNGO;150814;BATHIN III ULU;2021;1.451;814;689;36;396;10;674
100;15;JAMBI;1508;BUNGO;150810;BATIN II BABEKO;2021;1.384;119;323;32;591;34;780
101;15;JAMBI;1508;BUNGO;150812;BUNGO DANI;2021;2.154;95;146;15;1.082;75;1.361
102;15;JAMBI;1508;BUNGO;150804;JUJUHAN;2021;1.846;159;262;29;855;27;1.176
103;15;JAMBI;1508;BUNGO;150816;JUJUHAN ILIR;2021;1.023;244;179;11;500;21;404
104;15;JAMBI;1508;BUNGO;150807;LIMBUR LUBUK MENGKUANG;2021;1.516;125;794;42;536;20;638
105;15;JAMBI;1508;BUNGO;150808;MUKO-MUKO BATHIN VII;2021;1.919;532;983;32;591;59;966
106;15;JAMBI;1508;BUNGO;150803;PASAR MUARO BUNGO;2021;1.672;56;77;10;845;75;1.092
107;15;JAMBI;1508;BUNGO;150806;PELEPAT;2021;3.001;566;882;74;1.399;14;1.430
108;15;JAMBI;1508;BUNGO;150809;PELEPAT ILIR;2021;4.491;294;343;63;2.457;112;2.400
109;15;JAMBI;1508;BUNGO;150802;RANTAU PANDAN;2021;1.374;243;588;42;454;55;725
110;15;JAMBI;1508;BUNGO;150813;RIMBO TENGAH;2021;1.351;12;15;9;818;17;724
111;15;JAMBI;1508;BUNGO;150805;TANAH SEPENGGAL;2021;2.687;622;1.062;61;985;87;1.235
112;15;JAMBI;1508;BUNGO;150817;TANAH SEPENGGAL LINTAS;2021;2.414;515;775;63;1.030;85;1.149
113;15;JAMBI;1508;BUNGO;150801;TANAH TUMBUH;2021;1.692;564;864;31;604;26;625
114;15;JAMBI;1509;TEBO;150912;MUARA TABIR;2021;2.160;466;807;61;880;40;938
115;15;JAMBI;1509;TEBO;150904;RIMBO BUJANG;2021;5.495;321;362;47;2.983;135;2.970
116;15;JAMBI;1509;TEBO;150908;RIMBO ILIR;2021;1.955;714;109;8;1.024;53;664
117;15;JAMBI;1509;TEBO;150907;RIMBO ULU;2021;3.689;483;541;36;1.905;46;1.783
118;15;JAMBI;1509;TEBO;150910;SERAI SERUMPUN;2021;1.338;284;526;20;471;25;626
119;15;JAMBI;1509;TEBO;150905;SUMAY;2021;2.353;380;790;33;1.028;62;1.127
120;15;JAMBI;1509;TEBO;150902;TEBO ILIR;2021;3.367;855;703;58;1.389;35;1.853
121;15;JAMBI;1509;TEBO;150901;TEBO TENGAH;2021;2.871;655;406;33;1.399;96;1.491
122;15;JAMBI;1509;TEBO;150903;TEBO ULU;2021;3.886;974;1.132;77;1.600;68;1.919
123;15;JAMBI;1509;TEBO;150909;TENGAH ILIR;2021;2.693;640;955;32;1.119;55;1.235
124;15;JAMBI;1509;TEBO;150906;VII KOTO;2021;2.208;392;514;30;964;61;1.292
125;15;JAMBI;1509;TEBO;150911;VII KOTO ILIR;2021;2.053;501;853;36;806;73;968
126;15;JAMBI;1571;KOTA JAMBI;157109;ALAM BARAJO;2021;8.368;188;60;13;4.656;220;4.987
127;15;JAMBI;1571;KOTA JAMBI;157110;DANAU SIPIN;2021;2.852;171;445;14;1.461;119;1.468
128;15;JAMBI;1571;KOTA JAMBI;157106;DANAU TELUK;2021;986;22;48;3;478;61;629
129;15;JAMBI;1571;KOTA JAMBI;157102;JAMBI SELATAN;2021;3.218;110;48;46;1.689;130;1.878
130;15;JAMBI;1571;KOTA JAMBI;157103;JAMBI TIMUR;2021;4.472;96;234;18;2.483;162;2.557
131;15;JAMBI;1571;KOTA JAMBI;157108;JELUTUNG;2021;3.840;88;176;11;2.059;192;2.213
132;15;JAMBI;1571;KOTA JAMBI;157107;KOTA BARU;2021;4.533;89;67;4;2.632;201;2.398
133;15;JAMBI;1571;KOTA JAMBI;157111;PAAL MERAH;2021;6.856;341;100;16;4.189;38;3.267
134;15;JAMBI;1571;KOTA JAMBI;157104;PASAR JAMBI;2021;535;0;45;1;293;31;324
135;15;JAMBI;1571;KOTA JAMBI;157105;PELAYANGAN;2021;1.141;239;62;5;518;61;600
136;15;JAMBI;1571;KOTA JAMBI;157101;TELANAIPURA;2021;2.643;125;70;8;1.501;162;1.460
137;15;JAMBI;1572;KOTA SUNGAI PENUH;157203;HAMPARAN RAWANG;2021;1.295;52;230;12;635;39;637
138;15;JAMBI;1572;KOTA SUNGAI PENUH;157207;KOTO BARU;2021;801;6;32;13;393;8;568
139;15;JAMBI;1572;KOTA SUNGAI PENUH;157205;KUMUN DEBAI;2021;738;148;189;6;350;16;295
140;15;JAMBI;1572;KOTA SUNGAI PENUH;157202;PESISIR BUKIT;2021;1.145;29;367;9;538;6;569
141;15;JAMBI;1572;KOTA SUNGAI PENUH;157206;PONDOK TINGGI;2021;1.591;112;384;7;686;67;872
142;15;JAMBI;1572;KOTA SUNGAI PENUH;157208;SUNGAI BUNGKAL;2021;866;102;139;3;396;29;467
143;15;JAMBI;1572;KOTA SUNGAI PENUH;157201;SUNGAI PENUH;2021;736;5;77;1;367;21;465
144;15;JAMBI;1572;KOTA SUNGAI PENUH;157204;TANAH KAMPUNG;2021;748;29;192;7;412;11;265
;15;JAMBI;1501;KERINCI;150105;AIR HANGAT;2022;303;17;184;10;433;4;320
;15;JAMBI;1501;KERINCI;150121;AIR HANGAT BARAT;2022;180;6;87;20;374;0;325
;15;JAMBI;1501;KERINCI;150111;AIR HANGAT TIMUR;2022;1671;1.152;637;61;827;2;511
;15;JAMBI;1501;KERINCI;150107;BATANG MERANGIN;2022;766;116;561;27;598;12;647
;15;JAMBI;1501;KERINCI;150120;BUKITKERMAN;2022;668;180;351;43;564;12;584
;15;JAMBI;1501;KERINCI;150102;DANAU KERINCI;2022;536;34;224;18;638;12;656
;15;JAMBI;1501;KERINCI;150123;DANAU KERINCI BARAT;2022;566;121;229;10;450;8;442
;15;JAMBI;1501;KERINCI;150117;DEPATI TUJUH;2022;514;6;240;22;655;7;686
;15;JAMBI;1501;KERINCI;150106;GUNUNG KERINCI;2022;1.504;343;1.326;81;547;5;701
;15;JAMBI;1501;KERINCI;150101;GUNUNG RAYA;2022;374;114;187;13;321;4;347
;15;JAMBI;1501;KERINCI;150115;GUNUNG TUJUH;2022;733;71;514;71;807;7;937
;15;JAMBI;1501;KERINCI;150109;KAYU ARO;2022;1.417;265;1.000;83;1.075;8;999
;15;JAMBI;1501;KERINCI;150119;KAYU ARO BARAT;2022;726;250;272;47;940;18;744
;15;JAMBI;1501;KERINCI;150108;KELILING DANAU;2022;1.069;147;834;20;546;7;355
;15;JAMBI;1501;KERINCI;150104;SITINJAU LAUT;2022;522;18;345;11;398;10;294
;15;JAMBI;1501;KERINCI;150116;SIULAK;2022;1.569;79;1.264;112;1.037;10;912
;15;JAMBI;1501;KERINCI;150118;SIULAK MUKAI;2022;880;130;743;66;480;6;363
;15;JAMBI;1501;KERINCI;150122;TANAH COGOK;2022;538;18;358;9;359;7;235
;15;JAMBI;1502;MERANGIN;150202;BANGKO;2022;1.851;278;827;32;2.037;38;2.257
;15;JAMBI;1502;MERANGIN;150210;BANGKO BARAT;2022;803;548;206;23;533;6;593
;15;JAMBI;1502;MERANGIN;150212;BATANG MASUMAI;2022;586;75;307;9;464;11;682
;15;JAMBI;1502;MERANGIN;150201;JANGKAT;2022;1.135;850;408;64;431;6;600
;15;JAMBI;1502;MERANGIN;150218;JANGKAT TIMUR;2022;1.408;868;792;71;401;3;739
;15;JAMBI;1502;MERANGIN;150209;LEMBAH MASURAI;2022;1.670;1.196;778;50;637;9;796
;15;JAMBI;1502;MERANGIN;150221;MARGO TABIR;2022;994;388;648;98;722;8;581
;15;JAMBI;1502;MERANGIN;150203;MUARA SIAU;2022;998;452;758;47;468;7;704
;15;JAMBI;1502;MERANGIN;150211;NALO TANTAN;2022;1.283;361;801;57;811;22;982
;15;JAMBI;1502;MERANGIN;150206;PAMENANG;2022;2.078;443;1.330;50;1.663;21;1.702
;15;JAMBI;1502;MERANGIN;150213;PAMENANG BARAT;2022;1.118;522;467;62;958;16;1.005
;15;JAMBI;1502;MERANGIN;150220;PAMENANG SELATAN;2022;525;170;244;33;504;11;615
;15;JAMBI;1502;MERANGIN;150217;PANGKALAN JAMBU;2022;368;101;208;22;311;2;470
;15;JAMBI;1502;MERANGIN;150219;RENAH PAMENANG;2022;406;97;95;20;751;16;684
;15;JAMBI;1502;MERANGIN;150216;RENAH PEMBARAP;2022;766;264;397;74;526;16;1.013
;15;JAMBI;1502;MERANGIN;150204;SUNGAI MANAU;2022;1.136;532;570;53;487;14;935
;15;JAMBI;1502;MERANGIN;150205;TABIR;2022;2.787;997;2.246;101;1.307;18;1.646
;15;JAMBI;1502;MERANGIN;150223;TABIR BARAT;2022;1.416;768;1.102;12;449;2;615
;15;JAMBI;1502;MERANGIN;150214;TABIR ILIR;2022;825;159;696;55;530;2;431
;15;JAMBI;1502;MERANGIN;150222;TABIR LINTAS;2022;539;112;337;19;374;6;386
;15;JAMBI;1502;MERANGIN;150208;TABIR SELATAN;2022;1.204;396;414;25;1.537;32;1.441
;15;JAMBI;1502;MERANGIN;150215;TABIR TIMUR;2022;649;310;324;37;418;2;363
;15;JAMBI;1502;MERANGIN;150207;TABIR ULU;2022;911;392;755;44;401;3;485
;15;JAMBI;1502;MERANGIN;150224;TIANG PUMPUNG;2022;343;223;185;25;224;3;259
;15;JAMBI;1503;SAROLANGUN;150307;AIR HITAM;2022;1.438;662;827;23;1.076;16;1.076
;15;JAMBI;1503;SAROLANGUN;150301;BATANG ASAI;2022;2.793;2.002;1.877;86;703;29;1.422
;15;JAMBI;1503;SAROLANGUN;150308;BATHIN VIII;2022;1.254;196;859;38;1.028;23;1.002
;15;JAMBI;1503;SAROLANGUN;150310;CERMIN NAN GEDANG;2022;766;260;538;40;536;22;971
;15;JAMBI;1503;SAROLANGUN;150302;LIMUN;2022;1.714;618;1.125;76;788;16;1.398
;15;JAMBI;1503;SAROLANGUN;150306;MANDIANGIN;2022;2.116;490;1.605;67;1.108;22;1.414
