NO;kode_provinsi;nama_provinsi;kode_kabupaten_kota;kode_kecamatan;kategori;data;satuan;semester;jumlah_penduduk;tahun
2;15;JAMBI;1504;150404;AKTA LAHIR;MEMILIKI;JIWA;1;9473;2022
146;15;JAMBI;1504;150404;AKTA LAHIR;BELUM MEMILIKI;JIWA;1;570;2022
290;15;JAMBI;1504;150404;AKTA LAHIR;UMUR 0-18;JIWA;1;10043;2022
638;15;JAMBI;1504;150404;AKTA LAHIR;MEMILIKI;JIWA;2;9118;2022
646;15;JAMBI;1504;150404;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;424;2022
8;15;JAMBI;1504;150405;AKTA LAHIR;MEMILIKI;JIWA;1;10998;2022
152;15;JAMBI;1504;150405;AKTA LAHIR;BELUM MEMILIKI;JIWA;1;680;2022
296;15;JAMBI;1504;150405;AKTA LAHIR;UMUR 0-18;JIWA;1;11678;2022
639;15;JAMBI;1504;150405;AKTA LAHIR;MEMILIKI;JIWA;2;10607;2022
647;15;JAMBI;1504;150405;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;445;2022
4;15;JAMBI;1504;150406;AKTA LAHIR;MEMILIKI;JIWA;1;11870;2022
148;15;JAMBI;1504;150406;AKTA LAHIR;BELUM MEMILIKI;JIWA;1;741;2022
292;15;JAMBI;1504;150406;AKTA LAHIR;UMUR 0-18;JIWA;1;12611;2022
640;15;JAMBI;1504;150406;AKTA LAHIR;MEMILIKI;JIWA;2;11063;2022
648;15;JAMBI;1504;150406;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;593;2022
1;15;JAMBI;1504;150407;AKTA LAHIR;MEMILIKI;JIWA;1;12165;2022
145;15;JAMBI;1504;150407;AKTA LAHIR;BELUM MEMILIKI;JIWA;1;682;2022
289;15;JAMBI;1504;150407;AKTA LAHIR;UMUR 0-18;JIWA;1;12847;2022
641;15;JAMBI;1504;150407;AKTA LAHIR;MEMILIKI;JIWA;2;11564;2022
649;15;JAMBI;1504;150407;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;561;2022
3;15;JAMBI;1504;150408;AKTA LAHIR;MEMILIKI;JIWA;1;4390;2022
147;15;JAMBI;1504;150408;AKTA LAHIR;BELUM MEMILIKI;JIWA;1;228;2022
291;15;JAMBI;1504;150408;AKTA LAHIR;UMUR 0-18;JIWA;1;4618;2022
642;15;JAMBI;1504;150408;AKTA LAHIR;MEMILIKI;JIWA;2;4246;2022
650;15;JAMBI;1504;150408;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;161;2022
89;15;JAMBI;1505;150501;AKTA LAHIR;MEMILIKI;JIWA;1;19375;2022
233;15;JAMBI;1505;150501;AKTA LAHIR;BELUM MEMILIKI;JIWA;1;2355;2022
377;15;JAMBI;1505;150501;AKTA LAHIR;UMUR 0-18;JIWA;1;21730;2022
613;15;JAMBI;1505;150501;AKTA LAHIR;MEMILIKI;JIWA;2;19861;2022
624;15;JAMBI;1505;150501;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;1937;2022
94;15;JAMBI;1505;150502;AKTA LAHIR;MEMILIKI;JIWA;1;13779;2022
238;15;JAMBI;1505;150502;AKTA LAHIR;BELUM MEMILIKI;JIWA;1;1907;2022
382;15;JAMBI;1505;150502;AKTA LAHIR;UMUR 0-18;JIWA;1;15686;2022
614;15;JAMBI;1505;150502;AKTA LAHIR;MEMILIKI;JIWA;2;14129;2022
625;15;JAMBI;1505;150502;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;1584;2022
90;15;JAMBI;1505;150503;AKTA LAHIR;MEMILIKI;JIWA;1;6467;2022
234;15;JAMBI;1505;150503;AKTA LAHIR;BELUM MEMILIKI;JIWA;1;1347;2022
378;15;JAMBI;1505;150503;AKTA LAHIR;UMUR 0-18;JIWA;1;7814;2022
615;15;JAMBI;1505;150503;AKTA LAHIR;MEMILIKI;JIWA;2;6809;2022
626;15;JAMBI;1505;150503;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;1094;2022
92;15;JAMBI;1505;150504;AKTA LAHIR;MEMILIKI;JIWA;1;5986;2022
236;15;JAMBI;1505;150504;AKTA LAHIR;BELUM MEMILIKI;JIWA;1;945;2022
380;15;JAMBI;1505;150504;AKTA LAHIR;UMUR 0-18;JIWA;1;6931;2022
616;15;JAMBI;1505;150504;AKTA LAHIR;MEMILIKI;JIWA;2;6199;2022
627;15;JAMBI;1505;150504;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;750;2022
93;15;JAMBI;1505;150505;AKTA LAHIR;MEMILIKI;JIWA;1;10435;2022
237;15;JAMBI;1505;150505;AKTA LAHIR;BELUM MEMILIKI;JIWA;1;1949;2022
381;15;JAMBI;1505;150505;AKTA LAHIR;UMUR 0-18;JIWA;1;12384;2022
617;15;JAMBI;1505;150505;AKTA LAHIR;MEMILIKI;JIWA;2;10825;2022
628;15;JAMBI;1505;150505;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;1618;2022
91;15;JAMBI;1505;150506;AKTA LAHIR;MEMILIKI;JIWA;1;16375;2022
235;15;JAMBI;1505;150506;AKTA LAHIR;BELUM MEMILIKI;JIWA;1;3182;2022
379;15;JAMBI;1505;150506;AKTA LAHIR;UMUR 0-18;JIWA;1;19557;2022
618;15;JAMBI;1505;150506;AKTA LAHIR;MEMILIKI;JIWA;2;17213;2022
629;15;JAMBI;1505;150506;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;2543;2022
95;15;JAMBI;1505;150507;AKTA LAHIR;MEMILIKI;JIWA;1;8332;2022
239;15;JAMBI;1505;150507;AKTA LAHIR;BELUM MEMILIKI;JIWA;1;818;2022
383;15;JAMBI;1505;150507;AKTA LAHIR;UMUR 0-18;JIWA;1;9150;2022
619;15;JAMBI;1505;150507;AKTA LAHIR;MEMILIKI;JIWA;2;8567;2022
630;15;JAMBI;1505;150507;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;695;2022
96;15;JAMBI;1505;150508;AKTA LAHIR;MEMILIKI;JIWA;1;19015;2022
240;15;JAMBI;1505;150508;AKTA LAHIR;BELUM MEMILIKI;JIWA;1;3357;2022
384;15;JAMBI;1505;150508;AKTA LAHIR;UMUR 0-18;JIWA;1;22372;2022
620;15;JAMBI;1505;150508;AKTA LAHIR;MEMILIKI;JIWA;2;19848;2022
631;15;JAMBI;1505;150508;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;2924;2022
88;15;JAMBI;1505;150509;AKTA LAHIR;MEMILIKI;JIWA;1;3783;2022
232;15;JAMBI;1505;150509;AKTA LAHIR;BELUM MEMILIKI;JIWA;1;378;2022
376;15;JAMBI;1505;150509;AKTA LAHIR;UMUR 0-18;JIWA;1;4161;2022
621;15;JAMBI;1505;150509;AKTA LAHIR;MEMILIKI;JIWA;2;3842;2022
632;15;JAMBI;1505;150509;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;328;2022
87;15;JAMBI;1505;150510;AKTA LAHIR;MEMILIKI;JIWA;1;4997;2022
231;15;JAMBI;1505;150510;AKTA LAHIR;BELUM MEMILIKI;JIWA;1;510;2022
375;15;JAMBI;1505;150510;AKTA LAHIR;UMUR 0-18;JIWA;1;5507;2022
622;15;JAMBI;1505;150510;AKTA LAHIR;MEMILIKI;JIWA;2;5093;2022
633;15;JAMBI;1505;150510;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;462;2022
97;15;JAMBI;1505;150511;AKTA LAHIR;MEMILIKI;JIWA;1;3952;2022
241;15;JAMBI;1505;150511;AKTA LAHIR;BELUM MEMILIKI;JIWA;1;474;2022
385;15;JAMBI;1505;150511;AKTA LAHIR;UMUR 0-18;JIWA;1;4426;2022
623;15;JAMBI;1505;150511;AKTA LAHIR;MEMILIKI;JIWA;2;3992;2022
634;15;JAMBI;1505;150511;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;419;2022
121;15;JAMBI;1506;150601;AKTA LAHIR;MEMILIKI;JIWA;1;4158;2022
265;15;JAMBI;1506;150601;AKTA LAHIR;BELUM MEMILIKI;JIWA;1;680;2022
409;15;JAMBI;1506;150601;AKTA LAHIR;UMUR 0-18;JIWA;1;4838;2022
587;15;JAMBI;1506;150601;AKTA LAHIR;MEMILIKI;JIWA;2;3847;2022
600;15;JAMBI;1506;150601;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;487;2022
120;15;JAMBI;1506;150602;AKTA LAHIR;MEMILIKI;JIWA;1;21315;2022
264;15;JAMBI;1506;150602;AKTA LAHIR;BELUM MEMILIKI;JIWA;1;1423;2022
408;15;JAMBI;1506;150602;AKTA LAHIR;UMUR 0-18;JIWA;1;22738;2022
588;15;JAMBI;1506;150602;AKTA LAHIR;MEMILIKI;JIWA;2;19945;2022
601;15;JAMBI;1506;150602;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;1081;2022
115;15;JAMBI;1506;150603;AKTA LAHIR;MEMILIKI;JIWA;1;6717;2022
259;15;JAMBI;1506;150603;AKTA LAHIR;BELUM MEMILIKI;JIWA;1;689;2022
403;15;JAMBI;1506;150603;AKTA LAHIR;UMUR 0-18;JIWA;1;7406;2022
589;15;JAMBI;1506;150603;AKTA LAHIR;MEMILIKI;JIWA;2;6545;2022
602;15;JAMBI;1506;150603;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;503;2022
110;15;JAMBI;1506;150604;AKTA LAHIR;MEMILIKI;JIWA;1;9110;2022
254;15;JAMBI;1506;150604;AKTA LAHIR;BELUM MEMILIKI;JIWA;1;930;2022
398;15;JAMBI;1506;150604;AKTA LAHIR;UMUR 0-18;JIWA;1;10040;2022
590;15;JAMBI;1506;150604;AKTA LAHIR;MEMILIKI;JIWA;2;8546;2022
603;15;JAMBI;1506;150604;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;691;2022
113;15;JAMBI;1506;150605;AKTA LAHIR;MEMILIKI;JIWA;1;4486;2022
257;15;JAMBI;1506;150605;AKTA LAHIR;BELUM MEMILIKI;JIWA;1;681;2022
401;15;JAMBI;1506;150605;AKTA LAHIR;UMUR 0-18;JIWA;1;5167;2022
591;15;JAMBI;1506;150605;AKTA LAHIR;MEMILIKI;JIWA;2;4164;2022
604;15;JAMBI;1506;150605;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;528;2022
119;15;JAMBI;1506;150606;AKTA LAHIR;MEMILIKI;JIWA;1;10942;2022
263;15;JAMBI;1506;150606;AKTA LAHIR;BELUM MEMILIKI;JIWA;1;1321;2022
407;15;JAMBI;1506;150606;AKTA LAHIR;UMUR 0-18;JIWA;1;12263;2022
592;15;JAMBI;1506;150606;AKTA LAHIR;MEMILIKI;JIWA;2;10460;2022
605;15;JAMBI;1506;150606;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;1031;2022
109;15;JAMBI;1506;150607;AKTA LAHIR;MEMILIKI;JIWA;1;9823;2022
253;15;JAMBI;1506;150607;AKTA LAHIR;BELUM MEMILIKI;JIWA;1;2509;2022
397;15;JAMBI;1506;150607;AKTA LAHIR;UMUR 0-18;JIWA;1;12332;2022
593;15;JAMBI;1506;150607;AKTA LAHIR;MEMILIKI;JIWA;2;9454;2022
606;15;JAMBI;1506;150607;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;1938;2022
116;15;JAMBI;1506;150608;AKTA LAHIR;MEMILIKI;JIWA;1;4375;2022
260;15;JAMBI;1506;150608;AKTA LAHIR;BELUM MEMILIKI;JIWA;1;920;2022
404;15;JAMBI;1506;150608;AKTA LAHIR;UMUR 0-18;JIWA;1;5295;2022
594;15;JAMBI;1506;150608;AKTA LAHIR;MEMILIKI;JIWA;2;4057;2022
607;15;JAMBI;1506;150608;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;642;2022
114;15;JAMBI;1506;150609;AKTA LAHIR;MEMILIKI;JIWA;1;2848;2022
258;15;JAMBI;1506;150609;AKTA LAHIR;BELUM MEMILIKI;JIWA;1;506;2022
402;15;JAMBI;1506;150609;AKTA LAHIR;UMUR 0-18;JIWA;1;3354;2022
595;15;JAMBI;1506;150609;AKTA LAHIR;MEMILIKI;JIWA;2;2657;2022
608;15;JAMBI;1506;150609;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;347;2022
117;15;JAMBI;1506;150610;AKTA LAHIR;MEMILIKI;JIWA;1;2218;2022
261;15;JAMBI;1506;150610;AKTA LAHIR;BELUM MEMILIKI;JIWA;1;244;2022
405;15;JAMBI;1506;150610;AKTA LAHIR;UMUR 0-18;JIWA;1;2462;2022
596;15;JAMBI;1506;150610;AKTA LAHIR;MEMILIKI;JIWA;2;2138;2022
609;15;JAMBI;1506;150610;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;197;2022
111;15;JAMBI;1506;150611;AKTA LAHIR;MEMILIKI;JIWA;1;5438;2022
255;15;JAMBI;1506;150611;AKTA LAHIR;BELUM MEMILIKI;JIWA;1;385;2022
399;15;JAMBI;1506;150611;AKTA LAHIR;UMUR 0-18;JIWA;1;5823;2022
597;15;JAMBI;1506;150611;AKTA LAHIR;MEMILIKI;JIWA;2;5119;2022
610;15;JAMBI;1506;150611;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;308;2022
112;15;JAMBI;1506;150612;AKTA LAHIR;MEMILIKI;JIWA;1;3845;2022
256;15;JAMBI;1506;150612;AKTA LAHIR;BELUM MEMILIKI;JIWA;1;309;2022
400;15;JAMBI;1506;150612;AKTA LAHIR;UMUR 0-18;JIWA;1;4154;2022
598;15;JAMBI;1506;150612;AKTA LAHIR;MEMILIKI;JIWA;2;3554;2022
611;15;JAMBI;1506;150612;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;232;2022
118;15;JAMBI;1506;150613;AKTA LAHIR;MEMILIKI;JIWA;1;6417;2022
262;15;JAMBI;1506;150613;AKTA LAHIR;BELUM MEMILIKI;JIWA;1;699;2022
406;15;JAMBI;1506;150613;AKTA LAHIR;UMUR 0-18;JIWA;1;7116;2022
599;15;JAMBI;1506;150613;AKTA LAHIR;MEMILIKI;JIWA;2;6054;2022
612;15;JAMBI;1506;150613;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;538;2022
129;15;JAMBI;1507;150701;AKTA LAHIR;MEMILIKI;JIWA;1;8856;2022
273;15;JAMBI;1507;150701;AKTA LAHIR;BELUM MEMILIKI;JIWA;1;231;2022
417;15;JAMBI;1507;150701;AKTA LAHIR;UMUR 0-18;JIWA;1;9087;2022
565;15;JAMBI;1507;150701;AKTA LAHIR;MEMILIKI;JIWA;2;8597;2022
576;15;JAMBI;1507;150701;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;196;2022
130;15;JAMBI;1507;150702;AKTA LAHIR;MEMILIKI;JIWA;1;7266;2022
274;15;JAMBI;1507;150702;AKTA LAHIR;BELUM MEMILIKI;JIWA;1;295;2022
418;15;JAMBI;1507;150702;AKTA LAHIR;UMUR 0-18;JIWA;1;7561;2022
566;15;JAMBI;1507;150702;AKTA LAHIR;MEMILIKI;JIWA;2;7134;2022
577;15;JAMBI;1507;150702;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;230;2022
126;15;JAMBI;1507;150703;AKTA LAHIR;MEMILIKI;JIWA;1;7164;2022
270;15;JAMBI;1507;150703;AKTA LAHIR;BELUM MEMILIKI;JIWA;1;182;2022
414;15;JAMBI;1507;150703;AKTA LAHIR;UMUR 0-18;JIWA;1;7346;2022
567;15;JAMBI;1507;150703;AKTA LAHIR;MEMILIKI;JIWA;2;6982;2022
578;15;JAMBI;1507;150703;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;159;2022
131;15;JAMBI;1507;150704;AKTA LAHIR;MEMILIKI;JIWA;1;6995;2022
275;15;JAMBI;1507;150704;AKTA LAHIR;BELUM MEMILIKI;JIWA;1;154;2022
419;15;JAMBI;1507;150704;AKTA LAHIR;UMUR 0-18;JIWA;1;7149;2022
568;15;JAMBI;1507;150704;AKTA LAHIR;MEMILIKI;JIWA;2;6868;2022
579;15;JAMBI;1507;150704;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;140;2022
132;15;JAMBI;1507;150705;AKTA LAHIR;MEMILIKI;JIWA;1;3678;2022
276;15;JAMBI;1507;150705;AKTA LAHIR;BELUM MEMILIKI;JIWA;1;188;2022
420;15;JAMBI;1507;150705;AKTA LAHIR;UMUR 0-18;JIWA;1;3866;2022
569;15;JAMBI;1507;150705;AKTA LAHIR;MEMILIKI;JIWA;2;3659;2022
580;15;JAMBI;1507;150705;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;170;2022
123;15;JAMBI;1507;150706;AKTA LAHIR;MEMILIKI;JIWA;1;4686;2022
267;15;JAMBI;1507;150706;AKTA LAHIR;BELUM MEMILIKI;JIWA;1;49;2022
411;15;JAMBI;1507;150706;AKTA LAHIR;UMUR 0-18;JIWA;1;4735;2022
570;15;JAMBI;1507;150706;AKTA LAHIR;MEMILIKI;JIWA;2;4572;2022
581;15;JAMBI;1507;150706;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;39;2022
128;15;JAMBI;1507;150707;AKTA LAHIR;MEMILIKI;JIWA;1;7349;2022
272;15;JAMBI;1507;150707;AKTA LAHIR;BELUM MEMILIKI;JIWA;1;147;2022
416;15;JAMBI;1507;150707;AKTA LAHIR;UMUR 0-18;JIWA;1;7496;2022
571;15;JAMBI;1507;150707;AKTA LAHIR;MEMILIKI;JIWA;2;7251;2022
582;15;JAMBI;1507;150707;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;120;2022
125;15;JAMBI;1507;150708;AKTA LAHIR;MEMILIKI;JIWA;1;3858;2022
269;15;JAMBI;1507;150708;AKTA LAHIR;BELUM MEMILIKI;JIWA;1;117;2022
413;15;JAMBI;1507;150708;AKTA LAHIR;UMUR 0-18;JIWA;1;3975;2022
572;15;JAMBI;1507;150708;AKTA LAHIR;MEMILIKI;JIWA;2;3783;2022
583;15;JAMBI;1507;150708;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;110;2022
127;15;JAMBI;1507;150709;AKTA LAHIR;MEMILIKI;JIWA;1;5184;2022
271;15;JAMBI;1507;150709;AKTA LAHIR;BELUM MEMILIKI;JIWA;1;239;2022
415;15;JAMBI;1507;150709;AKTA LAHIR;UMUR 0-18;JIWA;1;5423;2022
573;15;JAMBI;1507;150709;AKTA LAHIR;MEMILIKI;JIWA;2;5112;2022
584;15;JAMBI;1507;150709;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;195;2022
124;15;JAMBI;1507;150710;AKTA LAHIR;MEMILIKI;JIWA;1;7786;2022
268;15;JAMBI;1507;150710;AKTA LAHIR;BELUM MEMILIKI;JIWA;1;142;2022
412;15;JAMBI;1507;150710;AKTA LAHIR;UMUR 0-18;JIWA;1;7928;2022
574;15;JAMBI;1507;150710;AKTA LAHIR;MEMILIKI;JIWA;2;7691;2022
585;15;JAMBI;1507;150710;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;129;2022
122;15;JAMBI;1507;150711;AKTA LAHIR;MEMILIKI;JIWA;1;3197;2022
266;15;JAMBI;1507;150711;AKTA LAHIR;BELUM MEMILIKI;JIWA;1;64;2022
410;15;JAMBI;1507;150711;AKTA LAHIR;UMUR 0-18;JIWA;1;3261;2022
575;15;JAMBI;1507;150711;AKTA LAHIR;MEMILIKI;JIWA;2;3068;2022
586;15;JAMBI;1507;150711;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;55;2022
25;15;JAMBI;1508;150801;AKTA LAHIR;MEMILIKI;JIWA;1;4198;2022
169;15;JAMBI;1508;150801;AKTA LAHIR;BELUM MEMILIKI;JIWA;1;170;2022
313;15;JAMBI;1508;150801;AKTA LAHIR;UMUR 0-18;JIWA;1;4368;2022
531;15;JAMBI;1508;150801;AKTA LAHIR;MEMILIKI;JIWA;2;4180;2022
548;15;JAMBI;1508;150801;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;129;2022
21;15;JAMBI;1508;150802;AKTA LAHIR;MEMILIKI;JIWA;1;3195;2022
165;15;JAMBI;1508;150802;AKTA LAHIR;BELUM MEMILIKI;JIWA;1;188;2022
309;15;JAMBI;1508;150802;AKTA LAHIR;UMUR 0-18;JIWA;1;3383;2022
532;15;JAMBI;1508;150802;AKTA LAHIR;MEMILIKI;JIWA;2;3250;2022
549;15;JAMBI;1508;150802;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;145;2022
18;15;JAMBI;1508;150803;AKTA LAHIR;MEMILIKI;JIWA;1;6226;2022
162;15;JAMBI;1508;150803;AKTA LAHIR;BELUM MEMILIKI;JIWA;1;580;2022
306;15;JAMBI;1508;150803;AKTA LAHIR;UMUR 0-18;JIWA;1;6806;2022
533;15;JAMBI;1508;150803;AKTA LAHIR;MEMILIKI;JIWA;2;6212;2022
550;15;JAMBI;1508;150803;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;449;2022
14;15;JAMBI;1508;150804;AKTA LAHIR;MEMILIKI;JIWA;1;5985;2022
158;15;JAMBI;1508;150804;AKTA LAHIR;BELUM MEMILIKI;JIWA;1;257;2022
302;15;JAMBI;1508;150804;AKTA LAHIR;UMUR 0-18;JIWA;1;6242;2022
534;15;JAMBI;1508;150804;AKTA LAHIR;MEMILIKI;JIWA;2;6039;2022
551;15;JAMBI;1508;150804;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;220;2022
23;15;JAMBI;1508;150805;AKTA LAHIR;MEMILIKI;JIWA;1;6868;2022
167;15;JAMBI;1508;150805;AKTA LAHIR;BELUM MEMILIKI;JIWA;1;580;2022
311;15;JAMBI;1508;150805;AKTA LAHIR;UMUR 0-18;JIWA;1;7448;2022
535;15;JAMBI;1508;150805;AKTA LAHIR;MEMILIKI;JIWA;2;7120;2022
552;15;JAMBI;1508;150805;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;410;2022
19;15;JAMBI;1508;150806;AKTA LAHIR;MEMILIKI;JIWA;1;10900;2022
163;15;JAMBI;1508;150806;AKTA LAHIR;BELUM MEMILIKI;JIWA;1;936;2022
307;15;JAMBI;1508;150806;AKTA LAHIR;UMUR 0-18;JIWA;1;11836;2022
536;15;JAMBI;1508;150806;AKTA LAHIR;MEMILIKI;JIWA;2;11017;2022
553;15;JAMBI;1508;150806;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;781;2022
16;15;JAMBI;1508;150807;AKTA LAHIR;MEMILIKI;JIWA;1;5147;2022
160;15;JAMBI;1508;150807;AKTA LAHIR;BELUM MEMILIKI;JIWA;1;173;2022
304;15;JAMBI;1508;150807;AKTA LAHIR;UMUR 0-18;JIWA;1;5320;2022
537;15;JAMBI;1508;150807;AKTA LAHIR;MEMILIKI;JIWA;2;5205;2022
554;15;JAMBI;1508;150807;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;136;2022
17;15;JAMBI;1508;150808;AKTA LAHIR;MEMILIKI;JIWA;1;4959;2022
161;15;JAMBI;1508;150808;AKTA LAHIR;BELUM MEMILIKI;JIWA;1;170;2022
305;15;JAMBI;1508;150808;AKTA LAHIR;UMUR 0-18;JIWA;1;5129;2022
538;15;JAMBI;1508;150808;AKTA LAHIR;MEMILIKI;JIWA;2;4943;2022
555;15;JAMBI;1508;150808;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;123;2022
20;15;JAMBI;1508;150809;AKTA LAHIR;MEMILIKI;JIWA;1;15477;2022
164;15;JAMBI;1508;150809;AKTA LAHIR;BELUM MEMILIKI;JIWA;1;490;2022
308;15;JAMBI;1508;150809;AKTA LAHIR;UMUR 0-18;JIWA;1;15967;2022
539;15;JAMBI;1508;150809;AKTA LAHIR;MEMILIKI;JIWA;2;15511;2022
556;15;JAMBI;1508;150809;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;426;2022
12;15;JAMBI;1508;150810;AKTA LAHIR;MEMILIKI;JIWA;1;4471;2022
156;15;JAMBI;1508;150810;AKTA LAHIR;BELUM MEMILIKI;JIWA;1;411;2022
300;15;JAMBI;1508;150810;AKTA LAHIR;UMUR 0-18;JIWA;1;4882;2022
540;15;JAMBI;1508;150810;AKTA LAHIR;MEMILIKI;JIWA;2;4579;2022
557;15;JAMBI;1508;150810;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;328;2022
10;15;JAMBI;1508;150811;AKTA LAHIR;MEMILIKI;JIWA;1;8360;2022
154;15;JAMBI;1508;150811;AKTA LAHIR;BELUM MEMILIKI;JIWA;1;447;2022
298;15;JAMBI;1508;150811;AKTA LAHIR;UMUR 0-18;JIWA;1;8807;2022
541;15;JAMBI;1508;150811;AKTA LAHIR;MEMILIKI;JIWA;2;8426;2022
558;15;JAMBI;1508;150811;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;357;2022
13;15;JAMBI;1508;150812;AKTA LAHIR;MEMILIKI;JIWA;1;8369;2022
157;15;JAMBI;1508;150812;AKTA LAHIR;BELUM MEMILIKI;JIWA;1;485;2022
301;15;JAMBI;1508;150812;AKTA LAHIR;UMUR 0-18;JIWA;1;8854;2022
542;15;JAMBI;1508;150812;AKTA LAHIR;MEMILIKI;JIWA;2;8417;2022
559;15;JAMBI;1508;150812;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;366;2022
22;15;JAMBI;1508;150813;AKTA LAHIR;MEMILIKI;JIWA;1;10775;2022
166;15;JAMBI;1508;150813;AKTA LAHIR;BELUM MEMILIKI;JIWA;1;490;2022
310;15;JAMBI;1508;150813;AKTA LAHIR;UMUR 0-18;JIWA;1;11265;2022
543;15;JAMBI;1508;150813;AKTA LAHIR;MEMILIKI;JIWA;2;10854;2022
560;15;JAMBI;1508;150813;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;359;2022
11;15;JAMBI;1508;150814;AKTA LAHIR;MEMILIKI;JIWA;1;2979;2022
155;15;JAMBI;1508;150814;AKTA LAHIR;BELUM MEMILIKI;JIWA;1;135;2022
299;15;JAMBI;1508;150814;AKTA LAHIR;UMUR 0-18;JIWA;1;3114;2022
544;15;JAMBI;1508;150814;AKTA LAHIR;MEMILIKI;JIWA;2;2995;2022
561;15;JAMBI;1508;150814;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;108;2022
9;15;JAMBI;1508;150815;AKTA LAHIR;MEMILIKI;JIWA;1;2780;2022
153;15;JAMBI;1508;150815;AKTA LAHIR;BELUM MEMILIKI;JIWA;1;115;2022
297;15;JAMBI;1508;150815;AKTA LAHIR;UMUR 0-18;JIWA;1;2895;2022
545;15;JAMBI;1508;150815;AKTA LAHIR;MEMILIKI;JIWA;2;2795;2022
562;15;JAMBI;1508;150815;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;99;2022
15;15;JAMBI;1508;150816;AKTA LAHIR;MEMILIKI;JIWA;1;2547;2022
159;15;JAMBI;1508;150816;AKTA LAHIR;BELUM MEMILIKI;JIWA;1;99;2022
303;15;JAMBI;1508;150816;AKTA LAHIR;UMUR 0-18;JIWA;1;2646;2022
546;15;JAMBI;1508;150816;AKTA LAHIR;MEMILIKI;JIWA;2;2557;2022
563;15;JAMBI;1508;150816;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;77;2022
24;15;JAMBI;1508;150817;AKTA LAHIR;MEMILIKI;JIWA;1;7053;2022
168;15;JAMBI;1508;150817;AKTA LAHIR;BELUM MEMILIKI;JIWA;1;539;2022
312;15;JAMBI;1508;150817;AKTA LAHIR;UMUR 0-18;JIWA;1;7592;2022
547;15;JAMBI;1508;150817;AKTA LAHIR;MEMILIKI;JIWA;2;7207;2022
564;15;JAMBI;1508;150817;AKTA LAHIR;BELUM MEMILIKI;JIWA;2;401;2022
140;15;JAMBI;1509;150901;AKTA LAHIR;MEMILIKI;JIWA;1;12980;2022
284;15;JAMBI;1509;150901;AKTA LAHIR;BELUM MEMILIKI;JIWA;1;438;2022
