id ;kode_provinsi;nama_provinsi;kode_kabupaten_kota;nama_kabupaten_kota;nama_perusahaan;nib;tanggal_terbit_oss;status_penanaman_modal;flag_umk;uraian_jenis_perusahaan;alamat_perusahaan
279;15;JAMBI;1571;KOTA JAMBI;AGUNG KENCANA LESTARI PROPERTY;2205230061852;05/22/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Sentot Ali Basa
280;15;JAMBI;1502;MERANGIN;AULIA DEVELOPMENT KONSTRUKSI;2205230062899;05/22/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Sungai Manau
281;15;JAMBI;1571;KOTA JAMBI;SAMUDRA PERSADA JAYA;2305230045192;05/23/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Perumahan Puri Ratu Daha Indah
282;15;JAMBI;1571;KOTA JAMBI;KONSTRUKSI PRIBUMI MANGGALA;2305230047205;05/23/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Lingkar Barat I Nomor 97 
283;15;JAMBI;1505;MUARO JAMBI;KEDATON RADIO RAMA MUARO JAMBI;2305230052436;05/23/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. Usaha Tani Km.26 Komplek Pemda Muaro Jambi 
284;15;JAMBI;1503;SAROLANGUN;SAROLANGUN SUMBER REZEKI;2305230060389;05/23/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Kasang Melintang
285;15;JAMBI;1571;KOTA JAMBI;ASA TIGA INSANI SEJAHTERAH;2305230112466;05/23/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Sri Rezeki
286;15;JAMBI;1571;KOTA JAMBI;YUDA LUKITO EDY GROUP;2405230045013;05/24/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Perumahan Citra Land Typr Sahpphire Superrior, Cluster Grand Mansion Kav C.03/16
287;15;JAMBI;1571;KOTA JAMBI;TONADAI SINERGI SUKSESTUAH;2405230054507;05/24/2023;PMDN;Non UMK;PERSEROAN TERBATAS (PT);Jalan Kebon Daging
288;15;JAMBI;1505;MUARO JAMBI;GEMA MEDIA MUJA;2405230071056;05/24/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Lintas Timur
289;15;JAMBI;1571;KOTA JAMBI;PUTRA MAULI ENERGI;2405230092884;05/24/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Sari Bakti Lorong Lebong
290;15;JAMBI;1571;KOTA JAMBI;BARA RAJA WALLET;2405230093391;05/24/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. Agus Salim Lorong Aster
291;15;JAMBI;1571;KOTA JAMBI;SUMBER SUKSES ENERGI TRANS;2505230055421;05/25/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Lingkar Selatan Ii Nomor 49
292;15;JAMBI;1502;MERANGIN;MEGA CIPTA NETINDO;2505230076764;05/25/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. Sumatera Km. 38
293;15;JAMBI;1571;KOTA JAMBI;ASA TRI ANANTA RIDHO;2505230078529;05/25/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Sri Rezeki
294;15;JAMBI;1571;KOTA JAMBI;MALIK INDONESIAN AGRO;2505230083275;05/25/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Kota Jambi, Jalan Kapten Dirham Nomor 85, Lorong Apel
295;15;JAMBI;1501;KERINCI;MEDIA KERINCI NETWORK;2505230084842;05/25/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Dusun 3 Nomor 18, Desa Tutung Bungkuk
296;15;JAMBI;1508;BUNGO;MITRA PERKASA AUTOPARTS;2505230087081;05/25/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. Lintas Sumatera Kilometer 03
297;15;JAMBI;1571;KOTA JAMBI;GROUP AMARA RISKY ARYATMY;2605230046376;05/26/2023;PMDN;Non UMK;PERSEROAN TERBATAS (PT);Jalan Sei Lendra
298;15;JAMBI;1571;KOTA JAMBI;LIMA PANDAWA ARENA;2905230021642;05/29/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. Pagai
299;15;JAMBI;1504;BATANGHARI;MEDIA DUA BERSAUDARA JAMBI;2905230040665;05/29/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Komplek Bbc Nomor 01, Blok A
300;15;JAMBI;1571;KOTA JAMBI;VEDAYA INDONESIA PROPERTI;2905230068387;05/29/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Puri Mayang Cluster Casablanca Blok A Nomor 77
301;15;JAMBI;1501;KERINCI;FIRD TEKNOLOGI INDONESIA;2905230098717;05/29/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. Senimpik, Dusun Kampung Terandam Ii 
302;15;JAMBI;1571;KOTA JAMBI;ELANG CIPTA PERDANA;2905230102892;05/29/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jln Iswahyudi No 66
303;15;JAMBI;1571;KOTA JAMBI;ALMAND NUSA SOLUSI;3005230012935;05/30/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Kimaja No 01
304;15;JAMBI;1571;KOTA JAMBI;SURYA LARAS JAGADITA;3005230109191;05/30/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Slamet Riyadi Nomor 3
305;15;JAMBI;1571;KOTA JAMBI;RANTAU RASAU MAJU BERSAMA;3105230017829;05/31/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. Letmud Sarniem
306;15;JAMBI;1571;KOTA JAMBI;CAHAYA SUGIH ABADI;3105230042939;05/31/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Lingkar Timur I
307;15;JAMBI;1571;KOTA JAMBI;BATANGHARI SUKSES ERNALA;3105230077556;05/31/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl Sersan Anwar Bay Perum Anugrah Laskar Brata, No 46
308;15;JAMBI;1571;KOTA JAMBI;BARA SRIWIJAYA ENERGY;3105230092722;05/31/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Lrg. Empang Sari No. 067
309;15;JAMBI;1503;SAROLANGUN;BARUNA LINTAS NUSANTARA;0506230053743;06/05/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Desa Lubuk Sepuh
310;15;JAMBI;1502;MERANGIN;PENCIPTA MUDA CERIA;0506230095729;06/05/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Btn Gambir
311;15;JAMBI;1571;KOTA JAMBI;TRI PUSAKA SEMESTA;0506230116383;06/05/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Perumahan Liverpool Blok E 22
312;15;JAMBI;1571;KOTA JAMBI;SELARAS JAYA INDAH MOTOR;0606230056332;06/06/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. Jend. Sudirman Nomor 72-75 Rt.07
313;15;JAMBI;1571;KOTA JAMBI;MUTIARA TELAGA SAKTI;0606230070394;06/06/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan S Parman Perum Telanai Garden Lorong Keluarga Blok A 4
314;15;JAMBI;1571;KOTA JAMBI;CORDOBA UTAMA GROUP;0606230095912;06/06/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan H.Adam Malik Lr.Perum No.18
315;15;JAMBI;1571;KOTA JAMBI;MEDIA INSPIRASI JAMBI;0606230096902;06/06/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. Jendral Sudirman 
316;15;JAMBI;1508;BUNGO;BUANA KARYA LAKSANA;0706230038164;06/07/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Batang Jujuhan Nomor 50
317;15;JAMBI;1571;KOTA JAMBI;KARYA RATNO JAYO;0706230049054;06/07/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. R. Haji Pamuk Rt. 02
318;15;JAMBI;1505;MUARO JAMBI;SINAR BUMI SUMATERA;0806230067033;06/08/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. Boulevard Komp. Perkantoran Citra Raya City Blok A 7 N0. 30
319;15;JAMBI;1571;KOTA JAMBI;NAIK DAUN ABADI;0806230075166;06/08/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Sriwijaya Komplek Beliung Indah Nomor 82
320;15;JAMBI;1571;KOTA JAMBI;RADEN BERKAH ENERGI;0906230041983;06/09/2023;PMDN;Non UMK;PERSEROAN TERBATAS (PT);Jalan Lintas Timur
321;15;JAMBI;1571;KOTA JAMBI;GUMAY MAYAPADA TRADEINDO;0906230084575;06/09/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Hayam Wuruk No. 87 Lantai 2
322;15;JAMBI;1571;KOTA JAMBI;AGAM PRATINDO DAYA ENERGI;1006230012302;06/10/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl.A.Chatib
323;15;JAMBI;1571;KOTA JAMBI;BATANGHARI SIMALEM;1006230016973;06/10/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl.Jend.Gatot Subroto.Komp.Ruko Abadi Blok B.3.Kel.S.Asam
324;15;JAMBI;1506;TANJUNG JABUNG BARAT;ADR PARTAM INDONESIA;1006230026816;06/10/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. Sumatra, Rt. 014
325;15;JAMBI;1571;KOTA JAMBI;SIRTU ALAM JAMBI;1006230045435;06/10/2023;PMDN;Non UMK;PERSEROAN TERBATAS (PT);Komplek Parma Residence Blok F7 No. 7 
326;15;JAMBI;1571;KOTA JAMBI;TIGA SAHABAT KONSTRUKSI;1106230029179;06/11/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. Sunan Kali Jaga No. 115
327;15;JAMBI;1571;KOTA JAMBI;PUTRA NIAGA SUKSES;1206230049252;06/12/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl Kapten Dirham
328;15;JAMBI;1571;KOTA JAMBI;DUASEKAWAN SUKSES BERSAMA;1206230075936;06/12/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl Kapten Dirham
329;15;JAMBI;1571;KOTA JAMBI;DEPO JAYA MAKMUR;1206230099586;06/12/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);.Jl. Tp. Sriwijaya
330;15;JAMBI;1571;KOTA JAMBI;GADIS ARAB MELAYU;1306230115594;06/13/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Kapten Sujono
331;15;JAMBI;1571;KOTA JAMBI;RAJAWALI FATIH NUSANTARA;1406230011136;06/14/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. Lingkar Timur I No. 38
332;15;JAMBI;1571;KOTA JAMBI;INDAH ANUGERAH JAMBI;1406230052178;06/14/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl.Ir.H.Juanda Lrg. Gardu No.111 
333;15;JAMBI;1508;BUNGO;MUARA TAMBANG SEJAHTERA;1406230056511;06/14/2023;PMDN;Non UMK;PERSEROAN TERBATAS (PT);Jalan Teuku Umar
334;15;JAMBI;1571;KOTA JAMBI;RONI GEA SEJAHTERA;1406230100857;06/14/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. Tp Sriwijaya
335;15;JAMBI;1571;KOTA JAMBI;HASANAH BAROKAH NUSANTARA;1406230101428;06/14/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Lingkar Barat Iii, Perumahan Edelweis, Blok E 26
336;15;JAMBI;1571;KOTA JAMBI;NAWASENA AGUNG PARAMA;1406230106209;06/14/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Yos Sudarso
337;15;JAMBI;1571;KOTA JAMBI;NAWASENA ARTHA MAKMUR;1406230122637;06/14/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. Gotong Royong, No.20
338;15;JAMBI;1571;KOTA JAMBI;DANAU LAMO ENERGI;1506230030851;06/15/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. Sunan Kalijaga No. 1
339;15;JAMBI;1571;KOTA JAMBI;MANOVENSA RAP SEJAHTERA;1606230023955;06/16/2023;PMDN;Non UMK;PERSEROAN TERBATAS (PT);Jl. Lingkar Selatan Ii No.49
340;15;JAMBI;1571;KOTA JAMBI;BARINDO ENERGI SENTOSA;1606230123956;06/16/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. Kapten Pattimura 
341;15;JAMBI;1508;BUNGO;BUNGO AGRO SEJAHTERA;1706230010614;06/17/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. Sungai Buluh No.1000
342;15;JAMBI;1508;BUNGO;MUARA ENERGY TRADING SOLUTIONS;1906230013158;06/19/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Teuku Umar
343;15;JAMBI;1505;MUARO JAMBI;LIMA AGRO SEJAHTERA;1906230112882;06/19/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. Jambi-Tanjab Timur
344;15;JAMBI;1571;KOTA JAMBI;TANJUNG JABUNG GASINDO;2006230081006;06/20/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Lingkar Selatan Nomor 10 
345;15;JAMBI;1571;KOTA JAMBI;JAMBI JAYA MEDIKA;2106230015276;06/21/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. Abdul Muis Lrg. Cikope
346;15;JAMBI;1571;KOTA JAMBI;CITRA BUANA SINERGI;2106230023703;06/21/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. Lingkar Barat Ii
347;15;JAMBI;1508;BUNGO;BUNGO JAYA MANDIRI;2106230101303;06/21/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Perumahan Ratu Keyla Indah Iv Blok E Nomor 04
348;15;JAMBI;1571;KOTA JAMBI;NUSA INVESTAMA COAL ENERGI;2106230122174;06/21/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jln. Kapten Pattimura
349;15;JAMBI;1572;KOTA SUNGAI PENUH;MAKKAH MADINAH BERKAH BERSAMA;2106230149863;06/21/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Muradi Nomor 19
350;15;JAMBI;1503;SAROLANGUN;MAHA WIRA ABADI;2106230151929;06/21/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Dusun I Kayu Rimbun
351;15;JAMBI;1571;KOTA JAMBI;KASIH KARUNIA RAHARJA;2206230068052;06/22/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Jenderal Sudirman, Lorong Ranjang No.51
352;15;JAMBI;1571;KOTA JAMBI;MEDIA ARGANI SUARA;2206230114716;06/22/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Perumahan Arta Uli Ii Blok E No. 47
353;15;JAMBI;1506;TANJUNG JABUNG BARAT;LINTAS JARINGAN TUNGKAL;2306230005907;06/23/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl.Panglima A.Hamid
354;15;JAMBI;1571;KOTA JAMBI;AHSANU INDO GROUP;2306230049063;06/23/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. Kh. Ismail Malik
355;15;JAMBI;1503;SAROLANGUN;SINGKUT SINERGI NAWASENA;2306230122727;06/23/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Cianjur Singkut I
356;15;JAMBI;1571;KOTA JAMBI;ARSYA MANDIRI ENERGI;2406230018295;06/24/2023;PMDN;UMK;PERSEROAN TERBATAS (PT); Jalan Hm. Thaib Fahruddin Simpang Rimbo Nomor 6 Cl 18
357;15;JAMBI;1571;KOTA JAMBI;ANGKASA JAYA ENERGI;2406230070225;06/24/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. Arif Rahman Hakim No. 03 Gang Pemuda
358;15;JAMBI;1571;KOTA JAMBI;NUSA UNIVERSAL ENERGI;2606230062004;06/26/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Kolonel Abunjani Nomor 14
359;15;JAMBI;1571;KOTA JAMBI;ARIEL ABADI KENCANA;2606230133925;06/26/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl.Abadi No. 59, Rt.09, Kelurahan Kenali Besar
360;15;JAMBI;1505;MUARO JAMBI;KHALIFA ACACIA MANDIRI;2706230056192;06/27/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Perumahan Citra Asri Pudak 3 Blok Berlin No. 1
361;15;JAMBI;1571;KOTA JAMBI;SWARNANUSA BAHARI JAYA;2706230070682;06/27/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. A. Rahman Saleh, Rt. 006
362;15;JAMBI;1571;KOTA JAMBI;GIOVANNO MAJU BERSAMA;2706230074425;06/27/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan M Husni Thamrin No11, Kelurahan Orang Kayo Hitam
363;15;JAMBI;1571;KOTA JAMBI;SEMBAGI ARUTALA PRAKASA;2706230116321;06/27/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. Sunan Giri No. 87
364;15;JAMBI;1571;KOTA JAMBI;INTAN COAL ENERGY;0107230025682;07/01/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. Sunan Giri Lorong Puja Kesuma
365;15;JAMBI;1505;MUARO JAMBI;APOLLO SUKSES SEJAHTERA;0107230026016;07/01/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Jambi - Muara Bulian Km 12
366;15;JAMBI;1571;KOTA JAMBI;SORA EXPLORIA NUSANTARA;0307230083025;07/03/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. Moh.Yamin Gang Nusantara No.1
367;15;JAMBI;1571;KOTA JAMBI;GEMILANG UNGGAS INDONESIA;0307230088449;07/03/2023;PMDN;Non UMK;PERSEROAN TERBATAS (PT);Jalan Achmad Chatib Nomor 45
368;15;JAMBI;1571;KOTA JAMBI;RIMBO AGRO LESTARI;0407230019973;07/04/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. Lingkar Barat, Simpang Rimbo
369;15;JAMBI;1571;KOTA JAMBI;GRAGMIC PRATAMA SENTOSA;0407230048749;07/04/2023;PMDN;Non UMK;PERSEROAN TERBATAS (PT);Jalan Surya Dharma No. 14
370;15;JAMBI;1505;MUARO JAMBI;GLOBAL ANUGERAH SAMPOERNA;0407230056862;07/04/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. Lintas Jambi Muara Bulian Dusun Kota Graha
371;15;JAMBI;1571;KOTA JAMBI;MOGA BERKAH SELALU;0407230087032;07/04/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Prenjak I Nomor : 09
372;15;JAMBI;1571;KOTA JAMBI;PILAR AGRI TAMA;0407230090417;07/04/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Lorong Sido Mulyo, Jalan Berbah
373;15;JAMBI;1509;TEBO;INAYAH MULTI BISNIS CENTER;0507230169914;07/05/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan 23
374;15;JAMBI;1502;MERANGIN;MURNIYASA KAHFI DIGDAYA;0507230182613;07/05/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Raden Ajeng Kartini 01
375;15;JAMBI;1571;KOTA JAMBI;CAHAYA INDOPERKASA UTAMA;0507230205091;07/05/2023;PMDN;Non UMK;PERSEROAN TERBATAS (PT);Citraland Ngk Jambi Ruko I Walk Blok A No. 12, Jl. Kh. Ismail Malik 
376;15;JAMBI;1571;KOTA JAMBI;GAME CENTRE INDONESIA;0507230234442;07/05/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Letkol Pol. Ramli Lubis No. 39
377;15;JAMBI;1508;BUNGO;MULTIMEDIA DATA SENTRA;0607230452976;07/06/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. Bukit Tinggi
378;15;JAMBI;1502;MERANGIN;BUMI EMAS MERANGIN SEJAHTERA;0607230471955;07/06/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl Bangko-Kerinci
379;15;JAMBI;1571;KOTA JAMBI;SUNGAI MAS BERLIAN;0607230503194;07/06/2023;PMDN;Non UMK;PERSEROAN TERBATAS (PT);Jl. Kol.Pol.M. Taher
380;15;JAMBI;1571;KOTA JAMBI;DIRAJA PANGAN ANDALAS;0707230201309;07/07/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Soekarno Hatta 
381;15;JAMBI;1505;MUARO JAMBI;GRECIA MITRA SEJAHTERA ENERGI;0807230105633;07/08/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan. Lintas Jambi - Muara Bulian Km14 Mendalo Darat, Kelurahan Mendalo, Kecamatan Jambi Luar Kota.
382;15;JAMBI;1571;KOTA JAMBI;INTERNATIONAL BERLIAN SUKSES ENERGI;1007230026547;07/10/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Lorong Patimura Nomor 41
383;15;JAMBI;1505;MUARO JAMBI;NILA HAFIZ FARM;1107230093745;07/11/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jln. Raya Lintas Jambi - Ma. Bulian Km. 17, Dusun Tuo
384;15;JAMBI;1571;KOTA JAMBI;PAKINDO PALAWIJA SEJAHTERA;1107230153066;07/11/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Majapahit No. 145
385;15;JAMBI;1508;BUNGO;MITRA SENTRA SEJATI;1207230123648;07/12/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. Puso
386;15;JAMBI;1503;SAROLANGUN;GINAN SINAR KERTASARI;1307230140705;07/13/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. Lintas Sumatera
387;15;JAMBI;1571;KOTA JAMBI;GLOBAL HUKUM INDONESIA;1307230149459;07/13/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. Lingkar Timur I, Perum Tanjung Permata, Blok  Aa-72
388;15;JAMBI;1571;KOTA JAMBI;SOLUSI USAHA PRIMA GAF;1407230051549;07/14/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. Serdang, Kebon Kopi No. 135
389;15;JAMBI;1504;BATANGHARI;ANUGRAH BERKAH CAHAYA SUMATRA;1407230084186;07/14/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Tenam
390;15;JAMBI;1571;KOTA JAMBI;OSOIL INDO ENERGI;1407230102715;07/14/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Tp. Sriwijaya
391;15;JAMBI;1505;MUARO JAMBI;ERA SRIGATI INTERMEDIA;1507230195767;07/15/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Sengeti
392;15;JAMBI;1571;KOTA JAMBI;MOMENTUM TIRTA BUMI;1707230014902;07/17/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. Kejayaan No. 53
393;15;JAMBI;1571;KOTA JAMBI;HERVA KLUB PRODUKSI;1707230050871;07/17/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);"Komplek Ruko Jambi Business Center (Jbc) Blok. W.I 05-06
Jl. Kapten A Bakarudin "
394;15;JAMBI;1502;MERANGIN;TIGA PUTRI MERANGIN;1707230073323;07/17/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Simpang Kungkai
395;15;JAMBI;1572;KOTA SUNGAI PENUH;YUANA MANDIRI NIAGA;1707230118279;07/17/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan H. Bakrie Nomor 17, Rt. 11, Kelurahan Dusun Baru, Kecamatan Sungai Bungkal, Kota Sungai Penuh,
396;15;JAMBI;1571;KOTA JAMBI;CARLA JAYA SEJAHTERA;1807230106354;07/18/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. Thaib Fachruddin
397;15;JAMBI;1505;MUARO JAMBI;KARUNIA EMPAT SAUDARA;2107230015049;07/21/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Lorong Pembibitan Nomor 54
398;15;JAMBI;1507;TANJUNG JABUNG TIMUR;SANTA ARTHUR BERSAUDARA;2107230030327;07/21/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. Wijaya Kusuma
399;15;JAMBI;1571;KOTA JAMBI;JASA TRANS NUSANTARA SENTOSA;2107230033942;07/21/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. Lingkar Timur
400;15;JAMBI;1505;MUARO JAMBI;BERKAH DALLEK FAMMASE;2107230048952;07/21/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Sei Beluru 
401;15;JAMBI;1571;KOTA JAMBI;CAMKOHA INTI SEJAHTERA;2107230063791;07/21/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Lingkar Barat Ii Perum Milan Regency 
402;15;JAMBI;1506;TANJUNG JABUNG BARAT;EKINO MAKMUR JAYA;2107230082972;07/21/2023;PMDN;Non UMK;PERSEROAN TERBATAS (PT);Jalan Lintas Tengah 
403;15;JAMBI;1508;BUNGO;SIDO DADI JAYA MAKMUR;2507230044296;07/25/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Ternate
404;15;JAMBI;1571;KOTA JAMBI;TAPAK BARU MENTARI;2607230148633;07/26/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jln Brigjen Katamso
405;15;JAMBI;1571;KOTA JAMBI;SKY ENGINEERING INDONESIA;2607230169388;07/26/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jln. Ra Kartini Lrg. Sukajadi
406;15;JAMBI;1571;KOTA JAMBI;BATANGHARI CIPTA SEJAHTERA;2607230194645;07/26/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl Ir H Juanda
407;15;JAMBI;1505;MUARO JAMBI;SINAR AGRO TENERA UNGGUL;2907230120273;07/29/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Jambi Suak Kandis Kilometer 39
408;15;JAMBI;1571;KOTA JAMBI;SRIKANDI MATA MEDIKA;2907230233743;07/29/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. M.Husni Thamrin, No. 31, Rt. 13, Rw. 05, Kel. Beringin, Kec. Pasar Jambi.
409;15;JAMBI;1571;KOTA JAMBI;ANUGERAH CADAS PERSADA;3107230036654;07/31/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. Jend. A Thalib Perum Telanai Indah Estate M. 07
410;15;JAMBI;1571;KOTA JAMBI;RATNA NILAM EXPRES;3107230052595;07/31/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jalan Jendral Sudirman Nomor : 51
411;15;JAMBI;1571;KOTA JAMBI;JAMBI VISI GEMILANG;3107230092974;07/31/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. Batam I No.25
412;15;JAMBI;1505;MUARO JAMBI;KUARSA PASIRINDO BERJAYA;3107230097823;07/31/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Perumahan Kembar Lestari Blok U2
413;15;JAMBI;1571;KOTA JAMBI;SEMPURNA COCONUT OIL;0108230098956;08/01/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. Sultan Thaha, Komplek Wtc Batanghari Blok A.51
414;15;JAMBI;1571;KOTA JAMBI;ANEKA HAYATI PERSADA;0208230026966;08/02/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Jl. Wahyu No. 19
415;15;JAMBI;1571;KOTA JAMBI;ARFAN JAMBI SUKSES;0208230042345;08/02/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Penyengat Rendah
416;15;JAMBI;1505;MUARO JAMBI;SUMBER INTI NUSANTARA;0208230102858;08/02/2023;PMDN;UMK;PERSEROAN TERBATAS (PT);Lorong Perikanan
