id;kode_provinsi;nama_provinsi;kode_kabupaten_kota;nakesmedis;gender;jumlah
417;15;JAMBI;1571;TENAGA MEDIK BIOMEDIKA RS;P;38
418;15;JAMBI;1572;TENAGA MEDIK BIOMEDIKA RS;P;0
419;15;JAMBI;1501;KETERAPIAN FISIK RS;P;0
420;15;JAMBI;1502;KETERAPIAN FISIK RS;P;6
421;15;JAMBI;1503;KETERAPIAN FISIK RS;P;7
422;15;JAMBI;1504;KETERAPIAN FISIK RS;P;10
423;15;JAMBI;1505;KETERAPIAN FISIK RS;P;2
424;15;JAMBI;1507;KETERAPIAN FISIK RS;P;6
425;15;JAMBI;1506;KETERAPIAN FISIK RS;P;3
426;15;JAMBI;1509;KETERAPIAN FISIK RS;P;5
427;15;JAMBI;1508;KETERAPIAN FISIK RS;P;4
428;15;JAMBI;1571;KETERAPIAN FISIK RS;P;6
429;15;JAMBI;1572;KETERAPIAN FISIK RS;P;49
430;15;JAMBI;1501;KETEKNISIAN MEDIS RS;P;6
431;15;JAMBI;1502;KETEKNISIAN MEDIS RS;P;11
432;15;JAMBI;1503;KETEKNISIAN MEDIS RS;P;12
433;15;JAMBI;1504;KETEKNISIAN MEDIS RS;P;19
434;15;JAMBI;1505;KETEKNISIAN MEDIS RS;P;11
435;15;JAMBI;1507;KETEKNISIAN MEDIS RS;P;4
436;15;JAMBI;1506;KETEKNISIAN MEDIS RS;P;8
437;15;JAMBI;1509;KETEKNISIAN MEDIS RS;P;8
438;15;JAMBI;1508;KETEKNISIAN MEDIS RS;P;22
439;15;JAMBI;1571;KETEKNISIAN MEDIS RS;P;64
440;15;JAMBI;1572;KETEKNISIAN MEDIS RS;P;0
441;15;JAMBI;1501;TENAGA TEKNIS KEFARMASIAN PKM;L;3
442;15;JAMBI;1502;TENAGA TEKNIS KEFARMASIAN PKM;L;5
443;15;JAMBI;1503;TENAGA TEKNIS KEFARMASIAN PKM;L;3
444;15;JAMBI;1504;TENAGA TEKNIS KEFARMASIAN PKM;L;3
445;15;JAMBI;1505;TENAGA TEKNIS KEFARMASIAN PKM;L;3
446;15;JAMBI;1507;TENAGA TEKNIS KEFARMASIAN PKM;L;3
447;15;JAMBI;1506;TENAGA TEKNIS KEFARMASIAN PKM;L;0
448;15;JAMBI;1509;TENAGA TEKNIS KEFARMASIAN PKM;L;3
449;15;JAMBI;1508;TENAGA TEKNIS KEFARMASIAN PKM;L;2
450;15;JAMBI;1571;TENAGA TEKNIS KEFARMASIAN PKM;L;1
451;15;JAMBI;1572;TENAGA TEKNIS KEFARMASIAN PKM;L;0
452;15;JAMBI;1501;APOTEKER PKM;L;4
453;15;JAMBI;1502;APOTEKER PKM;L;2
454;15;JAMBI;1503;APOTEKER PKM;L;1
455;15;JAMBI;1504;APOTEKER PKM;L;4
456;15;JAMBI;1505;APOTEKER PKM;L;3
457;15;JAMBI;1507;APOTEKER PKM;L;2
458;15;JAMBI;1506;APOTEKER PKM;L;3
459;15;JAMBI;1509;APOTEKER PKM;L;0
460;15;JAMBI;1508;APOTEKER PKM;L;4
461;15;JAMBI;1571;APOTEKER PKM;L;1
462;15;JAMBI;1572;APOTEKER PKM;L;1
463;15;JAMBI;1501;TENAGA TEKNIS KEFARMASIAN PKM;P;31
464;15;JAMBI;1502;TENAGA TEKNIS KEFARMASIAN PKM;P;33
465;15;JAMBI;1503;TENAGA TEKNIS KEFARMASIAN PKM;P;14
466;15;JAMBI;1504;TENAGA TEKNIS KEFARMASIAN PKM;P;7
467;15;JAMBI;1505;TENAGA TEKNIS KEFARMASIAN PKM;P;10
468;15;JAMBI;1507;TENAGA TEKNIS KEFARMASIAN PKM;P;13
469;15;JAMBI;1506;TENAGA TEKNIS KEFARMASIAN PKM;P;19
470;15;JAMBI;1509;TENAGA TEKNIS KEFARMASIAN PKM;P;18
471;15;JAMBI;1508;TENAGA TEKNIS KEFARMASIAN PKM;P;15
472;15;JAMBI;1571;TENAGA TEKNIS KEFARMASIAN PKM;P;52
473;15;JAMBI;1572;TENAGA TEKNIS KEFARMASIAN PKM;P;15
474;15;JAMBI;1501;APOTEKER PKM;P;19
475;15;JAMBI;1502;APOTEKER PKM;P;8
476;15;JAMBI;1503;APOTEKER PKM;P;8
477;15;JAMBI;1504;APOTEKER PKM;P;4
478;15;JAMBI;1505;APOTEKER PKM;P;16
479;15;JAMBI;1507;APOTEKER PKM;P;7
480;15;JAMBI;1506;APOTEKER PKM;P;14
481;15;JAMBI;1509;APOTEKER PKM;P;12
482;15;JAMBI;1508;APOTEKER PKM;P;15
483;15;JAMBI;1571;APOTEKER PKM;P;9
484;15;JAMBI;1572;APOTEKER PKM;P;7
485;15;JAMBI;1501;TENAGA TEKNIS KEFARMASIAN RS;L;0
486;15;JAMBI;1502;TENAGA TEKNIS KEFARMASIAN RS;L;3
487;15;JAMBI;1503;TENAGA TEKNIS KEFARMASIAN RS;L;2
488;15;JAMBI;1504;TENAGA TEKNIS KEFARMASIAN RS;L;2
489;15;JAMBI;1505;TENAGA TEKNIS KEFARMASIAN RS;L;1
490;15;JAMBI;1507;TENAGA TEKNIS KEFARMASIAN RS;L;1
491;15;JAMBI;1506;TENAGA TEKNIS KEFARMASIAN RS;L;1
492;15;JAMBI;1509;TENAGA TEKNIS KEFARMASIAN RS;L;3
493;15;JAMBI;1508;TENAGA TEKNIS KEFARMASIAN RS;L;4
494;15;JAMBI;1571;TENAGA TEKNIS KEFARMASIAN RS;L;19
495;15;JAMBI;1572;TENAGA TEKNIS KEFARMASIAN RS;L;0
496;15;JAMBI;1501;APOTEKER RS;L;2
497;15;JAMBI;1502;APOTEKER RS;L;2
498;15;JAMBI;1503;APOTEKER RS;L;1
499;15;JAMBI;1504;APOTEKER RS;L;3
500;15;JAMBI;1505;APOTEKER RS;L;2
501;15;JAMBI;1507;APOTEKER RS;L;2
502;15;JAMBI;1506;APOTEKER RS;L;0
503;15;JAMBI;1509;APOTEKER RS;L;5
504;15;JAMBI;1508;APOTEKER RS;L;7
505;15;JAMBI;1571;APOTEKER RS;L;18
506;15;JAMBI;1572;APOTEKER RS;L;0
507;15;JAMBI;1501;TENAGA TEKNIS KEFARMASIAN RS;P;3
508;15;JAMBI;1502;TENAGA TEKNIS KEFARMASIAN RS;P;23
509;15;JAMBI;1503;TENAGA TEKNIS KEFARMASIAN RS;P;13
510;15;JAMBI;1504;TENAGA TEKNIS KEFARMASIAN RS;P;19
511;15;JAMBI;1505;TENAGA TEKNIS KEFARMASIAN RS;P;10
512;15;JAMBI;1507;TENAGA TEKNIS KEFARMASIAN RS;P;6
513;15;JAMBI;1506;TENAGA TEKNIS KEFARMASIAN RS;P;16
514;15;JAMBI;1509;TENAGA TEKNIS KEFARMASIAN RS;P;6
515;15;JAMBI;1508;TENAGA TEKNIS KEFARMASIAN RS;P;30
516;15;JAMBI;1571;TENAGA TEKNIS KEFARMASIAN RS;P;192
517;15;JAMBI;1572;TENAGA TEKNIS KEFARMASIAN RS;P;0
518;15;JAMBI;1501;APOTEKER RS;P;12
519;15;JAMBI;1502;APOTEKER RS;P;16
520;15;JAMBI;1503;APOTEKER RS;P;10
521;15;JAMBI;1504;APOTEKER RS;P;8
522;15;JAMBI;1505;APOTEKER RS;P;13
523;15;JAMBI;1507;APOTEKER RS;P;4
524;15;JAMBI;1506;APOTEKER RS;P;8
525;15;JAMBI;1509;APOTEKER RS;P;6
526;15;JAMBI;1508;APOTEKER RS;P;15
527;15;JAMBI;1571;APOTEKER RS;P;64
528;15;JAMBI;1572;APOTEKER RS;P;0
